,試合日,節,大会,ホーム,スコア,アウェイ,スタジアム
30889,20140824,２８,Ｊ２,讃岐,2-2,京都,丸亀
30890,20140831,２９,Ｊ２,京都,1-1,北九州,西京極
30897,20141011,３６,Ｊ２,京都,0-0,熊本,西京極
30900,20141101,３９,Ｊ２,岡山,2-3,京都,カンスタ
30902,20141115,４１,Ｊ２,長崎,0-1,京都,長崎県立
30904,20150308,１,Ｊ２,福岡,1-3,京都,レベスタ
30907,20150329,４,Ｊ２,京都,1-1,讃岐,西京極
30910,20150411,７,Ｊ２,京都,1-4,長崎,西京極
30911,20150419,８,Ｊ２,徳島,1-0,京都,鳴門大塚
30912,20150426,９,Ｊ２,京都,2-0,北九州,西京極
30913,20150429,１０,Ｊ２,Ｃ大阪,3-0,京都,金鳥スタ
30917,20150517,１４,Ｊ２,愛媛,3-2,京都,ニンスタ
30919,20150531,１６,Ｊ２,京都,2-1,熊本,西京極
30920,20150606,１７,Ｊ２,大分,2-2,京都,大銀ド
30924,20150704,２１,Ｊ２,岡山,2-0,京都,Ｃスタ
30925,20150708,２２,Ｊ２,京都,0-1,徳島,西京極
30926,20150712,２３,Ｊ２,長崎,1-0,京都,長崎県立
30927,20150718,２４,Ｊ２,京都,1-0,Ｃ大阪,西京極
30928,20150722,２５,Ｊ２,京都,1-2,福岡,西京極
30932,20150815,２９,Ｊ２,京都,2-1,大分,西京極
30935,20150920,３２,Ｊ２,熊本,0-0,京都,うまスタ
30936,20150923,３３,Ｊ２,京都,0-0,岡山,西京極
30937,20150927,３４,Ｊ２,讃岐,1-1,京都,ピカスタ
30942,20151101,３９,Ｊ２,北九州,1-2,京都,本城
30943,20151108,４０,Ｊ２,京都,0-1,愛媛,西京極
30948,20160313,３,Ｊ２,岡山,2-2,京都,Ｃスタ
30949,20160320,４,Ｊ２,京都,0-0,長崎,西京極
30953,20160423,９,Ｊ２,京都,0-1,徳島,西京極
30954,20160429,１０,Ｊ２,Ｃ大阪,0-2,京都,金鳥スタ
30957,20160515,１３,Ｊ２,愛媛,0-1,京都,ニンスタ
30958,20160522,１４,Ｊ２,北九州,1-2,京都,本城
30961,20160608,１７,Ｊ２,讃岐,1-3,京都,ピカスタ
30962,20160612,１８,Ｊ２,京都,3-0,山口,西京極
30965,20160629,８,Ｊ２,京都,1-1,熊本,西京極
30968,20160716,２３,Ｊ２,徳島,2-1,京都,鳴門大塚
30969,20160720,２４,Ｊ２,京都,1-0,讃岐,西京極
30970,20160724,２５,Ｊ２,山口,1-1,京都,維新公園
30971,20160731,２６,Ｊ２,京都,3-3,Ｃ大阪,西京極
30978,20160925,３３,Ｊ２,京都,0-0,北九州,西京極
30983,20161030,３８,Ｊ２,京都,2-0,岡山,西京極
30985,20161106,４０,Ｊ２,熊本,1-2,京都,うまスタ
30986,20161112,４１,Ｊ２,京都,0-1,愛媛,西京極
30987,20161120,４２,Ｊ２,長崎,0-2,京都,トラスタ
30988,20161127,0,Ｊ１昇格ＰＯ,Ｃ大阪,1-1,京都,金鳥スタ
30990,20170304,２,Ｊ２,京都,1-0,徳島,西京極
30991,20170312,３,Ｊ２,福岡,2-1,京都,レベスタ
30992,20170319,４,Ｊ２,岡山,2-1,京都,Ｃスタ
30993,20170325,５,Ｊ２,京都,0-1,長崎,西京極
30996,20170415,８,Ｊ２,京都,3-2,愛媛,西京極
30998,20170429,１０,Ｊ２,大分,1-3,京都,大銀ド
31000,20170507,１２,Ｊ２,京都,1-0,讃岐,西京極
31001,20170513,１３,Ｊ２,山口,1-1,京都,維新公園
31005,20170605,１７,Ｊ２,熊本,0-3,京都,えがおＳ
31011,20170716,２３,Ｊ２,徳島,1-1,京都,鳴門大塚
31014,20170805,２６,Ｊ２,京都,1-1,岡山,西京極
31015,20170811,２７,Ｊ２,京都,0-1,福岡,西京極
31017,20170820,２９,Ｊ２,京都,2-2,大分,西京極
31018,20170827,３０,Ｊ２,長崎,1-0,京都,トラスタ
31019,20170902,３１,Ｊ２,京都,1-2,山口,西京極
31023,20171008,３６,Ｊ２,讃岐,0-4,京都,ピカスタ
31024,20171014,３７,Ｊ２,京都,2-1,熊本,西京極
31028,20171108,３３,Ｊ２,愛媛,0-2,京都,ニンスタ
31032,20180303,２,Ｊ２,福岡,2-2,京都,レベスタ
31035,20180321,５,Ｊ２,京都,0-1,岡山,西京極
31037,20180331,７,Ｊ２,京都,1-1,讃岐,西京極
31038,20180407,８,Ｊ２,京都,0-1,大分,西京極
31040,20180421,１０,Ｊ２,京都,1-2,熊本,西京極
31043,20180506,１３,Ｊ２,京都,1-2,山口,西京極
31044,20180512,１４,Ｊ２,徳島,1-0,京都,鳴門大塚
31045,20180520,１５,Ｊ２,愛媛,1-2,京都,ニンスタ
31058,20180818,２９,Ｊ２,山口,1-2,京都,みらスタ
31062,20180915,３３,Ｊ２,岡山,2-2,京都,Ｃスタ
31064,20180926,２２,Ｊ２,京都,1-0,福岡,西京極
31065,20180930,３５,Ｊ２,熊本,0-4,京都,えがおＳ
31066,20181007,３６,Ｊ２,大分,2-1,京都,大銀ド
31067,20181013,３７,Ｊ２,京都,1-0,徳島,西京極
31070,20181104,４０,Ｊ２,京都,0-1,愛媛,西京極
31072,20181117,４２,Ｊ２,讃岐,0-2,京都,ピカスタ
31074,20190302,２,Ｊ２,京都,2-1,鹿児島,西京極
31075,20190309,３,Ｊ２,福岡,0-1,京都,博多陸
31083,20190428,１１,Ｊ２,京都,0-0,徳島,西京極
31085,20190512,１３,Ｊ２,京都,2-1,岡山,西京極
31087,20190525,１５,Ｊ２,京都,2-0,山口,西京極
31090,20190615,１８,Ｊ２,京都,2-2,琉球,西京極
31091,20190622,１９,Ｊ２,愛媛,0-2,京都,ニンスタ
31093,20190707,２１,Ｊ２,京都,1-0,長崎,西京極
31101,20190824,２９,Ｊ２,京都,1-1,福岡,たけびし
31102,20190831,３０,Ｊ２,徳島,2-1,京都,鳴門大塚
31103,20190908,３１,Ｊ２,岡山,3-0,京都,Ｃスタ
31105,20190921,３３,Ｊ２,長崎,1-0,京都,トラスタ
31106,20190928,３４,Ｊ２,鹿児島,0-1,京都,白波スタ
31107,20191006,３５,Ｊ２,京都,2-2,愛媛,たけびし
31108,20191012,３６,Ｊ２,山口,1-0,京都,下関
31112,20191110,４０,Ｊ２,琉球,0-3,京都,タピスタ
31115,20200223,１,Ｊ２,山口,1-0,京都,みらスタ
31117,20200704,３,Ｊ２,徳島,1-1,京都,鳴門大塚
31118,20200711,４,Ｊ２,京都,2-0,福岡,サンガＳ
31119,20200715,５,Ｊ２,北九州,0-0,京都,ミクスタ
31120,20200719,６,Ｊ２,京都,2-1,愛媛,サンガＳ
31121,20200725,７,Ｊ２,長崎,1-0,京都,トラスタ
31122,20200729,８,Ｊ２,岡山,1-1,京都,Ｃスタ
31133,20200913,１９,Ｊ２,京都,1-0,琉球,サンガＳ
31141,20201018,２７,Ｊ２,京都,0-1,山口,サンガＳ
31142,20201021,２８,Ｊ２,京都,1-0,北九州,サンガＳ
31143,20201025,２９,Ｊ２,琉球,2-1,京都,タピスタ
31145,20201104,３１,Ｊ２,京都,2-1,岡山,サンガＳ
31149,20201121,３５,Ｊ２,京都,2-0,徳島,サンガＳ
31152,20201202,３８,Ｊ２,京都,2-1,長崎,サンガＳ
31153,20201206,３９,Ｊ２,愛媛,0-1,京都,ニンスタ
31154,20201213,４０,Ｊ２,福岡,2-0,京都,ベススタ
31164,20210417,８,Ｊ２,京都,vs,北九州,サンガＳ
31166,20210425,１０,Ｊ２,山口,vs,京都,みらスタ
31167,20210501,１１,Ｊ２,京都,vs,愛媛,サンガＳ
31168,20210505,１２,Ｊ２,琉球,vs,京都,タピスタ
31176,20210626,２０,Ｊ２,京都,vs,岡山,サンガＳ
31177,20210703,２１,Ｊ２,京都,vs,長崎,サンガＳ
31178,20210711,２２,Ｊ２,北九州,vs,京都,ミクスタ
31185,20210911,２９,Ｊ２,京都,vs,琉球,サンガＳ
31188,20211002,３２,Ｊ２,長崎,vs,京都,トラスタ
31191,20211024,３５,Ｊ２,京都,vs,山口,サンガＳ
31192,20211030,３６,Ｊ２,愛媛,vs,京都,ニンスタ
31196,20211120,４０,Ｊ２,岡山,vs,京都,Ｃスタ
31205,19921004,７,ＹＮＣ,Ｇ大阪,1-3,広島,岡山
31213,19930529,２,サテライトリーグ,Ｇ大阪,0-2,広島,西京極
31217,19930609,８,Ｊ１ サントリー,Ｇ大阪,1-1(PK3-4),広島,万博
31229,19930707,１６,Ｊ１ サントリー,広島,4-3,Ｇ大阪,広島ス
31239,19930808,４,Ｊ１ ＮＩＣＯＳ,広島,0-2,Ｇ大阪,広島ビ
31246,19930829,１５,サテライトリーグ,広島,2-1,Ｇ大阪,広域１
31259,19931016,７,ＹＮＣ,Ｇ大阪,5-0,広島,西京極
31267,19931113,１２,Ｊ１ ＮＩＣＯＳ,Ｇ大阪,3-6,広島,万博
31277,19940316,２,Ｊ１ サントリー,Ｇ大阪,1-2,広島,万博
31293,19940427,１２,Ｊ１ サントリー,広島,3-3(PK5-4),Ｇ大阪,博多陸
31300,19940515,１０,サテライトリーグ,広島,1-0,Ｇ大阪,松江
31304,19940604,１１,サテライトリーグ,Ｇ大阪,2-1,Ｃ大阪,鈴鹿
31310,19940727,0,ＹＮＣ,Ｇ大阪,2-1,広島,万博
31316,19940813,２,Ｊ１ ＮＩＣＯＳ,Ｇ大阪,1-1(PK3-4),広島,万博
31332,19940921,１２,Ｊ１ ＮＩＣＯＳ,広島,1-1(PK4-3),Ｇ大阪,福山市
31333,19940925,２２,サテライトリーグ,Ｇ大阪,0-4,広島,美作
31336,19941023,２３,サテライトリーグ,Ｃ大阪,0-3,Ｇ大阪,尼崎
31354,19950405,６,Ｊ１ サントリー,Ｇ大阪,0-3,広島,万博
31356,19950409,２,サテライトリーグ,Ｃ大阪,1-1(PK3-4),Ｇ大阪,尼崎
31361,19950423,４,サテライトリーグ,神戸,2-1,Ｇ大阪,岡山
31365,19950503,１３,Ｊ１ サントリー,Ｃ大阪,1-0,Ｇ大阪,長居２
31370,19950514,７,サテライトリーグ,Ｇ大阪,0-1,広島,宝ヶ池
31373,19950621,１８,Ｊ１ サントリー,広島,1-0,Ｇ大阪,広島ス
31383,19950719,２５,Ｊ１ サントリー,Ｇ大阪,1-0,Ｃ大阪,万博
31389,19950823,４,Ｊ１ ＮＩＣＯＳ,Ｇ大阪,5-2,広島,万博
31393,19950903,１５,サテライトリーグ,福岡,3-2,Ｇ大阪,小郡
31402,19950930,１３,Ｊ１ ＮＩＣＯＳ,Ｃ大阪,3-2,Ｇ大阪,長居２
31403,19951001,１,サテライトリーグ Ｄグループ,Ｇ大阪,1-2,神戸,岡山
31406,19951008,２,サテライトリーグ Ｄグループ,広島,2-0,Ｇ大阪,広島ス
31407,19951014,１６,Ｊ１ ＮＩＣＯＳ,広島,5-0,Ｇ大阪,広島ビ
31410,19951022,４,サテライトリーグ Ｄグループ,Ｇ大阪,0-1,Ｃ大阪,万博
31411,19951029,５,サテライトリーグ Ｄグループ,福岡,5-0,Ｇ大阪,小郡
31418,19951122,２５,Ｊ１ ＮＩＣＯＳ,Ｇ大阪,4-0,Ｃ大阪,万博
31425,19960406,６,Ｊ１,Ｇ大阪,2-1,広島,万博
31426,19960407,１,サテライトリーグ Ｃグループ,広島,2-0,Ｇ大阪,広域１
31428,19960414,２,サテライトリーグ Ｃグループ,Ｇ大阪,0-3,神戸,万博
31431,19960421,３,サテライトリーグ Ｃグループ,Ｇ大阪,0-2,福岡,神戸中央
31435,19960505,５,サテライトリーグ Ｃグループ,Ｇ大阪,1-2,鳥栖Ｆ,津山
31438,19960515,１４,Ｊ１,Ｇ大阪,3-0,福岡,万博
31439,19960518,１５,Ｊ１,Ｃ大阪,0-2,Ｇ大阪,長居２
31440,19960519,７,サテライトリーグ Ｃグループ,Ｃ大阪,2-1,Ｇ大阪,御所市
31442,19960602,８,サテライトリーグ Ｃグループ,神戸,1-1,Ｇ大阪,美作
31446,19960615,0,ＹＮＣ 予選Ａグループ,広島,1-1,Ｇ大阪,大分
31447,19960616,９,サテライトリーグ Ｃグループ,Ｇ大阪,1-3,福岡,紀三井寺
31448,19960619,0,ＹＮＣ 予選Ａグループ,Ｇ大阪,0-3,広島,万博
31453,19960707,１１,サテライトリーグ Ｃグループ,鳥栖Ｆ,1-2,Ｇ大阪,唐津
31456,19960811,１３,サテライトリーグ Ｃグループ,Ｇ大阪,2-2,Ｃ大阪,万博
31459,19960818,１４,サテライトリーグ Ｃグループ,Ｇ大阪,2-3,広島,鴻ノ池
31463,19960901,１５,サテライトリーグ Ｃグループ,神戸,6-2,Ｇ大阪,尼崎
31464,19960907,１８,Ｊ１,福岡,1-0,Ｇ大阪,博多球
31465,19960908,１６,サテライトリーグ Ｃグループ,福岡,2-3,Ｇ大阪,春日
31466,19960914,１９,Ｊ１,Ｇ大阪,2-0,Ｃ大阪,万博
31468,19960922,１８,サテライトリーグ Ｃグループ,鳥栖Ｆ,4-5,Ｇ大阪,久留米
31473,19961006,２０,サテライトリーグ Ｃグループ,Ｃ大阪,0-0,Ｇ大阪,瀬田Ｇ
31474,19961012,２１,サテライトリーグ Ｃグループ,Ｇ大阪,3-1,広島,万博
31476,19961019,２５,Ｊ１,広島,2-0,Ｇ大阪,愛媛陸
31483,19970309,１,サテライトリーグ Ｃグループ,Ｇ大阪,1-1,広島,鴻ノ池
31485,19970316,２,サテライトリーグ Ｃグループ,神戸,2-1,Ｇ大阪,神戸ユ補
31488,19970323,３,サテライトリーグ Ｃグループ,Ｇ大阪,0-3,福岡,吹田
31491,19970330,４,サテライトリーグ Ｃグループ,Ｃ大阪,0-0,Ｇ大阪,瀬田Ｇ
31494,19970413,６,サテライトリーグ Ｃグループ,Ｇ大阪,1-2,神戸,八日市Ｇ
31497,19970420,７,サテライトリーグ Ｃグループ,福岡,2-0,Ｇ大阪,田川
31498,19970423,４,Ｊ１ １ｓｔ,広島,2-0,Ｇ大阪,広島ビ
31499,19970426,５,Ｊ１ １ｓｔ,Ｇ大阪,0-1,福岡,万博
31500,19970427,８,サテライトリーグ Ｃグループ,Ｇ大阪,0-1,Ｃ大阪,田辺Ｇ
31501,19970503,６,Ｊ１ １ｓｔ,Ｃ大阪,0-2,Ｇ大阪,長居
31503,19970507,７,Ｊ１ １ｓｔ,Ｇ大阪,2-3,神戸,万博
31505,19970511,１０,サテライトリーグ Ｃグループ,広島,2-4,Ｇ大阪,広島ス
31518,19970816,５,Ｊ１ ２ｎｄ,Ｇ大阪,3-0,広島,万博
31519,19970820,６,Ｊ１ ２ｎｄ,福岡,0-1,Ｇ大阪,水前寺
31520,19970823,７,Ｊ１ ２ｎｄ,Ｇ大阪,3-2,Ｃ大阪,万博
31521,19970830,８,Ｊ１ ２ｎｄ,神戸,0-4,Ｇ大阪,神戸ユ
31530,19980321,１,Ｊ１ １ｓｔ,Ｇ大阪,1-2,Ｃ大阪,万博
31531,19980322,１,サテライトリーグ Ｃグループ,神戸,2-1,Ｇ大阪,いぶき旧
31532,19980325,２,Ｊ１ １ｓｔ,広島,0-1,Ｇ大阪,広島ス
31533,19980328,３,Ｊ１ １ｓｔ,Ｇ大阪,3-2,福岡,万博
31534,19980329,２,サテライトリーグ Ｃグループ,Ｇ大阪,3-1,福岡,田辺Ｇ
31536,19980405,３,サテライトリーグ Ｃグループ,Ｇ大阪,6-1,Ｃ大阪,田辺Ｇ
31538,19980412,４,サテライトリーグ Ｃグループ,広島,1-2,Ｇ大阪,広域１
31543,19980426,６,サテライトリーグ Ｃグループ,福岡,1-2,Ｇ大阪,宇美町
31552,19980628,７,サテライトリーグ Ｃグループ,Ｇ大阪,5-0,神戸,瀬田Ｇ
31553,19980712,９,サテライトリーグ Ｃグループ,Ｃ大阪,0-5,Ｇ大阪,瀬田Ｇ
31556,19980801,１５,Ｊ１ １ｓｔ,神戸,0-4,Ｇ大阪,神戸ユ
31557,19980802,１０,サテライトリーグ Ｃグループ,Ｇ大阪,1-6,広島,瀬田Ｇ
31562,19980829,２,Ｊ１ ２ｎｄ,Ｇ大阪,1-0,神戸,万博
31565,19980915,５,Ｊ１ ２ｎｄ,Ｃ大阪,2-1,Ｇ大阪,長居
31566,19980919,６,Ｊ１ ２ｎｄ,Ｇ大阪,0-2,広島,万博
31567,19980923,７,Ｊ１ ２ｎｄ,福岡,1-0,Ｇ大阪,博多球
31581,19990307,0,サテライトリーグ Ｃグループ,Ｇ大阪,4-0,Ｃ大阪,田辺Ｇ
31584,19990320,３,Ｊ１ １ｓｔ,Ｇ大阪,3-2,福岡,万博
31585,19990321,0,サテライトリーグ Ｃグループ,Ｇ大阪,2-4,広島,田辺Ｇ
31587,19990403,５,Ｊ１ １ｓｔ,Ｇ大阪,2-1,神戸,万博
31589,19990410,６,Ｊ１ １ｓｔ,広島,2-0,Ｇ大阪,広島ス
31590,19990411,0,サテライトリーグ Ｃグループ,神戸,2-1,Ｇ大阪,いぶき旧
31593,19990418,0,サテライトリーグ Ｃグループ,福岡,1-2,Ｇ大阪,雁の巣
31600,19990515,１３,Ｊ１ １ｓｔ,Ｇ大阪,1-2,Ｃ大阪,万博
31605,19990620,0,サテライトリーグ Ｃグループ,広島,1-3,Ｇ大阪,吉田
31606,19990711,0,サテライトリーグ Ｃグループ,Ｇ大阪,2-3,神戸,田辺Ｇ
31607,19990718,0,サテライトリーグ Ｃグループ,Ｇ大阪,5-1,福岡,田辺Ｇ
31608,19990725,0,サテライトリーグ Ｃグループ,Ｃ大阪,2-3,Ｇ大阪,金岡
31615,19990911,７,Ｊ１ ２ｎｄ,Ｃ大阪,4-1,Ｇ大阪,長居
31619,19991030,１１,Ｊ１ ２ｎｄ,福岡,1-3,Ｇ大阪,博多球
31621,19991120,１３,Ｊ１ ２ｎｄ,Ｇ大阪,1-1,広島,万博
31622,19991123,１４,Ｊ１ ２ｎｄ,神戸,2-1,Ｇ大阪,神戸ユ
31625,20000318,２,Ｊ１ １ｓｔ,Ｇ大阪,1-1,神戸,万博
31626,20000319,0,サテライトリーグ Ｃグループ,神戸,0-3,Ｇ大阪,いぶき旧
31630,20000408,６,Ｊ１ １ｓｔ,Ｇ大阪,1-2,広島,万博
31631,20000409,0,サテライトリーグ Ｃグループ,広島,2-3,Ｇ大阪,吉田
31634,20000422,８,Ｊ１ １ｓｔ,Ｇ大阪,4-0,福岡,万博
31635,20000423,0,サテライトリーグ Ｃグループ,Ｇ大阪,0-0,Ｃ大阪,舞洲
31637,20000503,１０,Ｊ１ １ｓｔ,Ｇ大阪,2-1,Ｃ大阪,万博
31639,20000507,0,サテライトリーグ Ｃグループ,Ｃ大阪,1-2,Ｇ大阪,舞洲
31641,20000514,0,サテライトリーグ Ｃグループ,Ｇ大阪,3-3,福岡,高槻
31648,20000701,２,Ｊ１ ２ｎｄ,神戸,1-3,Ｇ大阪,神戸ユ
31651,20000709,0,サテライトリーグ Ｃグループ,福岡,1-3,Ｇ大阪,雁の巣
31653,20000715,４,Ｊ１ ２ｎｄ,Ｃ大阪,0-1,Ｇ大阪,長居
31655,20000726,６,Ｊ１ ２ｎｄ,福岡,2-1,Ｇ大阪,博多球
31657,20000730,0,サテライトリーグ Ｃグループ,Ｇ大阪,2-2,広島,高槻
31659,20000806,0,サテライトリーグ Ｃグループ,Ｇ大阪,4-2,神戸,鶴見緑地
31662,20000819,１０,Ｊ１ ２ｎｄ,広島,2-3,Ｇ大阪,広島ビ
31668,20010310,１,Ｊ１ １ｓｔ,福岡,2-0,Ｇ大阪,博多球
31670,20010318,0,サテライトリーグ Ｃグループ,Ｃ大阪,0-2,Ｇ大阪,南津守
31671,20010325,0,サテライトリーグ Ｃグループ,福岡,1-2,Ｇ大阪,雁の巣
31672,20010331,３,Ｊ１ １ｓｔ,神戸,0-1,Ｇ大阪,神戸ユ
31674,20010407,４,Ｊ１ １ｓｔ,Ｇ大阪,2-1,Ｃ大阪,万博
31676,20010415,0,サテライトリーグ Ｃグループ,大分,3-0,Ｇ大阪,野口原
31682,20010513,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-2,Ｃ大阪,萩谷
31684,20010603,0,サテライトリーグ Ｃグループ,神戸,1-4,Ｇ大阪,いぶき旧
31688,20010623,１２,Ｊ１ １ｓｔ,広島,2-3,Ｇ大阪,広島ビ
31689,20010624,0,サテライトリーグ Ｃグループ,広島,4-3,Ｇ大阪,吉田
31690,20010701,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-2,福岡,萩谷
31692,20010708,0,サテライトリーグ Ｃグループ,Ｇ大阪,4-1,広島,高槻
31696,20010812,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-0,大分,萩谷
31699,20010902,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-1,神戸,萩谷
31704,20011013,８,Ｊ１ ２ｎｄ,Ｃ大阪,2-1,Ｇ大阪,長居
31705,20011017,９,Ｊ１ ２ｎｄ,Ｇ大阪,3-2,神戸,万博
31708,20011103,１２,Ｊ１ ２ｎｄ,Ｇ大阪,1-2,広島,金沢
31711,20011124,１５,Ｊ１ ２ｎｄ,Ｇ大阪,3-2,福岡,万博
31714,20020317,３,Ｊ１ １ｓｔ,Ｇ大阪,1-3,神戸,万博
31715,20020324,0,サテライトリーグ Ｃグループ,広島,0-1,Ｇ大阪,吉田
31716,20020327,0,サテライトリーグ Ｃグループ,Ｇ大阪,3-0,神戸,高槻
31720,20020414,0,サテライトリーグ Ｃグループ,Ｃ大阪,2-5,Ｇ大阪,橿原
31723,20020428,0,サテライトリーグ Ｃグループ,福岡,2-1,Ｇ大阪,雁の巣
31729,20020513,0,サテライトリーグ Ｃグループ,Ｇ大阪,3-3,福岡,萩谷
31730,20020706,0,サテライトリーグ Ｃグループ,Ｇ大阪,4-1,Ｃ大阪,万博
31733,20020724,１０,Ｊ１ １ｓｔ,広島,1-2,Ｇ大阪,広島ス
31739,20020825,0,サテライトリーグ Ｃグループ,Ｇ大阪,3-2,広島,ガンバＧ
31744,20020918,４,Ｊ１ ２ｎｄ,Ｇ大阪,1-0,広島,万博
31747,20020928,６,Ｊ１ ２ｎｄ,神戸,3-2,Ｇ大阪,鳴門
31748,20020929,0,サテライトリーグ Ｃグループ,神戸,0-4,Ｇ大阪,いぶき旧
31760,20030308,１,ＹＮＣ 予選Ｃグループ,Ｇ大阪,1-0,Ｃ大阪,万博
31762,20030330,0,サテライトリーグ Ｃグループ,Ｃ大阪,3-2,Ｇ大阪,南津守
31764,20030412,３,Ｊ１ １ｓｔ,大分,3-2,Ｇ大阪,大分ス
31765,20030413,0,サテライトリーグ Ｃグループ,大分,2-0,Ｇ大阪,別府サ
31767,20030420,0,サテライトリーグ Ｃグループ,広島,1-0,Ｇ大阪,吉田
31768,20030423,４,ＹＮＣ 予選Ｃグループ,Ｃ大阪,2-2,Ｇ大阪,長居
31773,20030511,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-2,福岡,ガンバＧ
31777,20030629,0,サテライトリーグ Ｃグループ,福岡,2-1,Ｇ大阪,乃木浜
31779,20030705,１１,Ｊ１ １ｓｔ,神戸,4-3,Ｇ大阪,神戸ウイ
31780,20030706,0,サテライトリーグ Ｃグループ,Ｇ大阪,2-1,広島,ガンバＧ
31781,20030713,１２,Ｊ１ １ｓｔ,Ｇ大阪,0-2,Ｃ大阪,万博
31785,20030727,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-3,大分,萩谷
31787,20030810,0,サテライトリーグ Ｃグループ,神戸,0-1,Ｇ大阪,いぶき旧
31789,20030817,１,Ｊ１ ２ｎｄ,Ｇ大阪,1-0,大分,万博
31794,20030907,0,サテライトリーグ Ｃグループ,Ｇ大阪,1-1,神戸,万博
31796,20030920,６,Ｊ１ ２ｎｄ,Ｇ大阪,2-2,神戸,万博
31800,20030928,0,サテライトリーグ Ｃグループ,Ｇ大阪,0-2,Ｃ大阪,高槻
