,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id,H_ゴール期待値,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_ゴール期待値,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率
942,11,0608,Ｆ東23,1-1,A,味フィ西,晴一時曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.525,11,5,0,573,12,14,2,4,26,7,15,16,1,2,1,0,42,9,122,9.0%,54.2%,(9.1%),(81.2%),(16.7%),(88.5%),(42.9%),(93.3%),1.661,12,4,0,445,19,11,2,8,17,15,21,36,2,1,0,0,38,8,117,10.3%,45.8%,(8.3%),(80.4%),(26.3%),(41.2%),(46.7%),(66.7%)
943,12,0616,群馬,0-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.539,7,4,0,446,13,9,1,2,21,8,22,42,1,1,0,0,30,8,125,5.6%,48.6%,(0.0%),(72.2%),(7.7%),(52.4%),(50.0%),(68.2%),0.743,7,4,0,507,29,13,1,4,40,10,13,30,1,1,1,0,39,8,133,5.3%,51.4%,(14.3%),(71.8%),(10.3%),(90.0%),(30.0%),(61.5%)
944,13,0623,YS横浜,0-3,A,ニッパツ,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,2.336,18,4,1,433,16,17,2,4,23,13,26,32,2,3,2,0,32,18,134,13.4%,52.2%,(16.7%),(75.1%),(12.5%),(78.3%),(69.2%),(65.4%),0.825,13,2,0,404,12,16,3,5,26,15,17,38,0,2,2,0,25,11,137,9.5%,47.8%,(0.0%),(74.0%),(16.7%),(80.8%),(53.3%),(58.8%)
945,14,0630,Ｇ大23,1-2,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.309,15,5,0,434,19,5,1,4,38,9,23,17,2,1,0,0,40,14,128,11.7%,44.2%,(6.7%),(69.1%),(36.8%),(81.6%),(44.4%),(60.9%),1.065,7,2,1,542,10,15,1,3,28,9,19,27,2,1,0,0,30,10,133,5.3%,55.8%,(14.3%),(76.4%),(10.0%),(82.1%),(55.6%),(78.9%)
946,15,0706,北九州,2-2,A,ミクスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,2.378,18,5,0,476,21,12,3,7,31,9,26,19,2,2,1,0,44,19,127,14.2%,52.2%,(11.1%),(70.8%),(23.8%),(67.7%),(77.8%),(57.7%),0.59,8,4,0,434,11,7,2,1,29,4,10,28,0,2,0,0,34,8,124,6.5%,47.8%,(25.0%),(73.3%),(36.4%),(65.5%),(25.0%),(60.0%)
947,16,0714,鳥取,0-1,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.051,14,1,0,491,28,8,1,13,29,16,11,17,4,1,0,0,54,9,132,10.6%,56.5%,(0.0%),(78.4%),(14.3%),(82.8%),(37.5%),(90.9%),1.82,9,3,1,368,7,8,1,4,18,9,29,41,2,1,1,0,22,7,108,8.3%,43.5%,(11.1%),(69.3%),(14.3%),(83.3%),(44.4%),(72.4%)
948,17,0721,沼津,0-0,A,愛鷹,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.588,11,3,0,428,14,9,0,4,25,8,19,17,1,5,1,0,32,17,128,8.6%,50.8%,(0.0%),(65.4%),(35.7%),(76.0%),(37.5%),(78.9%),0.693,11,3,0,412,28,7,5,7,18,7,10,27,2,0,1,0,40,17,128,8.6%,49.2%,(0.0%),(66.3%),(25.0%),(66.7%),(71.4%),(50.0%)
949,18,0728,Ｇ大23,2-1,A,パナスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.804,9,4,0,808,9,7,0,3,19,15,17,16,1,1,1,0,75,9,113,8.0%,67.2%,(11.1%),(87.6%),(0.0%),(89.5%),(40.0%),(82.4%),0.805,6,2,0,357,12,10,1,1,22,8,29,15,8,0,0,0,26,8,116,5.2%,32.8%,(33.3%),(73.4%),(8.3%),(81.8%),(12.5%),(82.8%)
950,19,0804,北九州,2-1,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.51,5,2,0,248,6,8,2,6,17,6,10,28,0,1,1,0,22,3,105,4.8%,34%,(40.0%),(60.1%),(0.0%),(88.2%),(33.3%),(70.0%),1.1,7,2,0,674,10,12,1,5,21,5,14,12,0,2,1,0,47,10,109,6.4%,66%,(14.3%),(81.6%),(40.0%),(81.0%),(20.0%),(64.3%)
951,20,0811,Ｆ東23,1-0,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,2.292,16,5,0,459,17,12,0,7,19,15,16,9,4,1,0,0,40,14,116,13.8%,49.3%,(6.3%),(76.0%),(23.5%),(84.2%),(66.7%),(56.3%),1.426,10,5,0,472,3,10,1,1,25,7,12,15,2,0,0,0,15,6,110,9.1%,50.7%,(0.0%),(77.5%),(66.7%),(76.0%),(28.6%),(91.7%)
952,21,0831,群馬,2-3,A,正田スタ,晴のち雨,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.641,12,4,1,520,10,11,1,3,27,7,17,23,4,1,0,0,32,11,127,9.4%,54%,(25.0%),(76.3%),(20.0%),(85.2%),(42.9%),(70.6%),0.703,8,4,0,445,20,9,1,2,33,8,21,20,1,1,1,0,38,7,126,6.3%,46%,(25.0%),(71.9%),(15.0%),(78.8%),(50.0%),(57.1%)
953,22,0908,福島,1-2,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.97,9,3,0,328,21,10,5,3,31,6,11,21,0,2,0,0,25,14,115,7.8%,40.7%,(11.1%),(66.5%),(33.3%),(67.7%),(33.3%),(81.8%),1.646,15,4,0,507,11,8,2,8,25,9,11,36,0,5,0,0,34,11,114,13.2%,59.3%,(13.3%),(79.3%),(27.3%),(76.0%),(33.3%),(72.7%)
954,23,0915,藤枝,0-0,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.773,5,2,0,364,12,12,1,4,33,3,17,19,1,0,0,0,26,3,130,3.8%,47.9%,(0.0%),(64.3%),(0.0%),(66.7%),(33.3%),(70.6%),1.24,12,2,0,436,12,19,0,2,33,7,20,14,0,1,0,0,19,5,131,9.2%,52.1%,(0.0%),(66.3%),(8.3%),(78.8%),(42.9%),(75.0%)
955,24,0929,Ｃ大23,1-0,A,ヤンマー,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.211,8,3,0,517,16,13,1,5,19,12,15,20,1,1,1,0,44,3,109,7.3%,53.8%,(0.0%),(81.8%),(6.3%),(94.7%),(16.7%),(66.7%),0.761,7,3,0,451,20,9,1,6,24,11,22,24,2,2,1,0,39,9,113,6.2%,46.2%,(14.3%),(78.7%),(20.0%),(83.3%),(45.5%),(77.3%)
956,25,1006,秋田,1-1,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.926,9,3,0,374,13,7,2,4,24,5,17,10,4,1,0,0,30,12,122,7.4%,37.6%,(11.1%),(75.7%),(7.7%),(70.8%),(60.0%),(52.9%),0.434,6,1,0,688,14,11,1,0,18,5,21,18,2,2,0,0,38,2,118,5.1%,62.4%,(16.7%),(81.7%),(7.1%),(88.9%),(20.0%),(81.0%)
957,27,1020,八戸,0-1,A,ダイスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.009,8,3,0,339,8,16,4,4,19,3,24,56,4,1,0,0,16,3,133,6.0%,42.9%,(12.5%),(69.9%),(0.0%),(84.2%),(33.3%),(75.0%),0.409,12,3,0,542,28,13,1,3,48,16,15,17,1,4,0,0,45,14,146,8.2%,57.1%,(0.0%),(76.2%),(17.9%),(83.3%),(43.8%),(60.0%)
958,28,1027,讃岐,0-0,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.884,11,2,0,397,24,7,1,6,25,14,17,16,5,2,2,0,38,12,135,8.1%,46.3%,(0.0%),(66.2%),(25.0%),(80.0%),(42.9%),(52.9%),0.19,4,0,0,520,9,14,2,2,35,3,32,33,1,1,1,0,21,3,141,2.8%,53.7%,(0.0%),(74.0%),(11.1%),(74.3%),(33.3%),(75.0%)
959,26,1031,YS横浜,3-0,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.257,14,5,0,380,20,6,3,8,35,17,28,16,2,1,1,0,35,11,139,10.1%,42.1%,(21.4%),(68.2%),(15.0%),(68.6%),(47.1%),(64.3%),0.419,13,2,0,524,8,14,1,2,14,7,33,40,5,3,0,0,29,4,123,10.6%,57.9%,(0.0%),(75.0%),(12.5%),(100.0%),(42.9%),(60.6%)
960,29,1104,鳥取,1-1,A,とりスタ,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.352,7,2,0,522,20,10,0,2,24,8,23,40,1,0,0,0,35,7,126,5.6%,50.5%,(14.3%),(76.1%),(15.0%),(91.7%),(12.5%),(60.9%),1.064,16,5,0,503,21,10,0,8,25,14,20,32,0,0,1,0,34,19,129,12.4%,49.5%,(6.3%),(78.7%),(23.8%),(80.0%),(28.6%),(65.0%)
961,30,1110,富山,2-1,A,富山,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,2.215,25,4,0,601,37,10,2,8,31,16,13,15,1,2,0,0,67,27,134,18.7%,57.5%,(4.0%),(76.0%),(21.6%),(90.3%),(50.0%),(69.2%),0.816,8,1,0,335,16,14,2,1,19,7,23,50,2,2,1,0,27,5,122,6.6%,42.5%,(12.5%),(65.7%),(18.8%),(73.7%),(42.9%),(78.3%)
962,31,1117,沼津,1-0,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.866,12,2,0,404,21,11,2,9,26,19,27,32,3,2,2,0,38,9,137,8.8%,50.3%,(8.3%),(63.4%),(9.5%),(76.9%),(26.3%),(63.0%),1.529,17,5,0,387,20,8,2,8,35,17,16,42,1,2,0,0,30,12,143,11.9%,49.7%,(0.0%),(59.4%),(25.0%),(82.9%),(47.1%),(62.5%)
963,32,1124,岩手,2-1,A,いわスタ,雨,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.987,14,3,0,374,20,10,0,6,29,16,25,41,1,1,1,0,38,14,140,10.0%,52.7%,(7.1%),(65.8%),(15.0%),(62.1%),(31.3%),(60.0%),2.848,23,9,0,322,28,11,1,6,30,19,26,45,3,0,2,0,35,16,143,16.1%,47.3%,(8.7%),(63.0%),(32.1%),(43.3%),(63.2%),(50.0%)
964,33,1201,相模原,1-0,A,ギオンス,晴,横山　雄次,ＡＣ長野パルセイロ,2019,naga,0.14,3,1,0,519,15,13,1,2,27,12,25,26,1,4,1,0,37,7,124,2.4%,52.1%,(0.0%),(73.0%),(13.3%),(81.5%),(25.0%),(52.0%),2.413,14,2,1,490,17,10,4,5,18,14,20,26,5,1,0,0,32,14,129,10.9%,47.9%,(7.1%),(74.5%),(23.5%),(83.3%),(28.6%),(60.0%)
965,34,1208,熊本,1-0,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2019,naga,1.787,23,7,0,508,23,6,1,9,23,11,20,31,2,2,0,0,66,10,123,18.7%,46.9%,(4.3%),(78.3%),(17.4%),(56.5%),(45.5%),(60.0%),0.674,10,2,0,551,15,10,2,4,22,7,16,29,2,1,0,1,38,8,121,8.3%,53.1%,(0.0%),(79.9%),(33.3%),(72.7%),(71.4%),(56.3%)
966,1,0628,富山,1-1,A,富山,雨のち曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.15,14,4,0,472,10,12,2,5,29,11,27,25,1,5,1,0,38,6,137,10.2%,46.3%,(7.1%),(72.7%),(10.0%),(72.4%),(36.4%),(74.1%),1.174,13,5,0,484,14,10,5,1,32,12,19,21,2,2,1,0,58,9,137,9.5%,53.7%,(7.7%),(72.3%),(14.3%),(84.4%),(33.3%),(73.7%)
967,2,0705,沼津,3-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,2.103,17,6,0,333,14,10,0,6,20,14,24,29,2,0,0,0,33,16,109,15.6%,39.5%,(17.6%),(70.9%),(28.6%),(75.0%),(50.0%),(70.8%),1.09,12,3,0,640,14,9,0,5,20,10,28,23,1,0,1,0,41,11,110,10.9%,60.5%,(8.3%),(80.6%),(21.4%),(90.0%),(50.0%),(71.4%)
968,3,0711,相模原,0-0,A,ギオンス,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.291,12,1,0,395,13,8,0,5,25,7,23,28,0,1,1,0,24,7,117,10.3%,44.3%,(0.0%),(76.7%),(23.1%),(72.0%),(42.9%),(56.5%),0.771,9,1,0,487,22,11,1,5,32,6,14,20,1,0,2,0,44,13,117,7.7%,55.7%,(0.0%),(79.5%),(22.7%),(81.3%),(83.3%),(42.9%)
969,4,0715,福島,2-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.714,10,4,1,409,19,15,2,9,23,15,19,25,0,0,0,0,35,6,114,8.8%,48.8%,(20.0%),(74.8%),(5.3%),(87.0%),(53.3%),(47.4%),0.956,15,5,0,499,12,13,0,5,23,10,17,26,2,1,3,1,39,13,106,14.2%,51.2%,(6.7%),(81.8%),(58.3%),(100.0%),(40.0%),(52.9%)
970,5,0719,秋田,0-1,A,ソユスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.95,12,2,0,210,12,10,1,1,32,4,15,37,0,1,1,0,12,5,116,10.3%,35.2%,(8.3%),(37.6%),(16.7%),(56.3%),(75.0%),(66.7%),1.093,15,2,0,569,21,10,1,6,30,10,11,26,1,1,0,0,56,15,119,12.6%,64.8%,(0.0%),(75.4%),(23.8%),(66.7%),(50.0%),(72.7%)
971,6,0725,YS横浜,4-1,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2020,naga,2.203,18,6,0,522,17,12,1,6,27,13,23,6,4,4,0,0,46,16,117,15.4%,52.1%,(22.2%),(78.0%),(29.4%),(88.9%),(30.8%),(43.5%),0.261,2,2,0,433,7,11,4,1,25,5,34,34,1,1,1,0,18,3,112,1.8%,47.9%,(50.0%),(73.9%),(28.6%),(64.0%),(20.0%),(61.8%)
972,7,0729,八戸,2-2,A,プラスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.185,10,3,0,496,17,6,2,3,27,7,35,29,2,2,1,0,38,10,133,7.5%,49.2%,(20.0%),(75.0%),(41.2%),(85.2%),(42.9%),(71.4%),1.475,11,3,0,515,14,7,2,3,30,11,25,19,4,2,1,0,29,16,130,8.5%,50.8%,(18.2%),(76.3%),(28.6%),(90.0%),(18.2%),(64.0%)
973,8,0802,Ｇ大23,1-0,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.533,11,3,0,465,26,10,0,8,20,9,22,18,6,4,0,0,42,14,97,11.3%,44.7%,(9.1%),(78.3%),(11.5%),(100.0%),(66.7%),(63.6%),0.239,5,1,0,633,11,6,4,4,25,10,18,27,2,0,1,0,37,11,96,5.2%,55.3%,(0.0%),(85.8%),(0.0%),(84.0%),(60.0%),(50.0%)
974,9,0809,鹿児島,0-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.008,14,5,0,555,29,6,3,8,39,19,14,15,0,2,1,0,65,15,117,12.0%,57.9%,(0.0%),(79.6%),(24.1%),(84.6%),(47.4%),(85.7%),0.536,6,1,0,364,5,11,2,1,20,7,25,44,0,3,1,0,24,3,108,5.6%,42.1%,(16.7%),(74.2%),(0.0%),(90.0%),(57.1%),(52.0%)
975,10,0816,岩手,4-1,A,いわスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.848,9,4,0,501,11,19,1,4,25,12,17,12,1,0,0,0,27,10,135,6.7%,52.9%,(11.1%),(75.6%),(27.3%),(64.0%),(50.0%),(76.5%),1.24,14,5,0,397,14,14,1,3,15,9,24,29,2,1,2,0,37,14,129,10.9%,47.1%,(28.6%),(71.3%),(35.7%),(93.3%),(55.6%),(66.7%)
976,11,0822,藤枝,2-3,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.229,14,3,0,488,12,7,2,5,27,7,15,26,1,0,0,0,42,5,117,12.0%,56.2%,(14.3%),(74.0%),(33.3%),(74.1%),(85.7%),(46.7%),1.837,14,5,0,397,18,11,1,4,31,7,19,22,2,1,2,0,33,7,125,11.2%,43.8%,(21.4%),(64.0%),(11.1%),(71.0%),(42.9%),(68.4%)
977,12,0829,鳥取,1-1,A,Ａｘｉｓ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.956,8,3,0,269,16,2,1,7,37,9,22,33,1,3,1,0,21,10,118,6.8%,35.4%,(12.5%),(65.1%),(18.8%),(78.4%),(44.4%),(81.8%),1.597,19,5,0,628,17,12,3,3,32,15,21,20,0,1,0,0,63,11,112,17.0%,64.6%,(5.3%),(84.2%),(23.5%),(96.9%),(73.3%),(57.1%)
978,13,0902,今治,1-1,A,夢スタ,曇時々晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.543,5,2,0,498,12,10,0,4,35,9,14,20,1,2,0,0,30,5,119,4.2%,53.7%,(20.0%),(79.1%),(8.3%),(80.0%),(22.2%),(71.4%),1.313,11,5,0,381,17,12,2,4,33,10,23,24,1,0,2,0,32,11,121,9.1%,46.3%,(9.1%),(76.1%),(17.6%),(75.8%),(60.0%),(65.2%)
979,14,0909,熊本,2-1,A,えがおＳ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.63,6,2,0,707,8,7,0,3,27,4,14,21,1,2,0,0,34,10,114,5.3%,60.9%,(16.7%),(82.2%),(25.0%),(77.8%),(75.0%),(71.4%),1.164,11,7,0,361,10,7,2,5,26,8,23,28,0,0,0,0,29,10,110,10.0%,39.1%,(18.2%),(66.2%),(30.0%),(76.9%),(87.5%),(47.8%)
980,15,0913,Ｃ大23,2-0,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,3.192,24,5,0,437,16,10,1,8,30,13,24,10,4,5,1,0,32,15,130,18.5%,52.2%,(8.3%),(74.6%),(43.8%),(80.0%),(30.8%),(62.5%),0.255,3,0,0,384,3,9,5,0,29,5,22,37,0,1,1,0,18,2,122,2.5%,47.8%,(0.0%),(74.5%),(0.0%),(82.8%),(80.0%),(54.5%)
981,16,0919,岐阜,2-0,A,長良川,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.556,10,6,0,364,19,10,1,8,42,7,25,18,0,3,1,0,27,9,138,7.2%,45.6%,(0.0%),(61.0%),(15.8%),(85.7%),(42.9%),(64.0%),2.136,11,3,1,422,12,12,3,2,24,9,18,38,0,1,1,0,42,12,126,8.7%,54.4%,(18.2%),(74.2%),(25.0%),(79.2%),(55.6%),(55.6%)
982,17,0922,讃岐,1-0,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,2.197,14,4,1,363,10,12,1,5,33,9,26,21,1,1,0,0,29,8,124,11.3%,54.5%,(7.1%),(68.0%),(40.0%),(57.6%),(66.7%),(69.2%),1.34,8,2,0,346,8,6,1,4,35,11,22,29,0,1,1,0,24,4,121,6.6%,45.5%,(0.0%),(61.8%),(12.5%),(68.6%),(9.1%),(72.7%)
983,18,0927,鹿児島,3-0,A,白波スタ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.339,5,1,0,540,19,15,2,4,46,5,24,15,0,1,1,0,32,8,141,3.5%,57.6%,(0.0%),(75.7%),(10.5%),(89.1%),(60.0%),(62.5%),1.497,12,5,0,301,14,12,1,4,19,9,31,45,1,2,0,0,35,12,116,10.3%,42.4%,(25.0%),(69.8%),(14.3%),(84.2%),(22.2%),(58.1%)
984,19,1003,相模原,0-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.814,8,3,0,432,11,14,2,4,30,9,16,17,1,1,1,0,45,7,127,6.3%,60.9%,(0.0%),(72.9%),(9.1%),(80.0%),(22.2%),(50.0%),0.39,5,1,0,273,7,20,1,3,24,6,28,25,1,1,2,0,18,3,123,4.1%,39.1%,(20.0%),(60.4%),(28.6%),(75.0%),(33.3%),(64.3%)
985,20,1007,熊本,1-0,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.022,13,3,0,412,12,6,3,4,31,11,19,28,1,4,0,0,37,12,127,10.2%,45.7%,(7.7%),(68.7%),(8.3%),(77.4%),(63.6%),(68.4%),1.182,9,2,0,540,19,8,4,5,28,13,22,23,1,3,0,0,43,14,129,7.0%,54.3%,(0.0%),(73.1%),(31.6%),(85.7%),(53.8%),(45.5%)
986,21,1011,藤枝,0-0,A,藤枝サ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.571,6,1,0,401,14,18,2,2,30,7,29,28,1,0,2,0,24,11,153,3.9%,48.8%,(0.0%),(66.8%),(14.3%),(60.0%),(42.9%),(65.5%),0.968,14,3,0,397,12,12,0,2,32,11,16,30,0,0,2,0,26,8,141,9.9%,51.2%,(0.0%),(70.8%),(8.3%),(59.4%),(27.3%),(81.3%)
987,22,1018,八戸,3-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.25,16,6,0,468,13,12,3,5,29,9,18,18,1,2,1,0,49,7,134,11.9%,57.8%,(18.8%),(72.2%),(15.4%),(79.3%),(22.2%),(61.1%),0.985,9,4,0,313,15,10,3,3,29,9,20,28,1,2,0,0,21,11,135,6.7%,42.2%,(11.1%),(57.5%),(26.7%),(75.9%),(44.4%),(65.0%)
988,23,1025,福島,0-1,A,とうスタ,曇のち晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.026,10,2,0,394,14,11,1,2,26,7,21,35,2,2,2,0,30,11,132,7.6%,46.1%,(10.0%),(66.0%),(14.3%),(76.9%),(42.9%),(71.4%),1.192,17,4,0,459,14,10,2,9,29,5,20,31,3,1,1,0,41,12,139,12.2%,53.9%,(0.0%),(69.9%),(7.1%),(86.2%),(40.0%),(70.0%)
989,24,1031,富山,0-1,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.642,10,1,0,579,12,11,1,5,19,12,16,25,2,1,2,0,42,8,123,8.1%,62.5%,(0.0%),(76.0%),(25.0%),(78.9%),(50.0%),(50.0%),0.606,6,2,0,322,3,11,1,3,25,6,23,27,2,1,0,0,17,3,123,4.9%,37.5%,(16.7%),(57.5%),(0.0%),(52.0%),(66.7%),(60.9%)
990,25,1104,Ｃ大23,3-1,A,ヤンマー,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.492,9,2,0,393,5,15,2,2,31,12,22,36,2,0,0,0,27,5,149,6.0%,47.6%,(11.1%),(63.1%),(0.0%),(80.6%),(41.7%),(72.7%),2.08,18,7,0,479,20,10,0,6,33,16,18,34,2,2,0,0,38,16,147,12.2%,52.4%,(16.7%),(70.6%),(50.0%),(66.7%),(43.8%),(72.2%)
991,26,1108,秋田,0-0,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.605,9,2,0,395,26,14,1,6,29,12,10,25,0,0,0,0,50,18,127,7.1%,60%,(0.0%),(61.0%),(11.5%),(55.2%),(75.0%),(50.0%),0.609,7,0,0,238,7,6,0,5,29,4,17,52,1,1,0,0,12,4,130,5.4%,40%,(0.0%),(41.2%),(14.3%),(51.7%),(50.0%),(64.7%)
992,27,1115,讃岐,2-1,A,ピカスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.787,10,2,1,420,15,14,3,7,37,10,21,18,1,3,1,0,32,5,141,7.1%,49.4%,(10.0%),(66.2%),(20.0%),(64.9%),(60.0%),(57.1%),2.563,13,4,0,397,13,9,3,3,29,6,19,24,2,2,2,0,25,14,128,10.2%,50.6%,(15.4%),(62.5%),(38.5%),(79.3%),(33.3%),(47.4%)
993,28,1118,鳥取,0-1,H,長野Ｕ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,2.197,18,4,0,528,36,2,1,7,28,15,19,23,2,2,2,0,55,19,137,13.1%,53%,(0.0%),(68.0%),(19.4%),(71.4%),(46.7%),(78.9%),0.69,8,4,0,460,8,8,2,1,35,8,17,48,1,1,0,0,22,7,134,6.0%,47%,(12.5%),(67.0%),(37.5%),(74.3%),(87.5%),(64.7%)
994,29,1122,沼津,0-1,A,愛鷹,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.067,6,1,1,451,16,16,2,6,31,18,19,26,1,0,1,0,31,10,122,4.9%,54.8%,(16.7%),(71.0%),(18.8%),(74.2%),(77.8%),(73.7%),1.019,10,3,0,331,12,4,0,5,31,9,28,25,1,2,0,0,29,8,118,8.5%,45.2%,(0.0%),(60.4%),(25.0%),(61.3%),(44.4%),(60.7%)
995,30,1129,今治,1-0,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,3.627,26,5,0,572,37,11,2,8,22,15,10,13,2,3,1,0,61,30,115,22.6%,68.8%,(3.8%),(79.0%),(32.4%),(95.5%),(60.0%),(40.0%),0.084,3,1,0,185,5,10,3,4,21,4,15,30,0,1,1,1,7,3,102,2.9%,31.2%,(0.0%),(45.9%),(40.0%),(47.6%),(25.0%),(53.3%)
996,31,1206,YS横浜,3-1,A,ニッパツ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.257,5,1,0,455,11,11,1,1,29,13,28,23,2,3,2,0,13,5,132,3.8%,53.9%,(20.0%),(69.2%),(9.1%),(79.3%),(38.5%),(64.3%),2.561,19,7,0,391,20,13,3,8,32,8,24,22,2,1,2,0,34,17,146,13.0%,46.1%,(10.5%),(66.8%),(35.0%),(65.6%),(37.5%),(70.8%)
997,32,1209,Ｇ大23,1-0,A,パナスタ,曇,横山　雄次,ＡＣ長野パルセイロ,2020,naga,0.753,10,2,0,897,7,5,1,1,19,9,20,28,1,1,0,0,50,6,109,9.2%,67.1%,(0.0%),(88.0%),(0.0%),(68.4%),(33.3%),(60.0%),2.012,18,4,0,357,11,8,1,3,20,7,21,20,3,0,0,0,25,13,111,16.2%,32.9%,(5.6%),(71.7%),(27.3%),(75.0%),(42.9%),(76.2%)
998,33,1213,岐阜,0-0,H,長野Ｕ,晴,横山　雄次,ＡＣ長野パルセイロ,2020,naga,1.657,15,2,0,484,19,8,2,7,24,12,15,24,3,2,0,0,54,12,139,10.8%,57.2%,(0.0%),(67.1%),(26.3%),(87.5%),(33.3%),(53.3%),0.924,12,2,0,372,18,13,2,4,33,9,25,21,3,2,0,0,33,11,144,8.3%,42.8%,(0.0%),(54.6%),(16.7%),(72.7%),(44.4%),(76.0%)
