,年月日,節,大会,H_Team,スコア,A_Team,スタジアム
4411,20020807,１３,Ｊ１ １ｓｔ,浦和,0-2,鹿島,駒場
4412,20020811,１４,Ｊ１ １ｓｔ,鹿島,2-1,横浜FM,カシマ
4413,20020817,１５,Ｊ１ １ｓｔ,鹿島,2-1,Ｇ大阪,カシマ
4414,20020904,0,ＹＮＣ 決勝トーナメント,磐田,1-2,鹿島,磐田
4415,20020907,２,Ｊ１ ２ｎｄ,鹿島,1-2,磐田,カシマ
4416,20020908,0,サテライトリーグ Ａグループ,柏,5-1,鹿島,柏
4417,20020915,３,Ｊ１ ２ｎｄ,東京Ｖ,2-3,鹿島,国立
4418,20020918,４,Ｊ１ ２ｎｄ,鹿島,2-1,京都,カシマ
4419,20020921,５,Ｊ１ ２ｎｄ,柏,1-0,鹿島,柏の葉
4420,20020928,６,Ｊ１ ２ｎｄ,鹿島,3-2,市原,カシマ
4421,20020929,0,サテライトリーグ Ａグループ,浦和,1-0,鹿島,駒場
4422,20021002,0,ＹＮＣ 決勝トーナメント,鹿島,2-1,清水,カシマ
4423,20021006,７,Ｊ１ ２ｎｄ,鹿島,4-1,名古屋,カシマ
4424,20021012,８,Ｊ１ ２ｎｄ,神戸,1-0,鹿島,神戸ユ
4425,20021013,0,サテライトリーグ Ａグループ,鹿島,2-1,大宮,鹿島Ｇ
4426,20021019,９,Ｊ１ ２ｎｄ,横浜FM,2-0,鹿島,横浜国
4427,20021023,１０,Ｊ１ ２ｎｄ,鹿島,2-1,浦和,カシマ
4428,20021104,0,ＹＮＣ 決勝トーナメント,鹿島,1-0,浦和,国立
4429,20021109,１２,Ｊ１ ２ｎｄ,Ｇ大阪,0-2,鹿島,万博
4430,20021116,１３,Ｊ１ ２ｎｄ,鹿島,0-2,広島,カシマ
4431,20021124,１４,Ｊ１ ２ｎｄ,清水,2-1,鹿島,日本平
4432,20021130,１５,Ｊ１ ２ｎｄ,鹿島,2-1,Ｆ東京,カシマ
4433,20030322,１,Ｊ１ １ｓｔ,鹿島,3-1,浦和,カシマ
4434,20030323,0,サテライトリーグ Ａグループ,東京Ｖ,0-2,鹿島,ヴェルＧ
4435,20030329,0,サテライトリーグ Ａグループ,鹿島,1-2,浦和,鹿島Ｇ
4436,20030405,２,Ｊ１ １ｓｔ,柏,1-2,鹿島,柏の葉
4437,20030413,３,Ｊ１ １ｓｔ,名古屋,1-0,鹿島,豊田ス
4438,20030419,４,Ｊ１ １ｓｔ,鹿島,1-0,東京Ｖ,カシマ
4439,20030420,0,サテライトリーグ Ａグループ,大宮,1-3,鹿島,大宮
4440,20030426,５,Ｊ１ １ｓｔ,鹿島,2-0,Ｆ東京,カシマ
4441,20030429,６,Ｊ１ １ｓｔ,Ｇ大阪,1-2,鹿島,万博
4442,20030505,７,Ｊ１ １ｓｔ,鹿島,1-3,横浜FM,カシマ
4443,20030510,８,Ｊ１ １ｓｔ,大分,1-1,鹿島,大分ス
4444,20030511,0,サテライトリーグ Ａグループ,鹿島,1-0,Ｆ東京,成田
4445,20030517,９,Ｊ１ １ｓｔ,鹿島,0-2,市原,カシマ
4446,20030705,１１,Ｊ１ １ｓｔ,鹿島,5-2,磐田,カシマ
4447,20030706,0,サテライトリーグ Ａグループ,浦和,0-1,鹿島,駒場
4448,20030712,１２,Ｊ１ １ｓｔ,清水,2-0,鹿島,草薙陸
4449,20030713,0,サテライトリーグ Ａグループ,鹿島,1-1,大宮,ひたちな
4450,20030719,１３,Ｊ１ １ｓｔ,鹿島,3-3,神戸,カシマ
4451,20030727,１４,Ｊ１ １ｓｔ,鹿島,0-1,Ｃ大阪,カシマ
4452,20030802,１５,Ｊ１ １ｓｔ,京都,3-1,鹿島,西京極
4453,20030813,0,ＹＮＣ 決勝トーナメント,鹿島,5-1,名古屋,カシマ
4454,20030816,１,Ｊ１ ２ｎｄ,鹿島,1-0,名古屋,カシマ
4455,20030824,２,Ｊ１ ２ｎｄ,東京Ｖ,1-1,鹿島,国立
4456,20030827,0,ＹＮＣ 決勝トーナメント,名古屋,0-1,鹿島,瑞穂陸
4457,20030830,３,Ｊ１ ２ｎｄ,鹿島,1-0,大分,カシマ
4458,20030831,0,サテライトリーグ Ａグループ,Ｆ東京,0-0,鹿島,夢の島
4459,20030907,４,Ｊ１ ２ｎｄ,市原,2-3,鹿島,国立
4460,20030920,６,Ｊ１ ２ｎｄ,磐田,1-1,鹿島,磐田
4461,20030923,７,Ｊ１ ２ｎｄ,鹿島,1-1,京都,カシマ
4462,20030927,８,Ｊ１ ２ｎｄ,Ｃ大阪,1-1,鹿島,長居
4463,20031001,0,ＹＮＣ 決勝トーナメント,鹿島,0-1,磐田,カシマ
4464,20031004,９,Ｊ１ ２ｎｄ,Ｆ東京,5-1,鹿島,味スタ
4465,20031008,0,ＹＮＣ 決勝トーナメント,磐田,0-2,鹿島,磐田
4466,20031011,0,サテライトリーグ Ａグループ,鹿島,2-1,東京Ｖ,鹿島Ｇ
4467,20031018,１０,Ｊ１ ２ｎｄ,鹿島,2-0,清水,カシマ
4468,20031025,１１,Ｊ１ ２ｎｄ,神戸,2-1,鹿島,神戸ユ
4469,20031103,0,ＹＮＣ 決勝トーナメント,鹿島,0-4,浦和,国立
4470,20031108,１２,Ｊ１ ２ｎｄ,鹿島,2-2,Ｇ大阪,カシマ
4471,20031115,１３,Ｊ１ ２ｎｄ,横浜FM,1-2,鹿島,横浜国
4472,20031123,１４,Ｊ１ ２ｎｄ,鹿島,2-1,柏,カシマ
4473,20031129,１５,Ｊ１ ２ｎｄ,浦和,2-2,鹿島,埼玉
4474,20040313,１,Ｊ１ １ｓｔ,鹿島,1-1,Ｇ大阪,カシマ
4475,20040314,0,サテライトリーグ Ａグループ,東京Ｖ,0-2,鹿島,ヴェルＧ
4476,20040320,２,Ｊ１ １ｓｔ,清水,1-2,鹿島,日本平
4477,20040321,0,サテライトリーグ Ａグループ,鹿島,0-1,横浜FM,カシマ
4478,20040327,１,ＹＮＣ 予選Ｄグループ,Ｆ東京,1-2,鹿島,味スタ
4479,20040404,３,Ｊ１ １ｓｔ,鹿島,3-2,名古屋,カシマ
4480,20040410,４,Ｊ１ １ｓｔ,市原,2-1,鹿島,市原
4481,20040414,５,Ｊ１ １ｓｔ,鹿島,2-2,新潟,カシマ
4482,20040417,６,Ｊ１ １ｓｔ,Ｃ大阪,1-0,鹿島,長居
4483,20040429,２,ＹＮＣ 予選Ｄグループ,鹿島,1-2,Ｆ東京,カシマ
4484,20040502,７,Ｊ１ １ｓｔ,鹿島,2-0,神戸,カシマ
4485,20040505,８,Ｊ１ １ｓｔ,浦和,1-0,鹿島,埼玉
4486,20040509,９,Ｊ１ １ｓｔ,鹿島,3-0,大分,カシマ
4487,20040515,１０,Ｊ１ １ｓｔ,柏,0-1,鹿島,国立
4488,20040522,１１,Ｊ１ １ｓｔ,鹿島,0-0,Ｆ東京,カシマ
4489,20040523,0,サテライトリーグ Ａグループ,柏,2-1,鹿島,柏
4490,20040529,３,ＹＮＣ 予選Ｄグループ,神戸,0-3,鹿島,神戸ウイ
4491,20040605,４,ＹＮＣ 予選Ｄグループ,鹿島,0-2,柏,カシマ
4492,20040613,１２,Ｊ１ １ｓｔ,広島,0-2,鹿島,広島ビ
4493,20040616,１３,Ｊ１ １ｓｔ,東京Ｖ,3-0,鹿島,国立
4494,20040619,１４,Ｊ１ １ｓｔ,鹿島,1-0,磐田,カシマ
4495,20040626,１５,Ｊ１ １ｓｔ,横浜FM,1-0,鹿島,横浜国
4496,20040711,0,サテライトリーグ Ａグループ,鹿島,4-2,東京Ｖ,カシマ
4497,20040717,５,ＹＮＣ 予選Ｄグループ,柏,0-0,鹿島,柏
4498,20040724,６,ＹＮＣ 予選Ｄグループ,鹿島,2-0,神戸,カシマ
4499,20040725,0,サテライトリーグ Ａグループ,鹿島,1-0,柏,ひたちな
4500,20040814,１,Ｊ１ ２ｎｄ,鹿島,1-0,柏,カシマ
4501,20040821,２,Ｊ１ ２ｎｄ,Ｇ大阪,2-1,鹿島,万博
4502,20040822,0,サテライトリーグ Ａグループ,横浜FM,1-2,鹿島,保土ヶ谷
4503,20040829,３,Ｊ１ ２ｎｄ,鹿島,0-1,市原,カシマ
4504,20040904,0,ＹＮＣ 決勝トーナメント,名古屋,2-1,鹿島,瑞穂陸
4505,20040911,４,Ｊ１ ２ｎｄ,鹿島,4-3,Ｃ大阪,カシマ
4506,20040918,５,Ｊ１ ２ｎｄ,磐田,4-4,鹿島,静岡
4507,20040923,６,Ｊ１ ２ｎｄ,鹿島,0-0,清水,カシマ
4508,20040926,７,Ｊ１ ２ｎｄ,Ｆ東京,0-1,鹿島,味スタ
4509,20041003,８,Ｊ１ ２ｎｄ,鹿島,0-0,広島,カシマ
4510,20041017,９,Ｊ１ ２ｎｄ,新潟,1-0,鹿島,新潟ス
4511,20041023,１０,Ｊ１ ２ｎｄ,鹿島,2-3,浦和,カシマ
4512,20041030,１１,Ｊ１ ２ｎｄ,鹿島,3-1,横浜FM,カシマ
4513,20041107,１２,Ｊ１ ２ｎｄ,神戸,2-1,鹿島,神戸ウイ
4514,20041120,１３,Ｊ１ ２ｎｄ,大分,0-3,鹿島,大分ス
4515,20041123,１４,Ｊ１ ２ｎｄ,鹿島,1-0,東京Ｖ,カシマ
4516,20041128,１５,Ｊ１ ２ｎｄ,名古屋,0-2,鹿島,豊田ス
4517,20050305,１,Ｊ１,浦和,0-1,鹿島,埼玉
4518,20050312,２,Ｊ１,鹿島,2-2,Ｇ大阪,カシマ
4519,20050319,１,ＹＮＣ 予選Ｄグループ,清水,1-1,鹿島,日本平
4520,20050320,0,サテライトリーグ Ｂグループ,鹿島,1-2,東京Ｖ,カシマ
4521,20050326,２,ＹＮＣ 予選Ｄグループ,鹿島,2-1,名古屋,カシマ
4522,20050402,３,Ｊ１,柏,1-3,鹿島,柏の葉
4523,20050409,４,Ｊ１,広島,0-1,鹿島,広島ビ
4524,20050413,５,Ｊ１,鹿島,2-0,大宮,カシマ
4525,20050416,６,Ｊ１,千葉,2-4,鹿島,国立
4526,20050424,７,Ｊ１,鹿島,2-1,磐田,カシマ
4527,20050428,８,Ｊ１,神戸,0-2,鹿島,神戸ユ
4528,20050501,９,Ｊ１,鹿島,0-1,Ｃ大阪,カシマ
4529,20050504,１０,Ｊ１,Ｆ東京,0-2,鹿島,味スタ
4530,20050508,１１,Ｊ１,鹿島,2-1,東京Ｖ,カシマ
4531,20050514,１２,Ｊ１,新潟,2-2,鹿島,新潟ス
4532,20050515,0,サテライトリーグ Ｂグループ,鹿島,1-1,草津,ひたちな
4533,20050521,３,ＹＮＣ 予選Ｄグループ,鹿島,1-3,Ｃ大阪,カシマ
4534,20050528,４,ＹＮＣ 予選Ｄグループ,名古屋,1-0,鹿島,瑞穂陸
4535,20050604,５,ＹＮＣ 予選Ｄグループ,鹿島,3-3,清水,カシマ
4536,20050611,６,ＹＮＣ 予選Ｄグループ,Ｃ大阪,2-0,鹿島,長居
4537,20050703,１３,Ｊ１,鹿島,2-1,清水,カシマ
4538,20050706,１４,Ｊ１,横浜FM,2-1,鹿島,日産ス
4539,20050709,１５,Ｊ１,鹿島,2-0,川崎Ｆ,カシマ
4540,20050713,１６,Ｊ１,名古屋,3-0,鹿島,瑞穂陸
4541,20050717,１７,Ｊ１,鹿島,1-1,大分,カシマ
4542,20050718,0,サテライトリーグ Ｂグループ,鹿島,2-1,新潟,成田
4543,20050723,１８,Ｊ１,大宮,0-2,鹿島,埼玉
4544,20050820,１９,Ｊ１,鹿島,1-2,広島,カシマ
4545,20050821,0,サテライトリーグ Ｂグループ,新潟,0-0,鹿島,五十公野
4546,20050824,２０,Ｊ１,鹿島,7-2,新潟,カシマ
4547,20050827,２１,Ｊ１,東京Ｖ,2-0,鹿島,味スタ
4548,20050903,２２,Ｊ１,鹿島,2-2,浦和,カシマ
4549,20050904,0,サテライトリーグ Ｂグループ,鹿島,1-0,浦和,カシマ
4550,20050911,２３,Ｊ１,川崎Ｆ,2-1,鹿島,等々力
4551,20050917,２４,Ｊ１,鹿島,4-0,神戸,カシマ
4552,20050924,２５,Ｊ１,Ｇ大阪,3-3,鹿島,万博
4553,20050925,0,サテライトリーグ Ｂグループ,草津,0-3,鹿島,嬬恋陸
4554,20051001,２６,Ｊ１,鹿島,2-2,千葉,カシマ
4555,20051006,0,サテライトリーグ Ｂグループ,東京Ｖ,3-2,鹿島,ヴェルＧ
4556,20051010,0,サテライトリーグ Ｂグループ,浦和,0-0,鹿島,東松山
4557,20051016,２７,Ｊ１,磐田,1-1,鹿島,静岡
4558,20051022,２８,Ｊ１,鹿島,1-0,名古屋,カシマ
4559,20051030,２９,Ｊ１,Ｃ大阪,0-0,鹿島,長居
4560,20051112,３０,Ｊ１,鹿島,1-1,Ｆ東京,カシマ
4561,20051120,３１,Ｊ１,大分,1-1,鹿島,大分ス
4562,20051123,３２,Ｊ１,鹿島,0-2,横浜FM,カシマ
4563,20051126,３３,Ｊ１,清水,2-2,鹿島,日本平
4564,20051203,３４,Ｊ１,鹿島,4-0,柏,カシマ
4565,20060305,１,Ｊ１,広島,3-4,鹿島,広島ビ
4566,20060311,２,Ｊ１,鹿島,0-3,横浜FM,カシマ
4567,20060312,0,サテライトリーグ Ｂグループ,Ｆ東京,1-1,鹿島,夢の島
4568,20060318,３,Ｊ１,名古屋,0-0,鹿島,豊田ス
4569,20060321,４,Ｊ１,鹿島,3-1,甲府,カシマ
4570,20060325,５,Ｊ１,千葉,0-1,鹿島,フクアリ
4571,20060329,0,ＹＮＣ 予選Ｂグループ,鹿島,4-1,大分,カシマ
4572,20060402,６,Ｊ１,鹿島,2-1,大宮,カシマ
4573,20060408,７,Ｊ１,Ｇ大阪,1-0,鹿島,万博
4574,20060412,0,ＹＮＣ 予選Ｂグループ,鹿島,3-1,川崎Ｆ,カシマ
4575,20060415,８,Ｊ１,鹿島,3-1,清水,カシマ
4576,20060422,９,Ｊ１,京都,1-2,鹿島,西京極
4577,20060426,0,ＹＮＣ 予選Ｂグループ,大分,1-0,鹿島,九石ド
4578,20060429,１０,Ｊ１,鹿島,4-1,福岡,カシマ
4579,20060503,１１,Ｊ１,鹿島,0-1,大分,カシマ
4580,20060507,１２,Ｊ１,浦和,4-0,鹿島,埼玉
4581,20060514,0,ＹＮＣ 予選Ｂグループ,鹿島,3-2,京都,カシマ
4582,20060517,0,ＹＮＣ 予選Ｂグループ,京都,2-1,鹿島,西京極
4583,20060521,0,ＹＮＣ 予選Ｂグループ,川崎Ｆ,2-1,鹿島,等々力
4584,20060604,0,ＹＮＣ 決勝トーナメント,鹿島,0-0,Ｇ大阪,カシマ
4585,20060608,0,ＹＮＣ 決勝トーナメント,Ｇ大阪,0-2,鹿島,万博
4586,20060709,0,サテライトリーグ Ｂグループ,新潟,4-0,鹿島,五十公野
4587,20060719,１３,Ｊ１,鹿島,2-4,川崎Ｆ,カシマ
4588,20060722,１４,Ｊ１,Ｆ東京,2-4,鹿島,松本
4589,20060726,１５,Ｊ１,新潟,0-1,鹿島,新潟ス
4590,20060729,１６,Ｊ１,鹿島,2-0,Ｃ大阪,カシマ
4591,20060812,１７,Ｊ１,磐田,3-3,鹿島,静岡
4592,20060819,１８,Ｊ１,鹿島,2-2,浦和,カシマ
4593,20060823,１９,Ｊ１,甲府,2-1,鹿島,小瀬
4594,20060826,２０,Ｊ１,鹿島,0-2,広島,カシマ
4595,20060830,２１,Ｊ１,鹿島,2-1,名古屋,カシマ
4596,20060902,0,ＹＮＣ 決勝トーナメント,鹿島,1-0,横浜FM,カシマ
4597,20060910,２２,Ｊ１,鹿島,1-0,京都,カシマ
4598,20060916,２３,Ｊ１,清水,1-2,鹿島,国立
4599,20060917,0,サテライトリーグ Ｂグループ,草津,3-1,鹿島,嬬恋陸
4600,20060920,0,ＹＮＣ 決勝トーナメント,横浜FM,2-1,鹿島,日産ス
4601,20060924,２４,Ｊ１,鹿島,3-2,Ｆ東京,カシマ
4602,20060930,２５,Ｊ１,Ｃ大阪,2-2,鹿島,長居
4603,20061007,２６,Ｊ１,福岡,2-1,鹿島,博多球
4604,20061014,２７,Ｊ１,鹿島,0-4,千葉,カシマ
4605,20061015,0,サテライトリーグ Ｂグループ,鹿島,6-1,新潟,ひたちな
4606,20061021,２８,Ｊ１,横浜FM,2-1,鹿島,日産ス
4607,20061022,0,サテライトリーグ Ｂグループ,鹿島,1-3,草津,カシマ
4608,20061029,２９,Ｊ１,大分,2-0,鹿島,九石ド
4609,20061103,0,ＹＮＣ 決勝トーナメント,鹿島,0-2,千葉,国立
4610,20061111,３０,Ｊ１,鹿島,3-1,Ｇ大阪,カシマ
4611,20061115,0,サテライトリーグ Ｂグループ,鹿島,2-2,Ｆ東京,カシマ
4612,20061118,３１,Ｊ１,大宮,0-3,鹿島,埼玉
4613,20061123,３２,Ｊ１,鹿島,5-1,新潟,カシマ
4614,20061126,３３,Ｊ１,川崎Ｆ,3-2,鹿島,等々力
4615,20061202,３４,Ｊ１,鹿島,3-0,磐田,カシマ
4616,20070303,１,Ｊ１,川崎Ｆ,1-0,鹿島,等々力
4617,20070311,２,Ｊ１,鹿島,0-1,Ｇ大阪,カシマ
4618,20070317,３,Ｊ１,千葉,3-3,鹿島,フクアリ
4619,20070321,１,ＹＮＣ 予選Ｄグループ,新潟,3-1,鹿島,東北電ス
4620,20070325,２,ＹＮＣ 予選Ｄグループ,鹿島,2-1,新潟,カシマ
4621,20070331,４,Ｊ１,神戸,1-1,鹿島,ホムスタ
4622,20070404,３,ＹＮＣ 予選Ｄグループ,鹿島,0-1,甲府,カシマ
4623,20070407,５,Ｊ１,鹿島,0-0,大宮,カシマ
4624,20070411,４,ＹＮＣ 予選Ｄグループ,鹿島,2-1,名古屋,カシマ
4625,20070414,６,Ｊ１,横浜FC,0-1,鹿島,日産ス
4626,20070421,７,Ｊ１,清水,1-2,鹿島,日本平
4627,20070429,８,Ｊ１,鹿島,0-1,浦和,カシマ
4628,20070503,９,Ｊ１,Ｆ東京,1-2,鹿島,味スタ
4629,20070506,１０,Ｊ１,鹿島,1-1,横浜FM,カシマ
4630,20070509,５,ＹＮＣ 予選Ｄグループ,名古屋,1-4,鹿島,瑞穂陸
4631,20070512,１１,Ｊ１,鹿島,2-1,磐田,カシマ
4632,20070513,0,サテライトリーグ Ａグループ,柏,1-3,鹿島,柏
4633,20070519,１２,Ｊ１,新潟,1-1,鹿島,東北電ス
4634,20070523,６,ＹＮＣ 予選Ｄグループ,甲府,0-3,鹿島,小瀬
4635,20070526,１３,Ｊ１,鹿島,2-0,甲府,カシマ
4636,20070527,0,サテライトリーグ Ａグループ,鹿島,2-1,柏,ひたちな
4637,20070603,0,サテライトリーグ Ａグループ,千葉,2-2,鹿島,市原
4638,20070609,１４,Ｊ１,大分,2-2,鹿島,九石ド
4639,20070610,0,サテライトリーグ Ａグループ,鹿島,3-0,千葉,カシマ
4640,20070616,１５,Ｊ１,鹿島,5-1,広島,カシマ
4641,20070620,１６,Ｊ１,柏,0-1,鹿島,柏
4642,20070624,１７,Ｊ１,鹿島,2-1,名古屋,カシマ
4643,20070630,１８,Ｊ１,鹿島,1-2,Ｆ東京,カシマ
4644,20070708,0,ＹＮＣ 決勝トーナメント,広島,1-0,鹿島,広島ビ
4645,20070715,0,ＹＮＣ 決勝トーナメント,鹿島,3-1,広島,カシマ
4646,20070812,１９,Ｊ１,甲府,0-1,鹿島,小瀬
4647,20070815,２０,Ｊ１,鹿島,3-1,千葉,カシマ
4648,20070819,２１,Ｊ１,大宮,1-2,鹿島,熊谷陸
4649,20070825,２２,Ｊ１,鹿島,2-1,横浜FC,カシマ
4650,20070829,２３,Ｊ１,Ｇ大阪,5-1,鹿島,金沢
4651,20070901,２４,Ｊ１,鹿島,4-1,川崎Ｆ,カシマ
4652,20070915,２５,Ｊ１,名古屋,3-0,鹿島,瑞穂陸
4653,20070922,２６,Ｊ１,鹿島,3-1,新潟,カシマ
4654,20070930,２７,Ｊ１,広島,0-1,鹿島,広島ビ
4655,20071006,２８,Ｊ１,鹿島,3-2,神戸,カシマ
4656,20071010,0,ＹＮＣ 決勝トーナメント,Ｇ大阪,1-0,鹿島,万博
4657,20071013,0,ＹＮＣ 決勝トーナメント,鹿島,3-2,Ｇ大阪,カシマ
4658,20071020,２９,Ｊ１,磐田,1-3,鹿島,エコパ
4659,20071027,３０,Ｊ１,鹿島,3-0,大分,カシマ
4660,20071110,３１,Ｊ１,横浜FM,2-3,鹿島,日産ス
4661,20071118,３２,Ｊ１,鹿島,1-0,柏,カシマ
4662,20071124,３３,Ｊ１,浦和,0-1,鹿島,埼玉
4663,20071201,３４,Ｊ１,鹿島,3-0,清水,カシマ
4664,20080301,0,ゼロックススーパーカップ,鹿島,2-2(PK3-4),広島,国立
4665,20080316,２,Ｊ１,東京Ｖ,0-2,鹿島,味スタ
4666,20080330,３,Ｊ１,鹿島,2-1,横浜FM,カシマ
4667,20080402,４,Ｊ１,新潟,0-2,鹿島,東北電ス
4668,20080405,５,Ｊ１,鹿島,4-1,千葉,カシマ
4669,20080406,0,サテライトリーグ Ｃグループ,草津,2-2,鹿島,群馬サ
4670,20080413,６,Ｊ１,浦和,2-0,鹿島,埼玉
4671,20080419,７,Ｊ１,鹿島,0-0,Ｇ大阪,カシマ
4672,20080427,８,Ｊ１,大宮,1-1,鹿島,ＮＡＣＫ
4673,20080430,９,Ｊ１,鹿島,2-2,神戸,カシマ
4674,20080503,１０,Ｊ１,川崎Ｆ,3-2,鹿島,等々力
4675,20080511,１２,Ｊ１,清水,1-0,鹿島,日本平
4676,20080517,１３,Ｊ１,鹿島,1-1,柏,カシマ
4677,20080625,１１,Ｊ１,鹿島,1-0,大分,カシマ
4678,20080628,１４,Ｊ１,名古屋,0-4,鹿島,瑞穂陸
4679,20080702,0,ＹＮＣ 決勝トーナメント,鹿島,0-0,清水,カシマ
4680,20080705,１５,Ｊ１,磐田,1-2,鹿島,エコパ
4681,20080706,0,サテライトリーグ Ｃグループ,鹿島,1-2,Ｆ東京,ひたちな
4682,20080713,１６,Ｊ１,鹿島,4-1,Ｆ東京,カシマ
4683,20080716,１７,Ｊ１,京都,2-1,鹿島,西京極
4684,20080720,１８,Ｊ１,横浜FM,0-2,鹿島,日産ス
4685,20080721,0,サテライトリーグ Ｃグループ,水戸,2-2,鹿島,水戸サ
4686,20080727,１９,Ｊ１,鹿島,1-1,浦和,カシマ
4687,20080803,0,サテライトリーグ Ｃグループ,鹿島,4-2,水戸,カシマ
4688,20080806,0,ＹＮＣ 決勝トーナメント,清水,2-1,鹿島,日本平
4689,20080809,２０,Ｊ１,千葉,3-1,鹿島,フクアリ
4690,20080816,２１,Ｊ１,鹿島,4-1,東京Ｖ,カシマ
4691,20080823,２２,Ｊ１,鹿島,1-2,名古屋,カシマ
4692,20080827,２３,Ｊ１,神戸,1-2,鹿島,ホムスタ
4693,20080913,２４,Ｊ１,鹿島,1-1,川崎Ｆ,カシマ
4694,20080920,２５,Ｊ１,柏,1-1,鹿島,柏
4695,20080928,２７,Ｊ１,鹿島,2-0,清水,カシマ
4696,20081001,２６,Ｊ１,鹿島,2-0,大宮,カシマ
4697,20081004,２８,Ｊ１,Ｇ大阪,0-0,鹿島,万博
4698,20081009,0,サテライトリーグ Ｃグループ,Ｆ東京,1-1,鹿島,夢の島
4699,20081018,２９,Ｊ１,鹿島,2-1,京都,カシマ
4700,20081026,３０,Ｊ１,Ｆ東京,3-2,鹿島,味スタ
4701,20081029,0,サテライトリーグ Ｃグループ,鹿島,2-0,草津,カシマ
4702,20081109,３１,Ｊ１,鹿島,0-0,新潟,カシマ
4703,20081123,３２,Ｊ１,大分,0-1,鹿島,九石ド
4704,20081129,３３,Ｊ１,鹿島,1-0,磐田,カシマ
4705,20090228,0,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,鹿島,3-0,Ｇ大阪,国立
4706,20090307,１,Ｊ１,鹿島,2-0,浦和,カシマ
4707,20090315,２,Ｊ１,新潟,2-1,鹿島,東北電ス
4708,20090322,３,Ｊ１,鹿島,2-1,広島,カシマ
4709,20090404,４,Ｊ１,鹿島,2-1,京都,カシマ
4710,20090412,５,Ｊ１,Ｆ東京,1-2,鹿島,味スタ
4711,20090418,６,Ｊ１,鹿島,0-0,横浜FM,カシマ
4712,20090419,0,サテライトリーグ Ｃグループ,鹿島,2-1,Ｆ東京,カシマ
4713,20090429,８,Ｊ１,鹿島,1-0,神戸,カシマ
4714,20090502,９,Ｊ１,千葉,0-2,鹿島,フクアリ
4715,20090510,１１,Ｊ１,鹿島,2-1,清水,カシマ
4716,20090516,１２,Ｊ１,柏,1-2,鹿島,柏
4717,20090524,１３,Ｊ１,Ｇ大阪,0-1,鹿島,万博
4718,20090620,１４,Ｊ１,鹿島,1-0,磐田,カシマ
4719,20090621,0,サテライトリーグ Ｃグループ,Ｆ東京,1-1,鹿島,舎人公園
4720,20090628,１５,Ｊ１,大分,1-2,鹿島,九石ド
4721,20090701,１０,Ｊ１,名古屋,0-3,鹿島,瑞穂陸
4722,20090705,１６,Ｊ１,川崎Ｆ,1-1,鹿島,等々力
4723,20090711,１７,Ｊ１,鹿島,2-0,大宮,カシマ
4724,20090712,0,サテライトリーグ Ｃグループ,鹿島,2-1,千葉,ひたちな
4725,20090715,0,ＹＮＣ 決勝トーナメント,鹿島,1-0,川崎Ｆ,カシマ
4726,20090718,１８,Ｊ１,清水,2-2,鹿島,アウスタ
4727,20090725,１９,Ｊ１,鹿島,1-1,柏,カシマ
4728,20090729,0,ＹＮＣ 決勝トーナメント,川崎Ｆ,3-0,鹿島,等々力
4729,20090801,２０,Ｊ１,広島,1-0,鹿島,広島ビ
4730,20090815,２１,Ｊ１,鹿島,1-0,大分,カシマ
4731,20090816,0,サテライトリーグ Ｃグループ,湘南,0-2,鹿島,平塚
4732,20090819,２２,Ｊ１,神戸,1-0,鹿島,ホムスタ
4733,20090823,２３,Ｊ１,鹿島,3-1,Ｆ東京,カシマ
4734,20090829,２４,Ｊ１,大宮,3-1,鹿島,ＮＡＣＫ
4735,20090919,２６,Ｊ１,横浜FM,2-1,鹿島,日産ス
4736,20090926,２７,Ｊ１,鹿島,1-4,名古屋,カシマ
4737,20091004,２８,Ｊ１,鹿島,0-1,新潟,カシマ
4738,20091007,２５,Ｊ１,鹿島,2-3,川崎Ｆ,カシマ
4739,20091017,２９,Ｊ１,磐田,0-0,鹿島,ヤマハ
4740,20091024,３０,Ｊ１,鹿島,3-0,千葉,カシマ
4741,20091121,３２,Ｊ１,京都,0-1,鹿島,西京極
4742,20091128,３３,Ｊ１,鹿島,5-1,Ｇ大阪,カシマ
4743,20091202,0,サテライトリーグ Ｃグループ,鹿島,8-0,湘南,鹿島Ｇ
4744,20091205,３４,Ｊ１,浦和,0-1,鹿島,埼玉
4745,20091216,0,サテライトリーグ Ｃグループ,千葉,1-2,鹿島,ユナパ
4746,20100227,0,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,鹿島,1-1(PK5-3),Ｇ大阪,国立
4747,20100306,１,Ｊ１,鹿島,2-0,浦和,カシマ
4748,20100314,２,Ｊ１,京都,1-1,鹿島,西京極
4749,20100320,３,Ｊ１,大宮,0-1,鹿島,ＮＡＣＫ
4750,20100410,６,Ｊ１,Ｆ東京,1-1,鹿島,味スタ
4751,20100418,７,Ｊ１,鹿島,0-0,広島,カシマ
4752,20100424,８,Ｊ１,横浜FM,1-3,鹿島,日産ス
4753,20100501,９,Ｊ１,鹿島,2-1,Ｇ大阪,カシマ
4754,20100505,１０,Ｊ１,Ｃ大阪,2-1,鹿島,長居
4755,20100516,１２,Ｊ１,名古屋,1-4,鹿島,豊田ス
