,年月日,節,大会,H_Team,スコア,A_Team,スタジアム
4756,20100714,１１,Ｊ１,鹿島,1-0,湘南,カシマ
4757,20100717,１３,Ｊ１,鹿島,2-1,川崎Ｆ,カシマ
4758,20100724,１４,Ｊ１,磐田,2-3,鹿島,ヤマハ
4759,20100727,１５,Ｊ１,鹿島,2-2,新潟,カシマ
4760,20100731,１６,Ｊ１,鹿島,3-0,神戸,カシマ
4761,20100807,１７,Ｊ１,清水,2-1,鹿島,アウスタ
4762,20100814,１８,Ｊ１,鹿島,1-1,Ｆ東京,カシマ
4763,20100817,１９,Ｊ１,Ｇ大阪,1-1,鹿島,万博
4764,20100821,２０,Ｊ１,鹿島,0-1,Ｃ大阪,カシマ
4765,20100828,２１,Ｊ１,浦和,1-1,鹿島,埼玉
4766,20100901,0,ＹＮＣ 決勝トーナメント,鹿島,2-1,川崎Ｆ,カシマ
4767,20100908,0,ＹＮＣ 決勝トーナメント,川崎Ｆ,3-1,鹿島,等々力
4768,20100918,２３,Ｊ１,鹿島,3-0,大宮,カシマ
4769,20100925,２４,Ｊ１,広島,1-1,鹿島,広島ビ
4770,20101002,２５,Ｊ１,鹿島,1-1,清水,カシマ
4771,20101016,２６,Ｊ１,湘南,1-1,鹿島,平塚
4772,20101024,２７,Ｊ１,鹿島,2-0,横浜FM,カシマ
4773,20101031,２８,Ｊ１,新潟,2-1,鹿島,東北電ス
4774,20101107,２９,Ｊ１,鹿島,1-0,名古屋,カシマ
4775,20101114,３０,Ｊ１,川崎Ｆ,1-2,鹿島,等々力
4776,20101120,３１,Ｊ１,神戸,0-0,鹿島,ホームズ
4777,20101123,３２,Ｊ１,鹿島,1-2,磐田,カシマ
4778,20101128,３３,Ｊ１,鹿島,2-1,京都,カシマ
4779,20110226,0,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,名古屋,1-1(PK3-1),鹿島,日産ス
4780,20110306,１,Ｊ１,鹿島,3-3,大宮,カシマ
4781,20110423,７,Ｊ１,鹿島,0-3,横浜FM,国立
4782,20110429,８,Ｊ１,福岡,1-2,鹿島,レベスタ
4783,20110515,１１,Ｊ１,川崎Ｆ,3-2,鹿島,等々力
4784,20110521,１２,Ｊ１,浦和,2-2,鹿島,埼玉
4785,20110529,１３,Ｊ１,広島,2-1,鹿島,広島ビ
4786,20110615,１５,Ｊ１,鹿島,0-1,甲府,カシマ
4787,20110618,１６,Ｊ１,鹿島,2-0,磐田,カシマ
4788,20110622,１７,Ｊ１,神戸,0-1,鹿島,ホームズ
4789,20110625,１８,Ｊ１,鹿島,2-2,川崎Ｆ,カシマ
4790,20110702,２,Ｊ１,清水,0-0,鹿島,アウスタ
4791,20110710,３,Ｊ１,鹿島,1-2,新潟,カシマ
4792,20110713,４,Ｊ１,名古屋,2-1,鹿島,豊田ス
4793,20110723,６,Ｊ１,柏,2-1,鹿島,国立
4794,20110727,１０,Ｊ１,鹿島,1-4,Ｇ大阪,カシマ
4795,20110731,１９,Ｊ１,Ｃ大阪,1-3,鹿島,長居
4796,20110817,９,Ｊ１,鹿島,2-1,Ｃ大阪,カシマ
4797,20110820,２２,Ｊ１,鹿島,2-0,広島,カシマ
4798,20110824,２３,Ｊ１,甲府,1-1,鹿島,中銀スタ
4799,20110828,２４,Ｊ１,鹿島,6-0,福岡,カシマ
4800,20110910,２５,Ｊ１,新潟,2-2,鹿島,東北電ス
4801,20110918,２６,Ｊ１,鹿島,1-1,名古屋,カシマ
4802,20110924,２７,Ｊ１,鹿島,0-0,浦和,カシマ
4803,20111002,２８,Ｊ１,鹿島,0-1,柏,カシマ
4804,20111005,0,ＹＮＣ,鹿島,3-2,横浜FM,カシマ
4805,20111009,0,ＹＮＣ,名古屋,1-2,鹿島,瑞穂陸
4806,20111015,２９,Ｊ１,磐田,1-2,鹿島,ヤマハ
4807,20111022,３０,Ｊ１,鹿島,1-1,神戸,カシマ
4808,20111029,0,ＹＮＣ,浦和,0-1,鹿島,国立
4809,20111103,３１,Ｊ１,Ｇ大阪,1-0,鹿島,万博
4810,20111119,３２,Ｊ１,大宮,1-1,鹿島,ＮＡＣＫ
4811,20111126,３３,Ｊ１,鹿島,3-0,清水,カシマ
4812,20111203,３４,Ｊ１,横浜FM,1-1,鹿島,日産ス
4813,20120317,２,Ｊ１,鹿島,0-1,川崎Ｆ,カシマ
4814,20120320,１,ＹＮＣ 予選Ｂグループ,鹿島,2-0,神戸,カシマ
4815,20120324,３,Ｊ１,広島,2-0,鹿島,広島ビ
4816,20120331,４,Ｊ１,横浜FM,0-0,鹿島,日産ス
4817,20120404,２,ＹＮＣ 予選Ｂグループ,鹿島,1-0,大宮,カシマ
4818,20120407,５,Ｊ１,鹿島,1-3,浦和,カシマ
4819,20120414,６,Ｊ１,Ｆ東京,1-2,鹿島,味スタ
4820,20120421,７,Ｊ１,鹿島,3-2,Ｃ大阪,カシマ
4821,20120428,８,Ｊ１,鹿島,5-0,Ｇ大阪,カシマ
4822,20120503,９,Ｊ１,清水,3-0,鹿島,アウスタ
4823,20120506,１０,Ｊ１,鹿島,0-0,鳥栖,カシマ
4824,20120512,１１,Ｊ１,磐田,3-0,鹿島,ヤマハ
4825,20120516,４,ＹＮＣ 予選Ｂグループ,横浜FM,3-2,鹿島,ニッパ球
4826,20120526,１３,Ｊ１,神戸,1-2,鹿島,ホームズ
4827,20120606,５,ＹＮＣ 予選Ｂグループ,新潟,0-1,鹿島,東北電ス
4828,20120616,１４,Ｊ１,鹿島,2-3,名古屋,カシマ
4829,20120623,１５,Ｊ１,柏,1-1,鹿島,柏
4830,20120627,７,ＹＮＣ 予選Ｂグループ,鹿島,2-1,清水,カシマ
4831,20120630,１６,Ｊ１,新潟,1-1,鹿島,東北電ス
4832,20120707,１７,Ｊ１,鹿島,1-0,大宮,カシマ
4833,20120714,１８,Ｊ１,Ｃ大阪,0-1,鹿島,長居
4834,20120725,0,ＹＮＣ 決勝トーナメント,鹿島,2-1,Ｃ大阪,カシマ
4835,20120728,１９,Ｊ１,鹿島,2-2,広島,カシマ
4836,20120804,２０,Ｊ１,鳥栖,2-0,鹿島,ベアスタ
4837,20120808,0,ＹＮＣ 決勝トーナメント,Ｃ大阪,0-3,鹿島,長居
4838,20120811,２１,Ｊ１,鹿島,2-1,磐田,カシマ
4839,20120818,２２,Ｊ１,浦和,2-1,鹿島,埼玉
4840,20120825,２３,Ｊ１,鹿島,0-1,新潟,カシマ
4841,20120901,２４,Ｊ１,鹿島,1-0,神戸,カシマ
4842,20120905,0,ＹＮＣ 決勝トーナメント,鹿島,3-2,柏,カシマ
4843,20120915,２５,Ｊ１,川崎Ｆ,2-2,鹿島,等々力
4844,20120922,２６,Ｊ１,鹿島,1-2,横浜FM,カシマ
4845,20120929,２７,Ｊ１,Ｇ大阪,2-2,鹿島,万博
4846,20121006,２８,Ｊ１,鹿島,5-1,Ｆ東京,カシマ
4847,20121013,0,ＹＮＣ 決勝トーナメント,柏,2-2,鹿島,柏
4848,20121027,３０,Ｊ１,鹿島,1-2,清水,カシマ
4849,20121103,0,ＹＮＣ 決勝トーナメント,清水,1-2,鹿島,国立
4850,20121107,３１,Ｊ１,大宮,0-0,鹿島,ＮＡＣＫ
4851,20121124,３３,Ｊ１,名古屋,1-2,鹿島,豊田ス
4852,20121201,３４,Ｊ１,鹿島,2-0,柏,カシマ
4853,20130302,１,Ｊ１,鳥栖,1-1,鹿島,ベアスタ
4854,20130317,３,Ｊ１,広島,0-0,鹿島,Ｅスタ
4855,20130323,２,ＹＮＣ 予選Ｂグループ,鹿島,2-4,Ｆ東京,カシマ
4856,20130330,４,Ｊ１,大宮,3-1,鹿島,ＮＡＣＫ
4857,20130403,３,ＹＮＣ 予選Ｂグループ,鹿島,1-0,鳥栖,カシマ
4858,20130406,５,Ｊ１,鹿島,1-0,Ｃ大阪,カシマ
4859,20130410,４,ＹＮＣ 予選Ｂグループ,新潟,1-2,鹿島,東北電ス
4860,20130413,６,Ｊ１,大分,2-3,鹿島,大銀ド
4861,20130420,７,Ｊ１,鹿島,0-0,甲府,カシマ
4862,20130424,５,ＹＮＣ 予選Ｂグループ,鹿島,1-0,名古屋,カシマ
4863,20130427,８,Ｊ１,新潟,2-3,鹿島,東北電ス
4864,20130503,９,Ｊ１,横浜FM,1-1,鹿島,日産ス
4865,20130506,１０,Ｊ１,鹿島,1-0,湘南,カシマ
4866,20130511,１１,Ｊ１,浦和,3-1,鹿島,埼玉
4867,20130515,６,ＹＮＣ 予選Ｂグループ,大分,0-1,鹿島,大銀ド
4868,20130518,１２,Ｊ１,鹿島,3-1,名古屋,カシマ
4869,20130522,７,ＹＮＣ 予選Ｂグループ,Ｃ大阪,2-1,鹿島,金鳥スタ
4870,20130525,１３,Ｊ１,鹿島,3-2,Ｆ東京,カシマ
4871,20130623,0,ＹＮＣ 決勝トーナメント,鹿島,0-2,横浜FM,カシマ
4872,20130630,0,ＹＮＣ 決勝トーナメント,横浜FM,3-1,鹿島,日産ス
4873,20130706,１４,Ｊ１,川崎Ｆ,4-2,鹿島,等々力
4874,20130710,１５,Ｊ１,鹿島,3-1,清水,カシマ
4875,20130713,１６,Ｊ１,柏,2-1,鹿島,国立
4876,20130717,１７,Ｊ１,鹿島,1-1,磐田,カシマ
4877,20130731,１８,Ｊ１,名古屋,3-1,鹿島,豊田ス
4878,20130803,１９,Ｊ１,鹿島,1-0,大宮,カシマ
4879,20130817,２１,Ｊ１,鹿島,1-0,新潟,カシマ
4880,20130824,２２,Ｊ１,鹿島,2-1,横浜FM,カシマ
4881,20130828,２３,Ｊ１,清水,4-3,鹿島,アイスタ
4882,20130831,２４,Ｊ１,鹿島,3-1,柏,カシマ
4883,20130914,２５,Ｊ１,甲府,3-0,鹿島,中銀スタ
4884,20130921,２６,Ｊ１,磐田,2-3,鹿島,ヤマハ
4885,20130928,２７,Ｊ１,鹿島,3-1,大分,カシマ
4886,20131005,２８,Ｊ１,Ｆ東京,1-4,鹿島,国立
4887,20131019,２９,Ｊ１,鹿島,1-2,浦和,カシマ
4888,20131027,３０,Ｊ１,鹿島,4-1,川崎Ｆ,カシマ
4889,20131110,３１,Ｊ１,湘南,1-2,鹿島,ＢＭＷス
4890,20131123,３２,Ｊ１,鹿島,1-2,鳥栖,カシマ
4891,20131130,３３,Ｊ１,Ｃ大阪,1-2,鹿島,長居
4892,20131207,３４,Ｊ１,鹿島,0-2,広島,カシマ
4893,20140301,１,Ｊ１,甲府,0-4,鹿島,国立
4894,20140315,３,Ｊ１,鳥栖,0-3,鹿島,ベアスタ
4895,20140319,１,ＹＮＣ 予選Ａグループ,Ｆ東京,3-1,鹿島,味スタ
4896,20140323,４,Ｊ１,鹿島,0-2,Ｃ大阪,カシマ
4897,20140329,５,Ｊ１,横浜FM,1-3,鹿島,日産ス
4898,20140402,２,ＹＮＣ 予選Ａグループ,鹿島,3-1,鳥栖,カシマ
4899,20140406,６,Ｊ１,Ｇ大阪,0-2,鹿島,万博
4900,20140412,７,Ｊ１,鹿島,1-2,新潟,カシマ
4901,20140419,８,Ｊ１,鹿島,2-3,神戸,カシマ
4902,20140426,９,Ｊ１,広島,0-3,鹿島,Ｅスタ
4903,20140429,１０,Ｊ１,鹿島,2-1,清水,カシマ
4904,20140503,１１,Ｊ１,柏,1-0,鹿島,柏
4905,20140506,１２,Ｊ１,鹿島,1-2,名古屋,カシマ
4906,20140510,１３,Ｊ１,川崎Ｆ,4-1,鹿島,等々力
4907,20140517,１４,Ｊ１,鹿島,1-0,徳島,カシマ
4908,20140521,４,ＹＮＣ 予選Ａグループ,Ｇ大阪,2-1,鹿島,万博
4909,20140528,６,ＹＮＣ 予選Ａグループ,鹿島,0-3,神戸,カシマ
4910,20140601,７,ＹＮＣ 予選Ａグループ,鹿島,3-0,清水,カシマ
4911,20140719,１５,Ｊ１,Ｆ東京,1-1,鹿島,味スタ
4912,20140723,１６,Ｊ１,鹿島,2-2,大宮,カシマ
4913,20140727,１７,Ｊ１,浦和,1-1,鹿島,埼玉
4914,20140802,１８,Ｊ１,鹿島,5-1,広島,カシマ
4915,20140809,１９,Ｊ１,名古屋,2-3,鹿島,豊田ス
4916,20140816,２０,Ｊ１,鹿島,1-0,甲府,カシマ
4917,20140823,２１,Ｊ１,清水,1-3,鹿島,アイスタ
4918,20140830,２２,Ｊ１,鹿島,2-2,Ｆ東京,カシマ
4919,20140913,２３,Ｊ１,大宮,2-1,鹿島,熊谷陸
4920,20140920,２４,Ｊ１,鹿島,1-0,横浜FM,カシマ
4921,20140927,２６,Ｊ１,徳島,0-5,鹿島,鳴門大塚
4922,20141005,２７,Ｊ１,鹿島,2-3,Ｇ大阪,カシマ
4923,20141018,２８,Ｊ１,鹿島,2-3,柏,カシマ
4924,20141022,２９,Ｊ１,神戸,0-0,鹿島,ノエスタ
4925,20141026,３０,Ｊ１,鹿島,1-1,浦和,カシマ
4926,20141102,３１,Ｊ１,新潟,1-2,鹿島,デンカＳ
4927,20141122,３２,Ｊ１,鹿島,2-1,川崎Ｆ,カシマ
4928,20141129,３３,Ｊ１,Ｃ大阪,1-4,鹿島,ヤンマー
4929,20141206,３４,Ｊ１,鹿島,0-1,鳥栖,カシマ
4930,20150308,１,Ｊ１ １ｓｔ,清水,3-1,鹿島,アイスタ
4931,20150314,２,Ｊ１ １ｓｔ,鹿島,1-2,湘南,カシマ
4932,20150322,３,Ｊ１ １ｓｔ,名古屋,1-1,鹿島,瑞穂陸
4933,20150403,４,Ｊ１ １ｓｔ,鹿島,3-1,鳥栖,カシマ
4934,20150412,５,Ｊ１ １ｓｔ,鹿島,1-1,新潟,カシマ
4935,20150416,６,Ｊ１ １ｓｔ,柏,1-3,鹿島,柏
4936,20150425,７,Ｊ１ １ｓｔ,鹿島,1-2,神戸,カシマ
4937,20150502,９,Ｊ１ １ｓｔ,鹿島,0-1,甲府,カシマ
4938,20150510,１１,Ｊ１ １ｓｔ,FC東京,0-1,鹿島,味スタ
4939,20150516,１２,Ｊ１ １ｓｔ,鹿島,2-2,広島,カシマ
4940,20150523,１３,Ｊ１ １ｓｔ,浦和,2-1,鹿島,埼玉
4941,20150530,１４,Ｊ１ １ｓｔ,鹿島,3-1,松本,カシマ
4942,20150603,１０,Ｊ１ １ｓｔ,Ｇ大阪,2-0,鹿島,万博
4943,20150620,１６,Ｊ１ １ｓｔ,横浜FM,0-3,鹿島,日産ス
4944,20150627,１７,Ｊ１ １ｓｔ,鹿島,2-3,川崎Ｆ,カシマ
4945,20150711,１,Ｊ１ ２ｎｄ,新潟,2-3,鹿島,デンカＳ
4946,20150715,２,Ｊ１ ２ｎｄ,鹿島,0-0,清水,カシマ
4947,20150719,３,Ｊ１ ２ｎｄ,松本,2-0,鹿島,松本
4948,20150725,４,Ｊ１ ２ｎｄ,鹿島,2-1,FC東京,カシマ
4949,20150729,５,Ｊ１ ２ｎｄ,鳥栖,0-3,鹿島,ベアスタ
4950,20150812,６,Ｊ１ ２ｎｄ,広島,0-1,鹿島,Ｅスタ
4951,20150829,９,Ｊ１ ２ｎｄ,川崎Ｆ,1-3,鹿島,等々力
4952,20150902,0,ＹＮＣ 決勝トーナメント,FC東京,2-2,鹿島,味スタ
4953,20150906,0,ＹＮＣ 決勝トーナメント,鹿島,3-0,FC東京,カシマ
4954,20150912,１０,Ｊ１ ２ｎｄ,鹿島,1-2,Ｇ大阪,カシマ
4955,20150919,１１,Ｊ１ ２ｎｄ,甲府,0-1,鹿島,中銀スタ
4956,20150926,１２,Ｊ１ ２ｎｄ,鹿島,1-2,浦和,カシマ
4957,20151003,１３,Ｊ１ ２ｎｄ,神戸,0-2,鹿島,ノエスタ
4958,20151007,0,ＹＮＣ 決勝トーナメント,神戸,1-2,鹿島,神戸ユ
4959,20151011,0,ＹＮＣ 決勝トーナメント,鹿島,4-1,神戸,カシマ
4960,20151017,１４,Ｊ１ ２ｎｄ,鹿島,3-2,柏,カシマ
4961,20151024,１５,Ｊ１ ２ｎｄ,湘南,2-1,鹿島,ＢＭＷス
4962,20151031,0,ＹＮＣ 決勝トーナメント,鹿島,3-0,Ｇ大阪,埼玉
4963,20151107,１６,Ｊ１ ２ｎｄ,鹿島,2-0,横浜FM,カシマ
4964,20151122,１７,Ｊ１ ２ｎｄ,鹿島,1-0,名古屋,カシマ
4965,20160228,１,Ｊ１ １ｓｔ,Ｇ大阪,0-1,鹿島,吹田Ｓ
4966,20160305,２,Ｊ１ １ｓｔ,鹿島,1-0,鳥栖,カシマ
4967,20160306,0,サテライトリーグ,川崎Ｆ,5-2,鹿島,麻生Ｇ
4968,20160319,４,Ｊ１ １ｓｔ,鹿島,2-0,FC東京,カシマ
4969,20160323,１,ＹＮＣ グループステージＡグループ,鹿島,1-2,甲府,カシマ
4970,20160327,２,ＹＮＣ グループステージＡグループ,神戸,4-1,鹿島,ノエスタ
4971,20160402,５,Ｊ１ １ｓｔ,川崎Ｆ,1-1,鹿島,等々力
4972,20160406,３,ＹＮＣ グループステージＡグループ,名古屋,1-3,鹿島,パロ瑞穂
4973,20160410,６,Ｊ１ １ｓｔ,鹿島,4-1,広島,カシマ
4974,20160416,７,Ｊ１ １ｓｔ,湘南,0-3,鹿島,ＢＭＷス
4975,20160424,８,Ｊ１ １ｓｔ,鹿島,0-2,柏,カシマ
4976,20160430,９,Ｊ１ １ｓｔ,大宮,0-0,鹿島,ＮＡＣＫ
4977,20160504,１０,Ｊ１ １ｓｔ,鹿島,2-1,新潟,カシマ
4978,20160508,１１,Ｊ１ １ｓｔ,磐田,1-1,鹿島,ヤマハ
4979,20160514,１２,Ｊ１ １ｓｔ,鹿島,1-0,横浜FM,カシマ
4980,20160518,５,ＹＮＣ グループステージＡグループ,鹿島,2-3,湘南,カシマ
4981,20160521,１３,Ｊ１ １ｓｔ,名古屋,2-3,鹿島,豊田ス
4982,20160525,６,ＹＮＣ グループステージＡグループ,鹿島,1-1,磐田,カシマ
4983,20160529,１４,Ｊ１ １ｓｔ,鹿島,4-0,甲府,カシマ
4984,20160605,７,ＹＮＣ グループステージＡグループ,大宮,1-0,鹿島,ＮＡＣＫ
4985,20160611,１５,Ｊ１ １ｓｔ,浦和,0-2,鹿島,埼玉
4986,20160618,１６,Ｊ１ １ｓｔ,神戸,1-2,鹿島,ノエスタ
4987,20160619,0,サテライトリーグ,鹿島,3-2,横浜FM,カシマ
4988,20160625,１７,Ｊ１ １ｓｔ,鹿島,2-0,福岡,カシマ
4989,20160702,１,Ｊ１ ２ｎｄ,鹿島,1-3,Ｇ大阪,カシマ
4990,20160709,２,Ｊ１ ２ｎｄ,広島,2-4,鹿島,Ｅスタ
4991,20160713,３,Ｊ１ ２ｎｄ,鹿島,3-0,名古屋,カシマ
4992,20160717,４,Ｊ１ ２ｎｄ,甲府,3-3,鹿島,中銀スタ
4993,20160723,５,Ｊ１ ２ｎｄ,鹿島,1-2,浦和,カシマ
4994,20160724,0,サテライトリーグ,鹿島,中止,川崎Ｆ,カシマ
4995,20160730,６,Ｊ１ ２ｎｄ,鳥栖,1-0,鹿島,ベアスタ
4996,20160814,８,Ｊ１ ２ｎｄ,福岡,1-2,鹿島,レベスタ
4997,20160820,９,Ｊ１ ２ｎｄ,鹿島,1-0,湘南,カシマ
4998,20160821,0,サテライトリーグ,鹿島,0-2,湘南,鹿島Ｇ
4999,20160827,１０,Ｊ１ ２ｎｄ,横浜FM,2-2,鹿島,日産ス
5000,20160910,１１,Ｊ１ ２ｎｄ,柏,2-0,鹿島,柏
5001,20160917,１２,Ｊ１ ２ｎｄ,鹿島,3-0,磐田,カシマ
5002,20160925,１３,Ｊ１ ２ｎｄ,新潟,0-2,鹿島,デンカＳ
5003,20161001,１４,Ｊ１ ２ｎｄ,鹿島,1-3,大宮,カシマ
5004,20161022,１５,Ｊ１ ２ｎｄ,FC東京,2-1,鹿島,味スタ
5005,20161029,１６,Ｊ１ ２ｎｄ,鹿島,0-1,川崎Ｆ,カシマ
5006,20161103,１７,Ｊ１ ２ｎｄ,鹿島,0-1,神戸,カシマ
5007,20161123,0,明治安田チャンピオンシップ,川崎Ｆ,0-1,鹿島,等々力
5008,20161129,0,明治安田チャンピオンシップ,鹿島,0-1,浦和,カシマ
5009,20161203,0,明治安田チャンピオンシップ,浦和,1-2,鹿島,埼玉
5010,20170218,0,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,鹿島,3-2,浦和,日産ス
5011,20170225,１,Ｊ１,鹿島,0-1,FC東京,カシマ
5012,20170304,２,Ｊ１,甲府,0-1,鹿島,中銀スタ
5013,20170310,３,Ｊ１,鹿島,1-0,横浜FM,カシマ
5014,20170318,４,Ｊ１,清水,2-3,鹿島,アイスタ
5015,20170401,５,Ｊ１,大宮,0-1,鹿島,ＮＡＣＫ
5016,20170408,６,Ｊ１,鹿島,0-1,Ｃ大阪,カシマ
5017,20170422,８,Ｊ１,鹿島,0-3,磐田,カシマ
5018,20170430,９,Ｊ１,鹿島,2-1,鳥栖,カシマ
5019,20170504,１０,Ｊ１,浦和,0-1,鹿島,埼玉
5020,20170514,１１,Ｊ１,鹿島,1-2,神戸,カシマ
5021,20170519,１２,Ｊ１,鹿島,0-3,川崎Ｆ,カシマ
5022,20170604,１４,Ｊ１,広島,1-3,鹿島,Ｅスタ
5023,20170625,１６,Ｊ１,鹿島,2-0,新潟,カシマ
5024,20170702,１７,Ｊ１,柏,2-3,鹿島,柏
5025,20170705,１３,Ｊ１,Ｇ大阪,0-1,鹿島,吹田Ｓ
5026,20170708,１８,Ｊ１,FC東京,2-2,鹿島,味スタ
5027,20170722,0,明治安田ワールドチャレンジ,鹿島,2-0,ＳＦＣ,カシマ
5028,20170729,１９,Ｊ１,鹿島,3-0,甲府,カシマ
5029,20170809,２１,Ｊ１,神戸,1-2,鹿島,ノエスタ
5030,20170813,２２,Ｊ１,川崎Ｆ,3-1,鹿島,等々力
5031,20170819,２３,Ｊ１,鹿島,2-0,清水,カシマ
5032,20170826,２４,Ｊ１,Ｃ大阪,0-1,鹿島,ヤンマー
5033,20170909,２５,Ｊ１,鹿島,1-0,大宮,カシマ
5034,20170916,２６,Ｊ１,新潟,2-4,鹿島,デンカＳ
5035,20170923,２７,Ｊ１,鹿島,2-1,Ｇ大阪,カシマ
5036,20170930,２８,Ｊ１,鳥栖,1-0,鹿島,ベアスタ
5037,20171014,２９,Ｊ１,鹿島,2-0,広島,カシマ
5038,20171021,３０,Ｊ１,横浜FM,3-2,鹿島,日産ス
5039,20171105,３２,Ｊ１,鹿島,1-0,浦和,カシマ
5040,20171126,３３,Ｊ１,鹿島,0-0,柏,カシマ
5041,20171202,３４,Ｊ１,磐田,0-0,鹿島,ヤマハ
5042,20180225,１,Ｊ１,清水,0-0,鹿島,アイスタ
5043,20180303,２,Ｊ１,鹿島,1-0,Ｇ大阪,カシマ
5044,20180310,３,Ｊ１,鹿島,0-1,広島,カシマ
5045,20180318,４,Ｊ１,鳥栖,0-1,鹿島,ベアスタ
5046,20180407,６,Ｊ１,湘南,2-1,鹿島,ＢＭＷス
5047,20180411,７,Ｊ１,FC東京,2-1,鹿島,味スタ
5048,20180414,８,Ｊ１,鹿島,2-0,名古屋,カシマ
5049,20180421,９,Ｊ１,川崎Ｆ,4-1,鹿島,等々力
5050,20180425,１０,Ｊ１,鹿島,1-1,神戸,カシマ
5051,20180428,１１,Ｊ１,横浜FM,3-0,鹿島,日産ス
5052,20180502,１２,Ｊ１,鹿島,2-1,長崎,カシマ
5053,20180505,１３,Ｊ１,鹿島,1-0,浦和,カシマ
5054,20180718,１６,Ｊ１,磐田,3-3,鹿島,ヤマハ
5055,20180722,１７,Ｊ１,鹿島,6-2,柏,カシマ
5056,20180725,１４,Ｊ１,Ｃ大阪,0-2,鹿島,ヤンマー
5057,20180728,１８,Ｊ１,Ｇ大阪,1-1,鹿島,吹田Ｓ
5058,20180801,１９,Ｊ１,鹿島,1-2,FC東京,カシマ
5059,20180805,２０,Ｊ１,鹿島,1-0,清水,カシマ
5060,20180811,２１,Ｊ１,名古屋,4-2,鹿島,豊田ス
5061,20180815,２２,Ｊ１,長崎,1-2,鹿島,トラスタ
5062,20180819,２３,Ｊ１,鹿島,1-0,横浜FM,カシマ
5063,20180824,２４,Ｊ１,鹿島,1-1,磐田,カシマ
5064,20180901,２５,Ｊ１,広島,3-1,鹿島,Ｅスタ
5065,20180905,0,ＹＬＣ プライムステージ,鹿島,1-1,川崎Ｆ,カシマ
5066,20180909,0,ＹＬＣ プライムステージ,川崎Ｆ,1-3,鹿島,味スタ
5067,20180914,２６,Ｊ１,鹿島,2-1,湘南,カシマ
5068,20180929,２８,Ｊ１,神戸,0-5,鹿島,ノエスタ
5069,20181007,２９,Ｊ１,鹿島,0-0,川崎Ｆ,カシマ
5070,20181010,0,ＹＬＣ プライムステージ,鹿島,1-2,横浜FM,カシマ
5071,20181014,0,ＹＬＣ プライムステージ,横浜FM,2-2,鹿島,ニッパツ
5072,20181020,３０,Ｊ１,浦和,3-1,鹿島,埼玉
5073,20181031,３１,Ｊ１,鹿島,1-0,Ｃ大阪,カシマ
5074,20181106,３２,Ｊ１,柏,2-3,鹿島,三協Ｆ柏
5075,20181201,３４,Ｊ１,鹿島,0-0,鳥栖,カシマ
5076,20190223,１,Ｊ１,鹿島,1-2,大分,カシマ
5077,20190301,２,Ｊ１,川崎Ｆ,1-1,鹿島,等々力
5078,20190309,３,Ｊ１,鹿島,1-0,湘南,カシマ
5079,20190330,５,Ｊ１,磐田,1-1,鹿島,ヤマハ
5080,20190405,６,Ｊ１,鹿島,2-1,名古屋,カシマ
5081,20190414,７,Ｊ１,FC東京,3-1,鹿島,味スタ
5082,20190428,９,Ｊ１,横浜FM,2-1,鹿島,日産ス
5083,20190503,１０,Ｊ１,鹿島,3-0,清水,カシマ
5084,20190512,１１,Ｊ１,神戸,0-1,鹿島,ノエスタ
5085,20190518,１２,Ｊ１,鹿島,5-0,松本,カシマ
5086,20190526,１３,Ｊ１,鳥栖,1-0,鹿島,駅スタ
5087,20190601,１４,Ｊ１,Ｇ大阪,1-1,鹿島,パナスタ
5088,20190614,１５,Ｊ１,鹿島,2-0,Ｃ大阪,カシマ
5089,20190630,１７,Ｊ１,鹿島,2-2,広島,カシマ
5090,20190706,１８,Ｊ１,鹿島,2-0,磐田,カシマ
5091,20190720,２０,Ｊ１,鹿島,2-1,鳥栖,カシマ
5092,20190731,１６,Ｊ１,浦和,1-1,鹿島,埼玉
5093,20190803,２１,Ｊ１,湘南,3-2,鹿島,ＢＭＷス
5094,20190810,２２,Ｊ１,鹿島,2-1,横浜FM,カシマ
5095,20190817,２３,Ｊ１,大分,0-1,鹿島,昭和電ド
5096,20190823,２４,Ｊ１,鹿島,2-2,Ｇ大阪,カシマ
5097,20190901,２５,Ｊ１,清水,0-4,鹿島,アイスタ
5098,20190904,0,ＹＬＣ プライムステージ,浦和,2-3,鹿島,埼玉
5099,20190908,0,ＹＬＣ プライムステージ,鹿島,2-2,浦和,カシマ
5100,20190914,２６,Ｊ１,鹿島,2-0,FC東京,カシマ
5101,20191006,２８,Ｊ１,Ｃ大阪,0-1,鹿島,ヤンマー
5102,20191009,0,ＹＬＣ プライムステージ,川崎Ｆ,3-1,鹿島,等々力
5103,20191013,0,ＹＬＣ プライムステージ,鹿島,0-0,川崎Ｆ,カシマ
5104,20191018,２９,Ｊ１,松本,1-1,鹿島,サンアル
5105,20191101,３０,Ｊ１,鹿島,1-0,浦和,カシマ
5106,20191109,３１,Ｊ１,鹿島,0-2,川崎Ｆ,カシマ
5107,20191123,３２,Ｊ１,広島,0-0,鹿島,Ｅスタ
5108,20191130,３３,Ｊ１,鹿島,1-3,神戸,カシマ
5109,20191207,３４,Ｊ１,名古屋,0-1,鹿島,豊田ス
