,日付,キックオフ時刻,スタジアム,入場者数,天候,気温,湿度,H_team,H_監督,H_ポジション1,H_選手1,H_ポジション2,H_選手2,H_ポジション3,H_選手3,H_ポジション4,H_選手4,H_ポジション5,H_選手5,H_ポジション6,H_選手6,H_ポジション7,H_選手7,H_ポジション8,H_選手8,H_ポジション9,H_選手9,H_ポジション10,H_選手10,H_ポジション11,H_選手11,A_team,A_監督,A_ポジション1,A_選手1,A_ポジション2,A_選手2,A_ポジション3,A_選手3,A_ポジション4,A_選手4,A_ポジション5,A_選手5,A_ポジション6,A_選手6,A_ポジション7,A_選手7,A_ポジション8,A_選手8,A_ポジション9,A_選手9,A_ポジション10,A_選手10,A_ポジション11,A_選手11,url
22096,2019/08/17,19:03,デンカビッグスワンスタジアム,"14,583  人",晴,27.9,62%,アルビレックス新潟,吉永　一明,GK,大谷　幸輝,DF,岡本　將成,DF,舞行龍ジェームズ,DF,大武　峻,DF,新井　直人,MF,戸嶋　祥郎,MF,カウエ,MF,フランシス,MF,高木　善朗,MF,渡邉　新太,FW,レオナルド,ファジアーノ岡山,有馬　賢二,GK,一森　純,DF,増谷　幸祐,DF,田中　裕介,DF,チェ　ジョンウォン,DF,椋原　健太,MF,関戸　健二,MF,上田　康太,MF,喜山　康平,MF,仲間　隼斗,FW,イ　ヨンジェ,FW,山本　大貴,https://data.j-league.or.jp/SFMS02/?match_card_id=22096
22097,2019/08/17,19:03,レベルファイブスタジアム,"6,014  人",晴,28.2,71%,アビスパ福岡,久藤　清一,GK,セランテス,DF,山田　将之,DF,實藤　友紀,DF,篠原　弘次郎,MF,石原　広教,MF,鈴木　惇,MF,前川　大河,MF,松田　力,MF,輪湖　直樹,MF,加藤　大,FW,ヤン　ドンヒョン,徳島ヴォルティス,リカルド　ロドリゲス,GK,梶川　裕嗣,DF,石井　秀典,DF,ヨルディ　バイス,DF,内田　裕斗,MF,岩尾　憲,MF,小西　雄大,MF,渡井　理己,MF,清武　功暉,MF,岸本　武流,MF,野村　直輝,FW,河田　篤秀,https://data.j-league.or.jp/SFMS02/?match_card_id=22097
22098,2019/08/17,19:03,白波スタジアム,"6,020  人",晴,28.9,75%,鹿児島ユナイテッドＦＣ,金　鍾成,GK,アン　ジュンス,DF,藤澤　典隆,DF,水本　勝成,DF,堤　俊輔,DF,砂森　和也,MF,八反田　康平,MF,ニウド,MF,萱沼　優聖,MF,枝本　雄一郎,MF,牛之濵　拓,FW,ルカオ,愛媛ＦＣ,川井　健太,GK,岡本　昌弘,DF,茂木　力也,DF,山﨑　浩介,DF,前野　貴徳,MF,長沼　洋一,MF,田中　裕人,MF,野澤　英之,MF,下川　陽太,FW,近藤　貴司,FW,丹羽　詩温,FW,神谷　優太,https://data.j-league.or.jp/SFMS02/?match_card_id=22098
22099,2019/08/17,19:03,タピック県総ひやごんスタジアム,"12,019  人",晴,27.8,81%,ＦＣ琉球,樋口　靖洋,GK,カルバハル,DF,西岡　大志,DF,西河　翔吾,DF,岡﨑　亮平,DF,福井　諒司,MF,風間　宏矢,MF,上里　一将,MF,風間　宏希,MF,富所　悠,MF,越智　亮介,FW,上門　知樹,横浜ＦＣ,下平　隆宏,GK,南　雄太,DF,北爪　健吾,DF,伊野波　雅彦,DF,カルフィン　ヨン　ア　ピン,DF,武田　英二郎,MF,田代　真一,MF,松井　大輔,MF,齋藤　功佑,MF,中山　克広,MF,松尾　佑介,FW,イバ,https://data.j-league.or.jp/SFMS02/?match_card_id=22099
22100,2019/08/18,19:03,ＮＡＣＫ５スタジアム大宮,"10,169  人",曇,29.4,66%,大宮アルディージャ,高木　琢也,GK,加藤　有輝,DF,奥井　諒,DF,櫛引　一紀,DF,河本　裕之,DF,河面　旺成,MF,石川　俊輝,MF,小島　幹敏,MF,茨田　陽生,MF,奥抜　侃志,MF,イッペイ　シノヅカ,FW,ロビン　シモヴィッチ,ジェフユナイテッド千葉,江尻　篤彦,GK,鈴木　椋大,DF,米倉　恒貴,DF,鳥海　晃司,DF,エベルト,DF,乾　貴哉,MF,工藤　浩平,MF,小島　秀仁,MF,熊谷　アンドリュー,MF,為田　大貴,FW,クレーベ,FW,船山　貴之,https://data.j-league.or.jp/SFMS02/?match_card_id=22100
22101,2019/08/18,19:03,味の素スタジアム,"6,239  人",曇,29.6,69%,東京ヴェルディ,永井　秀樹,GK,上福元　直人,DF,山本　理仁,DF,近藤　直也,DF,内田　達也,DF,奈良輪　雄太,MF,森田　晃樹,MF,佐藤　優平,MF,梶川　諒太,FW,河野　広貴,FW,レアンドロ,FW,小池　純輝,モンテディオ山形,木山　隆之,GK,櫛引　政敏,DF,加賀　健一,DF,栗山　直樹,DF,熊本　雄太,MF,半田　陸,MF,本田　拓也,MF,中村　駿,MF,山田　拓巳,FW,南　秀仁,FW,ジェフェルソン　バイアーノ,FW,大槻　周平,https://data.j-league.or.jp/SFMS02/?match_card_id=22101
22102,2019/08/24,18:03,ケーズデンキスタジアム水戸,"5,771  人",曇,26.6,53%,水戸ホーリーホック,長谷部　茂利,GK,松井　謙弥,DF,外山　凌,DF,細川　淳矢,DF,瀧澤　修平,DF,志知　孝明,MF,福満　隆貴,MF,白井　永地,MF,前　寛之,MF,浅野　雄也,MF,黒川　淳史,FW,小川　航基,東京ヴェルディ,永井　秀樹,GK,上福元　直人,DF,クレビーニョ,DF,近藤　直也,DF,内田　達也,DF,奈良輪　雄太,MF,山本　理仁,MF,梶川　諒太,MF,森田　晃樹,FW,河野　広貴,FW,レアンドロ,FW,小池　純輝,https://data.j-league.or.jp/SFMS02/?match_card_id=22102
22103,2019/08/24,18:03,フクダ電子アリーナ,"9,489  人",晴,27.1,73%,ジェフユナイテッド千葉,江尻　篤彦,GK,鈴木　椋大,DF,米倉　恒貴,DF,鳥海　晃司,DF,エベルト,DF,下平　匠,MF,堀米　勇輝,MF,小島　秀仁,MF,熊谷　アンドリュー,MF,茶島　雄介,FW,クレーベ,FW,船山　貴之,ヴァンフォーレ甲府,伊藤　彰,GK,河田　晃兵,DF,武岡　優斗,DF,小出　悠太,DF,エデル　リマ,MF,湯澤　聖人,MF,小椋　祥平,MF,佐藤　和弘,MF,内田　健太,FW,曽根田　穣,FW,ピーター　ウタカ,FW,横谷　繁,https://data.j-league.or.jp/SFMS02/?match_card_id=22103
22104,2019/08/24,18:03,ニッパツ三ツ沢球技場,"6,800  人",晴,28.0,72%,横浜ＦＣ,下平　隆宏,GK,南　雄太,DF,北爪　健吾,DF,伊野波　雅彦,DF,カルフィン　ヨン　ア　ピン,DF,武田　英二郎,MF,田代　真一,MF,松井　大輔,MF,レアンドロ　ドミンゲス,MF,中山　克広,MF,松尾　佑介,FW,イバ,鹿児島ユナイテッドＦＣ,金　鍾成,GK,アン　ジュンス,DF,藤澤　典隆,DF,水本　勝成,DF,ヨン　ジェミン,DF,砂森　和也,MF,八反田　康平,MF,ニウド,MF,五領　淳樹,MF,枝本　雄一郎,MF,牛之濵　拓,FW,ルカオ,https://data.j-league.or.jp/SFMS02/?match_card_id=22104
22105,2019/08/24,19:03,ＮＤソフトスタジアム山形,"6,490  人",曇,24.0,65%,モンテディオ山形,木山　隆之,GK,櫛引　政敏,DF,加賀　健一,DF,栗山　直樹,DF,松本　怜大,MF,柳　貴博,MF,本田　拓也,MF,中村　駿,MF,山田　拓巳,FW,坂元　達裕,FW,大槻　周平,FW,南　秀仁,栃木ＳＣ,田坂　和昭,GK,ユ　ヒョン,DF,藤原　広太朗,DF,乾　大知,DF,メンデス,MF,浜下　瑛,MF,ヘニキ,MF,ユウリ,MF,瀬川　和樹,FW,三宅　海斗,FW,大黒　将志,FW,西谷　和希,https://data.j-league.or.jp/SFMS02/?match_card_id=22105
22106,2019/08/24,19:03,デンカビッグスワンスタジアム,"13,608  人",曇,25.9,67%,アルビレックス新潟,吉永　一明,GK,大谷　幸輝,DF,舞行龍ジェームズ,DF,岡本　將成,DF,大武　峻,DF,堀米　悠斗,MF,戸嶋　祥郎,MF,カウエ,MF,フランシス,MF,シルビーニョ,MF,渡邉　新太,FW,レオナルド,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,長谷川　巧,DF,廣井　友信,DF,山本　義道,DF,小島　雅也,MF,大石　竜平,MF,大橋　尚志,MF,藤村　慶太,MF,加藤　大樹,FW,垣田　裕暉,FW,山根　永遠,https://data.j-league.or.jp/SFMS02/?match_card_id=22106
22107,2019/08/24,19:03,たけびしスタジアム京都,"7,774  人",曇一時雨,27.5,65%,京都サンガF.C.,中田　一三,GK,加藤　順大,DF,黒木　恭平,DF,本多　勇喜,DF,安藤　淳,DF,石櫃　洋祐,MF,庄司　悦大,MF,仙頭　啓矢,MF,小屋松　知哉,MF,福岡　慎平,MF,金久保　順,FW,一美　和成,アビスパ福岡,久藤　清一,GK,セランテス,DF,山田　将之,DF,ウォン　ドゥジェ,DF,篠原　弘次郎,MF,石原　広教,MF,鈴木　惇,MF,田邉　草民,MF,輪湖　直樹,MF,加藤　大,FW,木戸　皓貴,FW,森本　貴幸,https://data.j-league.or.jp/SFMS02/?match_card_id=22107
22108,2019/08/24,19:04,維新みらいふスタジアム,"12,105  人",曇のち雨のち曇,22.4,86%,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,川井　歩,DF,楠本　卓海,DF,菊池　流帆,DF,石田　崚真,MF,前　貴之,MF,佐藤　健太郎,MF,三幸　秀稔,MF,佐々木　匠,FW,山下　敬大,FW,宮代　大聖,Ｖ・ファーレン長崎,原田　武男,GK,徳重　健太,DF,亀川　諒史,DF,徳永　悠平,DF,角田　誠,DF,香川　勇気,MF,大竹　洋平,MF,カイオ　セザール,MF,秋野　央樹,MF,澤田　崇,FW,玉田　圭司,FW,呉屋　大翔,https://data.j-league.or.jp/SFMS02/?match_card_id=22108
22109,2019/08/24,19:03,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"4,567  人",曇,25.4,55%,徳島ヴォルティス,リカルド　ロドリゲス,GK,梶川　裕嗣,DF,石井　秀典,DF,ヨルディ　バイス,DF,内田　裕斗,MF,岩尾　憲,MF,小西　雄大,MF,渡井　理己,MF,清武　功暉,MF,岸本　武流,MF,野村　直輝,FW,河田　篤秀,ＦＣ琉球,樋口　靖洋,GK,カルバハル,DF,西岡　大志,DF,岡﨑　亮平,DF,西河　翔吾,DF,鳥養　祐矢,MF,風間　宏矢,MF,上里　一将,MF,風間　宏希,MF,富所　悠,MF,ハモン,FW,上門　知樹,https://data.j-league.or.jp/SFMS02/?match_card_id=22109
22110,2019/08/25,18:03,岐阜メモリアルセンター長良川競技場,"9,327  人",晴,27.6,46%,ＦＣ岐阜,北野　誠,GK,ビクトル,DF,甲斐　健太郎,DF,北谷　史孝,DF,竹田　忠嗣,DF,柳澤　亘,MF,宮本　航汰,MF,塚川　孝輝,MF,ライアン　デ　フリース,MF,馬場　賢治,FW,川西　翔太,FW,ジュニオール　バホス,柏レイソル,ネルシーニョ,GK,中村　航輔,DF,川口　尚紀,DF,染谷　悠太,DF,鎌田　次郎,DF,古賀　太陽,MF,クリスティアーノ,MF,ヒシャルジソン,MF,大谷　秀和,MF,瀬川　祐輔,FW,オルンガ,FW,江坂　任,https://data.j-league.or.jp/SFMS02/?match_card_id=22110
22111,2019/08/25,19:03,シティライトスタジアム,"9,354  人",晴,26.5,69%,ファジアーノ岡山,有馬　賢二,GK,一森　純,DF,田中　裕介,DF,濱田　水輝,DF,チェ　ジョンウォン,DF,椋原　健太,MF,上田　康太,MF,関戸　健二,MF,喜山　康平,MF,仲間　隼斗,FW,イ　ヨンジェ,FW,山本　大貴,ＦＣ町田ゼルビア,相馬　直樹,GK,増田　卓也,DF,藤井　航大,DF,小林　友希,DF,奥山　政幸,DF,佐野　海舟,MF,森村　昂太,MF,李　漢宰,MF,平戸　太貴,MF,ロメロ　フランク,FW,土居　柊太,FW,中島　裕希,https://data.j-league.or.jp/SFMS02/?match_card_id=22111
22112,2019/08/25,19:03,ニンジニアスタジアム,"3,018  人",晴,24.9,67%,愛媛ＦＣ,川井　健太,GK,岡本　昌弘,DF,茂木　力也,DF,山﨑　浩介,DF,前野　貴徳,MF,長沼　洋一,MF,田中　裕人,MF,野澤　英之,MF,下川　陽太,FW,近藤　貴司,FW,丹羽　詩温,FW,山瀬　功治,大宮アルディージャ,高木　琢也,GK,加藤　有輝,DF,奥井　諒,DF,櫛引　一紀,DF,菊地　光将,DF,河面　旺成,MF,小島　幹敏,MF,石川　俊輝,MF,奥抜　侃志,MF,ダヴィッド　バブンスキー,MF,イッペイ　シノヅカ,FW,ロビン　シモヴィッチ,https://data.j-league.or.jp/SFMS02/?match_card_id=22112
22113,2019/08/31,18:03,山梨中銀スタジアム,"10,083  人",晴,28.4,72%,ヴァンフォーレ甲府,伊藤　彰,GK,河田　晃兵,DF,武岡　優斗,DF,小出　悠太,DF,エデル　リマ,MF,湯澤　聖人,MF,小椋　祥平,MF,佐藤　和弘,MF,内田　健太,FW,横谷　繁,FW,ピーター　ウタカ,FW,ドゥドゥ,大宮アルディージャ,高木　琢也,GK,加藤　有輝,DF,奥井　諒,DF,櫛引　一紀,DF,河本　裕之,DF,河面　旺成,MF,小島　幹敏,MF,石川　俊輝,MF,茨田　陽生,MF,奥抜　侃志,MF,イッペイ　シノヅカ,FW,フアンマ　デルガド,https://data.j-league.or.jp/SFMS02/?match_card_id=22113
22114,2019/08/31,18:04,トランスコスモススタジアム長崎,"9,037  人",曇,23.0,81%,Ｖ・ファーレン長崎,手倉森　誠,GK,富澤　雅也,DF,亀川　諒史,DF,徳永　悠平,DF,角田　誠,DF,香川　勇気,MF,大竹　洋平,MF,カイオ　セザール,MF,秋野　央樹,MF,澤田　崇,FW,玉田　圭司,FW,呉屋　大翔,東京ヴェルディ,永井　秀樹,GK,上福元　直人,DF,クレビーニョ,DF,近藤　直也,DF,内田　達也,DF,奈良輪　雄太,MF,梶川　諒太,MF,山本　理仁,MF,森田　晃樹,FW,小池　純輝,FW,レアンドロ,FW,新井　瑞希,https://data.j-league.or.jp/SFMS02/?match_card_id=22114
22115,2019/08/31,19:03,ＮＤソフトスタジアム山形,"11,789  人",晴,23.2,64%,モンテディオ山形,木山　隆之,GK,櫛引　政敏,DF,加賀　健一,DF,栗山　直樹,DF,熊本　雄太,MF,柳　貴博,MF,本田　拓也,MF,中村　駿,MF,山田　拓巳,FW,坂元　達裕,FW,大槻　周平,FW,南　秀仁,横浜ＦＣ,下平　隆宏,GK,南　雄太,DF,北爪　健吾,DF,伊野波　雅彦,DF,カルフィン　ヨン　ア　ピン,DF,武田　英二郎,MF,田代　真一,MF,松井　大輔,MF,中村　俊輔,MF,中山　克広,FW,斉藤　光毅,FW,イバ,https://data.j-league.or.jp/SFMS02/?match_card_id=22115
22116,2019/08/31,19:03,三協フロンテア柏スタジアム,"12,926  人",曇,27.7,65%,柏レイソル,ネルシーニョ,GK,中村　航輔,DF,田中　陸,DF,染谷　悠太,DF,鎌田　次郎,DF,古賀　太陽,MF,クリスティアーノ,MF,ヒシャルジソン,MF,大谷　秀和,MF,瀬川　祐輔,FW,オルンガ,FW,江坂　任,アルビレックス新潟,吉永　一明,GK,大谷　幸輝,DF,新井　直人,DF,舞行龍ジェームズ,DF,大武　峻,DF,堀米　悠斗,MF,戸嶋　祥郎,MF,カウエ,MF,フランシス,MF,シルビーニョ,MF,渡邉　新太,FW,レオナルド,https://data.j-league.or.jp/SFMS02/?match_card_id=22116
22117,2019/08/31,19:03,石川県西部緑地公園陸上競技場,"4,114  人",晴,26.2,72%,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,長谷川　巧,DF,廣井　友信,DF,山本　義道,DF,小島　雅也,MF,大石　竜平,MF,大橋　尚志,MF,藤村　慶太,MF,加藤　大樹,FW,垣田　裕暉,FW,クルーニー,鹿児島ユナイテッドＦＣ,金　鍾成,GK,アン　ジュンス,DF,酒本　憲幸,DF,ヨン　ジェミン,DF,水本　勝成,DF,砂森　和也,MF,八反田　康平,MF,中原　秀人,MF,五領　淳樹,MF,枝本　雄一郎,MF,牛之濵　拓,FW,ルカオ,https://data.j-league.or.jp/SFMS02/?match_card_id=22117
22118,2019/08/31,19:04,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"5,109  人",雨のち曇,23.6,86%,徳島ヴォルティス,リカルド　ロドリゲス,GK,梶川　裕嗣,DF,石井　秀典,DF,ヨルディ　バイス,DF,内田　裕斗,MF,岩尾　憲,MF,小西　雄大,MF,渡井　理己,MF,清武　功暉,MF,岸本　武流,MF,野村　直輝,FW,河田　篤秀,京都サンガF.C.,中田　一三,GK,加藤　順大,DF,黒木　恭平,DF,本多　勇喜,DF,安藤　淳,DF,石櫃　洋祐,MF,庄司　悦大,MF,仙頭　啓矢,MF,小屋松　知哉,MF,福岡　慎平,FW,宮吉　拓実,FW,一美　和成,https://data.j-league.or.jp/SFMS02/?match_card_id=22118
22119,2019/08/31,19:03,レベルファイブスタジアム,"10,013  人",曇,25.2,60%,アビスパ福岡,久藤　清一,GK,セランテス,DF,實藤　友紀,DF,ウォン　ドゥジェ,DF,篠原　弘次郎,MF,石原　広教,MF,鈴木　惇,MF,前川　大河,MF,松田　力,MF,輪湖　直樹,MF,加藤　大,FW,ヤン　ドンヒョン,愛媛ＦＣ,川井　健太,GK,岡本　昌弘,DF,茂木　力也,DF,山﨑　浩介,DF,前野　貴徳,MF,長沼　洋一,MF,田中　裕人,MF,野澤　英之,MF,下川　陽太,FW,近藤　貴司,FW,丹羽　詩温,FW,山瀬　功治,https://data.j-league.or.jp/SFMS02/?match_card_id=22119
22120,2019/08/31,19:03,タピック県総ひやごんスタジアム,"6,163  人",晴,29.7,67%,ＦＣ琉球,樋口　靖洋,GK,カルバハル,DF,西岡　大志,DF,西河　翔吾,DF,福井　諒司,DF,徳元　悠平,DF,鳥養　祐矢,MF,小松　駿太,MF,小野　伸二,MF,上里　一将,MF,富所　悠,FW,上門　知樹,ＦＣ岐阜,北野　誠,GK,ビクトル,DF,甲斐　健太郎,DF,當間　建文,DF,竹田　忠嗣,DF,柳澤　亘,MF,宮本　航汰,MF,塚川　孝輝,MF,フレデリック,MF,馬場　賢治,FW,川西　翔太,FW,前田　遼一,https://data.j-league.or.jp/SFMS02/?match_card_id=22120
22121,2019/09/01,18:03,栃木県グリーンスタジアム,"5,341  人",晴時々曇,26.7,71%,栃木ＳＣ,田坂　和昭,GK,ユ　ヒョン,DF,川田　拳登,DF,藤原　広太朗,DF,乾　大知,MF,浜下　瑛,MF,ヘニキ,MF,古波津　辰希,MF,和田　達也,FW,三宅　海斗,FW,キム　ヒョン,FW,西谷　和希,水戸ホーリーホック,長谷部　茂利,GK,松井　謙弥,DF,岸田　翔平,DF,細川　淳矢,DF,宮　大樹,DF,志知　孝明,MF,福満　隆貴,MF,白井　永地,MF,前　寛之,MF,木村　祐志,MF,黒川　淳史,FW,小川　航基,https://data.j-league.or.jp/SFMS02/?match_card_id=22121
22122,2019/09/01,18:03,町田市立陸上競技場,"4,052  人",曇のち雨のち晴,27.1,77%,ＦＣ町田ゼルビア,相馬　直樹,GK,増田　卓也,DF,藤井　航大,DF,小林　友希,DF,奥山　政幸,DF,佐野　海舟,MF,森村　昂太,MF,李　漢宰,MF,平戸　太貴,MF,ロメロ　フランク,FW,土居　柊太,FW,中島　裕希,ジェフユナイテッド千葉,江尻　篤彦,GK,鈴木　椋大,DF,米倉　恒貴,DF,鳥海　晃司,DF,増嶋　竜也,DF,下平　匠,MF,茶島　雄介,MF,佐藤　勇人,MF,小島　秀仁,MF,為田　大貴,FW,船山　貴之,FW,クレーベ,https://data.j-league.or.jp/SFMS02/?match_card_id=22122
22123,2019/09/01,19:03,維新みらいふスタジアム,"4,476  人",曇のち雨,22.9,90%,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,前　貴之,DF,楠本　卓海,DF,菊池　流帆,MF,田中　パウロ淳一,MF,三幸　秀稔,MF,高　宇洋,MF,石田　崚真,FW,佐々木　匠,FW,工藤　壮人,FW,山下　敬大,ファジアーノ岡山,有馬　賢二,GK,一森　純,DF,増谷　幸祐,DF,濱田　水輝,DF,田中　裕介,DF,廣木　雄磨,MF,関戸　健二,MF,喜山　康平,MF,上田　康太,MF,仲間　隼斗,FW,イ　ヨンジェ,FW,山本　大貴,https://data.j-league.or.jp/SFMS02/?match_card_id=22123
22124,2019/09/07,18:04,ニッパツ三ツ沢球技場,"8,729  人",晴,29.1,74%,横浜ＦＣ,下平　隆宏,GK,南　雄太,DF,北爪　健吾,DF,伊野波　雅彦,DF,カルフィン　ヨン　ア　ピン,DF,武田　英二郎,MF,田代　真一,MF,松井　大輔,MF,レアンドロ　ドミンゲス,MF,中山　克広,MF,松尾　佑介,FW,イバ,ヴァンフォーレ甲府,伊藤　彰,GK,河田　晃兵,DF,武岡　優斗,DF,小出　悠太,DF,エデル　リマ,MF,湯澤　聖人,MF,小椋　祥平,MF,佐藤　和弘,MF,内田　健太,FW,横谷　繁,FW,ピーター　ウタカ,FW,ドゥドゥ,https://data.j-league.or.jp/SFMS02/?match_card_id=22124
22125,2019/09/07,19:03,ＮＡＣＫ５スタジアム大宮,"9,274  人",曇,29.6,67%,大宮アルディージャ,高木　琢也,GK,加藤　有輝,DF,奥井　諒,DF,櫛引　一紀,DF,河本　裕之,DF,河面　旺成,MF,大山　啓輔,MF,三門　雄大,MF,茨田　陽生,FW,ロビン　シモヴィッチ,FW,大前　元紀,FW,吉永　昇偉,ＦＣ町田ゼルビア,相馬　直樹,GK,増田　卓也,DF,藤井　航大,DF,小林　友希,DF,奥山　政幸,DF,下坂　晃城,MF,森村　昂太,MF,李　漢宰,MF,平戸　太貴,MF,ロメロ　フランク,FW,土居　柊太,FW,中島　裕希,https://data.j-league.or.jp/SFMS02/?match_card_id=22125
22126,2019/09/07,19:03,デンカビッグスワンスタジアム,"14,232  人",晴,29.5,51%,アルビレックス新潟,吉永　一明,GK,大谷　幸輝,DF,新井　直人,DF,舞行龍ジェームズ,DF,大武　峻,DF,堀米　悠斗,MF,戸嶋　祥郎,MF,高木　善朗,MF,フランシス,MF,シルビーニョ,MF,渡邉　新太,FW,レオナルド,ジェフユナイテッド千葉,江尻　篤彦,GK,鈴木　椋大,DF,米倉　恒貴,DF,鳥海　晃司,DF,新井　一耀,DF,下平　匠,MF,堀米　勇輝,MF,佐藤　勇人,MF,小島　秀仁,MF,為田　大貴,FW,クレーベ,FW,船山　貴之,https://data.j-league.or.jp/SFMS02/?match_card_id=22126
22127,2019/09/07,19:03,岐阜メモリアルセンター長良川競技場,"6,544  人",曇,28.8,76%,ＦＣ岐阜,北野　誠,GK,ヤン　オレ　ジーバース,DF,甲斐　健太郎,DF,竹田　忠嗣,DF,當間　建文,DF,柳澤　亘,MF,宮本　航汰,MF,塚川　孝輝,MF,フレデリック,MF,馬場　賢治,FW,前田　遼一,FW,川西　翔太,栃木ＳＣ,田坂　和昭,GK,ユ　ヒョン,DF,田代　雅也,DF,乾　大知,DF,森下　怜哉,MF,浜下　瑛,MF,ヘニキ,MF,古波津　辰希,MF,和田　達也,FW,三宅　海斗,FW,大黒　将志,FW,西谷　和希,https://data.j-league.or.jp/SFMS02/?match_card_id=22127
22128,2019/09/07,19:03,タピック県総ひやごんスタジアム,"2,683  人",曇時々雨,27.8,72%,ＦＣ琉球,樋口　靖洋,GK,カルバハル,DF,鳥養　祐矢,DF,岡﨑　亮平,DF,福井　諒司,DF,徳元　悠平,MF,風間　宏矢,MF,上里　一将,MF,小野　伸二,MF,富所　悠,FW,上門　知樹,FW,山田　寛人,鹿児島ユナイテッドＦＣ,金　鍾成,GK,アン　ジュンス,DF,酒本　憲幸,DF,ヨン　ジェミン,DF,水本　勝成,DF,砂森　和也,MF,八反田　康平,MF,ニウド,MF,五領　淳樹,MF,枝本　雄一郎,MF,牛之濵　拓,FW,ルカオ,https://data.j-league.or.jp/SFMS02/?match_card_id=22128
22129,2019/09/07,18:03,トランスコスモススタジアム長崎,"8,628  人",曇,27.7,86%,Ｖ・ファーレン長崎,手倉森　誠,GK,富澤　雅也,DF,亀川　諒史,DF,徳永　悠平,DF,黒木　聖仁,DF,香川　勇気,MF,大竹　洋平,MF,カイオ　セザール,MF,秋野　央樹,MF,澤田　崇,FW,玉田　圭司,FW,呉屋　大翔,アビスパ福岡,久藤　清一,GK,セランテス,DF,山田　将之,DF,實藤　友紀,DF,篠原　弘次郎,MF,石原　広教,MF,鈴木　惇,MF,前川　大河,MF,松田　力,MF,輪湖　直樹,MF,加藤　大,FW,ヤン　ドンヒョン,https://data.j-league.or.jp/SFMS02/?match_card_id=22129
22130,2019/09/07,19:03,三協フロンテア柏スタジアム,"10,745  人",晴,28.4,74%,柏レイソル,ネルシーニョ,GK,中村　航輔,DF,瀬川　祐輔,DF,染谷　悠太,DF,鎌田　次郎,DF,古賀　太陽,MF,クリスティアーノ,MF,ヒシャルジソン,MF,大谷　秀和,MF,マテウス　サヴィオ,FW,ジュニオール　サントス,FW,江坂　任,モンテディオ山形,木山　隆之,GK,櫛引　政敏,DF,加賀　健一,DF,栗山　直樹,DF,熊本　雄太,MF,柳　貴博,MF,本田　拓也,MF,中村　駿,MF,山田　拓巳,FW,坂元　達裕,FW,大槻　周平,FW,山岸　祐也,https://data.j-league.or.jp/SFMS02/?match_card_id=22130
22131,2019/09/08,18:03,ケーズデンキスタジアム水戸,"5,377  人",晴,28.3,83%,水戸ホーリーホック,長谷部　茂利,GK,松井　謙弥,DF,岸田　翔平,DF,ンドカ　ボニフェイス,DF,宮　大樹,DF,志知　孝明,MF,福満　隆貴,MF,白井　永地,MF,前　寛之,MF,木村　祐志,MF,黒川　淳史,FW,清水　慎太郎,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,小島　雅也,DF,廣井　友信,DF,山本　義道,DF,沼田　圭悟,MF,大石　竜平,MF,大橋　尚志,MF,藤村　慶太,MF,加藤　大樹,FW,垣田　裕暉,FW,クルーニー,https://data.j-league.or.jp/SFMS02/?match_card_id=22131
22132,2019/09/08,16:04,味の素フィールド西が丘,"2,331  人",晴のち曇,31.3,59%,東京ヴェルディ,永井　秀樹,GK,上福元　直人,DF,クレビーニョ,DF,近藤　直也,DF,内田　達也,DF,奈良輪　雄太,MF,山本　理仁,MF,梶川　諒太,MF,森田　晃樹,FW,ジャイルトン　パライバ,FW,レアンドロ,FW,井上　潮音,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,前　貴之,DF,菊池　流帆,DF,楠本　卓海,DF,石田　崚真,MF,三幸　秀稔,MF,吉濱　遼平,FW,田中　パウロ淳一,FW,山下　敬大,FW,工藤　壮人,FW,高井　和馬,https://data.j-league.or.jp/SFMS02/?match_card_id=22132
22133,2019/09/08,19:03,シティライトスタジアム,"13,098  人",晴,29.4,64%,ファジアーノ岡山,有馬　賢二,GK,一森　純,DF,増谷　幸祐,DF,濱田　水輝,DF,田中　裕介,DF,廣木　雄磨,MF,関戸　健二,MF,上田　康太,MF,喜山　康平,MF,仲間　隼斗,FW,イ　ヨンジェ,FW,山本　大貴,京都サンガF.C.,中田　一三,GK,若原　智哉,DF,田中　マルクス闘莉王,DF,黒木　恭平,DF,本多　勇喜,DF,安藤　淳,DF,石櫃　洋祐,MF,庄司　悦大,MF,仙頭　啓矢,MF,小屋松　知哉,MF,福岡　慎平,FW,一美　和成,https://data.j-league.or.jp/SFMS02/?match_card_id=22133
