,日付,キックオフ時刻,スタジアム,入場者数,天候,気温,湿度,H_team,H_監督,H_ポジション1,H_選手1,H_ポジション2,H_選手2,H_ポジション3,H_選手3,H_ポジション4,H_選手4,H_ポジション5,H_選手5,H_ポジション6,H_選手6,H_ポジション7,H_選手7,H_ポジション8,H_選手8,H_ポジション9,H_選手9,H_ポジション10,H_選手10,H_ポジション11,H_選手11,A_team,A_監督,A_ポジション1,A_選手1,A_ポジション2,A_選手2,A_ポジション3,A_選手3,A_ポジション4,A_選手4,A_ポジション5,A_選手5,A_ポジション6,A_選手6,A_ポジション7,A_選手7,A_ポジション8,A_選手8,A_ポジション9,A_選手9,A_ポジション10,A_選手10,A_ポジション11,A_選手11,url
20568,2018/10/17,19:04,維新みらいふスタジアム,"3,133  人",曇,16.2,73%,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,前　貴之,DF,渡辺　広大,DF,廣木　雄磨,DF,瀬川　和樹,MF,三幸　秀稔,MF,佐藤　健太郎,FW,高木　大輔,FW,大石　治寿,FW,岸田　和人,FW,オナイウ　阿道,ＦＣ町田ゼルビア,相馬　直樹,GK,福井　光輝,DF,大谷　尚輝,DF,酒井　隆介,DF,藤井　航大,DF,奥山　政幸,MF,平戸　太貴,MF,ロメロ　フランク,MF,土居　柊太,MF,山内　寛史,FW,杉森　考起,FW,中島　裕希,https://data.j-league.or.jp/SFMS02/?match_card_id=20568
20569,2018/08/04,18:03,フクダ電子アリーナ,"12,336  人",晴,29.2,75%,ジェフユナイテッド千葉,ギジェルモ,GK,ロドリゲス,DF,溝渕　雄志,DF,鳥海　晃司,DF,近藤　直也,DF,乾　貴哉,MF,船山　貴之,MF,工藤　浩平,MF,佐藤　勇人,MF,矢田　旭,FW,ラリベイ,FW,清武　功暉,松本山雅ＦＣ,反町　康治,GK,守田　達弥,DF,飯田　真輝,DF,橋内　優也,DF,浦田　延尚,MF,岩上　祐三,MF,岩間　雄大,MF,藤田　息吹,MF,石原　崇兆,MF,中美　慶哉,FW,永井　龍,FW,前田　大然,https://data.j-league.or.jp/SFMS02/?match_card_id=20569
20570,2018/08/04,18:03,味の素スタジアム,"5,350  人",晴,29.7,69%,東京ヴェルディ,ロティーナ,GK,上福元　直人,DF,田村　直也,DF,井林　章,DF,畠中　槙之輔,DF,奈良輪　雄太,MF,内田　達也,MF,渡辺　皓太,MF,梶川　諒太,FW,藤本　寛也,FW,アラン　ピニェイロ,FW,ドウグラス　ヴィエイラ,大宮アルディージャ,石井　正忠,GK,笠原　昂史,DF,酒井　宣福,DF,山越　康平,DF,河本　裕之,DF,河面　旺成,MF,嶋田　慎太郎,MF,大山　啓輔,MF,三門　雄大,MF,茨田　陽生,FW,富山　貴光,FW,大前　元紀,https://data.j-league.or.jp/SFMS02/?match_card_id=20570
20571,2018/08/04,18:03,ニッパツ三ツ沢球技場,"3,873  人",晴,29.5,76%,横浜ＦＣ,タヴァレス,GK,南　雄太,DF,藤井　悠太,DF,ペ　スンジン,DF,カルフィン　ヨン　ア　ピン,MF,北爪　健吾,MF,渡邊　一仁,MF,佐藤　謙介,MF,野村　直輝,MF,田所　諒,FW,イバ,FW,戸島　章,ＦＣ町田ゼルビア,相馬　直樹,GK,福井　光輝,DF,奥山　政幸,DF,大谷　尚輝,DF,深津　康太,DF,下坂　晃城,MF,平戸　太貴,MF,井上　裕大,MF,森村　昂太,MF,土居　柊太,FW,鈴木　孝司,FW,中島　裕希,https://data.j-league.or.jp/SFMS02/?match_card_id=20571
20572,2018/08/04,18:03,山梨中銀スタジアム,"7,064  人",晴,30.2,60%,ヴァンフォーレ甲府,上野　展裕,GK,河田　晃兵,DF,今津　佑太,DF,小出　悠太,DF,エデル　リマ,MF,清水　航平,MF,窪田　良,MF,佐藤　和弘,MF,高野　遼,FW,堀米　勇輝,FW,曽根田　穣,FW,金園　英学,アビスパ福岡,井原　正巳,GK,圍　謙太朗,DF,實藤　友紀,DF,岩下　敬輔,DF,古賀　太陽,DF,輪湖　直樹,MF,ウォン　ドゥジェ,MF,ユ　インス,MF,鈴木　惇,MF,松田　力,FW,森本　貴幸,FW,石津　大介,https://data.j-league.or.jp/SFMS02/?match_card_id=20572
20573,2018/08/04,18:03,京都市西京極総合運動公園陸上競技場兼球技場,"3,949  人",晴,33.7,39%,京都サンガF.C.,ジュロヴスキー,GK,若原　智哉,DF,田中　マルクス闘莉王,DF,本多　勇喜,DF,染谷　悠太,DF,牟田　雄祐,DF,増川　隆洋,DF,石櫃　洋祐,MF,ジュニーニョ,MF,金久保　順,MF,庄司　悦大,FW,レンゾ　ロペス,モンテディオ山形,木山　隆之,GK,櫛引　政敏,DF,田村　友,DF,熊本　雄太,DF,松本　怜大,MF,三鬼　海,MF,本田　拓也,MF,中村　駿,MF,山田　拓巳,FW,南　秀仁,FW,阪野　豊史,FW,小林　成豪,https://data.j-league.or.jp/SFMS02/?match_card_id=20573
20574,2018/08/04,19:03,栃木県グリーンスタジアム,"3,763  人",晴,28.8,68%,栃木ＳＣ,横山　雄次,GK,竹重　安希彦,DF,パウロン,DF,服部　康平,DF,福岡　将太,MF,川田　拳登,MF,ヘニキ,MF,岡﨑　建哉,MF,夛田　凌輔,FW,浜下　瑛,FW,大黒　将志,FW,西谷　和希,ＦＣ岐阜,大木　武,GK,ビクトル,DF,阿部　正紀,DF,田森　大己,DF,北谷　史孝,DF,福村　貴幸,MF,中島　賢星,MF,宮本　航汰,MF,三島　頌平,FW,風間　宏矢,FW,ライアン　デ　フリース,FW,山岸　祐也,https://data.j-league.or.jp/SFMS02/?match_card_id=20574
20575,2018/08/04,19:03,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"4,457  人",晴,31.9,47%,徳島ヴォルティス,リカルド　ロドリゲス,GK,梶川　裕嗣,DF,藤原　広太朗,DF,石井　秀典,DF,井筒　陸也,MF,広瀬　陸斗,MF,岩尾　憲,MF,シシーニョ,MF,大本　祐槻,MF,島屋　八徳,MF,前川　大河,FW,ピーター　ウタカ,水戸ホーリーホック,長谷部　茂利,GK,松井　謙弥,DF,田向　泰輝,DF,伊藤　槙人,DF,細川　淳矢,DF,ジエゴ,MF,茂木　駿佑,MF,前　寛之,MF,小島　幹敏,MF,木村　祐志,MF,伊藤　涼太郎,FW,宮本　拓弥,https://data.j-league.or.jp/SFMS02/?match_card_id=20575
20576,2018/08/04,19:03,ニンジニアスタジアム,"3,370  人",晴,27.0,76%,愛媛ＦＣ,川井　健太,GK,岡本　昌弘,DF,小暮　大器,DF,林堂　眞,DF,西岡　大輝,DF,前野　貴徳,MF,田中　裕人,MF,野澤　英之,MF,小池　純輝,FW,神谷　優太,FW,藤本　佳希,FW,近藤　貴司,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,廣木　雄磨,DF,渡辺　広大,DF,ヘナン,DF,鳥養　祐矢,MF,大﨑　淳矢,MF,三幸　秀稔,MF,高井　和馬,MF,山下　敬大,FW,高木　大輔,FW,オナイウ　阿道,https://data.j-league.or.jp/SFMS02/?match_card_id=20576
20577,2018/08/05,18:04,シティライトスタジアム,"10,594  人",晴,33.9,46%,ファジアーノ岡山,長澤　徹,GK,金山　隼樹,DF,後藤　圭太,DF,増田　繁人,DF,喜山　康平,MF,椋原　健太,MF,関戸　健二,MF,上田　康太,MF,三村　真,FW,赤嶺　真吾,FW,ジョン　チュングン,FW,伊藤　大介,カマタマーレ讃岐,北野　誠,GK,清水　健太,DF,荒堀　謙次,DF,岡村　和哉,DF,麻田　将吾,DF,アレックス,MF,佐々木　匠,MF,永田　亮太,MF,渡邉　大剛,MF,田中　英雄,MF,高木　和正,FW,原　一樹,https://data.j-league.or.jp/SFMS02/?match_card_id=20577
20578,2018/08/05,19:03,えがお健康スタジアム,"3,894  人",晴,30.1,62%,ロアッソ熊本,渋谷　洋樹,GK,畑　実,DF,多々良　敦斗,DF,村上　巧,DF,青木　剛,MF,田中　達也,MF,中山　雄登,MF,上村　周平,MF,伊東　俊,MF,黒木　晃平,FW,安　柄俊,FW,皆川　佑介,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,毛利　駿也,DF,庄司　朋乃也,DF,作田　裕次,DF,沼田　圭悟,MF,宮崎　幾笑,MF,藤村　慶太,MF,梅鉢　貴秀,MF,加藤　大樹,FW,清原　翔平,FW,垣田　裕暉,https://data.j-league.or.jp/SFMS02/?match_card_id=20578
20579,2018/08/05,19:03,大分銀行ドーム,"5,635  人",晴,31.0,66%,大分トリニータ,片野坂　知宏,GK,高木　駿,DF,岩田　智輝,DF,鈴木　義宜,DF,福森　直也,MF,那須川　将大,MF,松本　怜,MF,丸谷　拓也,MF,前田　凌佑,FW,小手川　宏基,FW,伊佐　耕平,FW,三平　和司,アルビレックス新潟,鈴木　政一,GK,大谷　幸輝,DF,安田　理大,DF,広瀬　健太,DF,ソン　ジュフン,DF,渡邊　泰基,MF,小川　佳純,MF,加藤　大,MF,戸嶋　祥郎,MF,高木　善朗,FW,矢野　貴章,FW,田中　達也,https://data.j-league.or.jp/SFMS02/?match_card_id=20579
20580,2018/08/11,18:03,ＮＤソフトスタジアム山形,"13,609  人",晴,26.4,61%,モンテディオ山形,木山　隆之,GK,児玉　剛,DF,西村　竜馬,DF,熊本　雄太,DF,坂井　達弥,MF,三鬼　海,MF,中村　駿,MF,本田　拓也,MF,山田　拓巳,FW,南　秀仁,FW,フェリペ　アウベス,FW,小林　成豪,東京ヴェルディ,ロティーナ,GK,上福元　直人,DF,田村　直也,DF,井林　章,DF,畠中　槙之輔,DF,奈良輪　雄太,MF,内田　達也,MF,渡辺　皓太,MF,梶川　諒太,FW,藤本　寛也,FW,アラン　ピニェイロ,FW,ドウグラス　ヴィエイラ,https://data.j-league.or.jp/SFMS02/?match_card_id=20580
20581,2018/08/11,18:03,岐阜メモリアルセンター長良川競技場,"7,003  人",晴,32.5,56%,ＦＣ岐阜,大木　武,GK,ビクトル,DF,阿部　正紀,DF,田森　大己,DF,竹田　忠嗣,DF,福村　貴幸,MF,三島　頌平,MF,宮本　航汰,MF,中島　賢星,FW,山岸　祐也,FW,風間　宏矢,FW,薮内　健人,京都サンガF.C.,ジュロヴスキー,GK,若原　智哉,DF,本多　勇喜,DF,染谷　悠太,DF,増川　隆洋,DF,石櫃　洋祐,MF,仙頭　啓矢,MF,ジュニーニョ,MF,金久保　順,MF,庄司　悦大,FW,レンゾ　ロペス,FW,岩崎　悠人,https://data.j-league.or.jp/SFMS02/?match_card_id=20581
20582,2018/08/11,18:03,Ｐｉｋａｒａスタジアム,"2,981  人",曇のち雨のち曇,31.5,69%,カマタマーレ讃岐,北野　誠,GK,清水　健太,DF,渡邉　大剛,DF,パク　チャニョン,DF,中島　大貴,DF,アレックス,MF,佐々木　匠,MF,田中　英雄,MF,永田　亮太,MF,高木　和正,FW,原　一樹,FW,木島　徹也,松本山雅ＦＣ,反町　康治,GK,守田　達弥,DF,飯田　真輝,DF,橋内　優也,DF,浦田　延尚,MF,岩上　祐三,MF,岩間　雄大,MF,藤田　息吹,MF,石原　崇兆,MF,中美　慶哉,FW,前田　大然,FW,永井　龍,https://data.j-league.or.jp/SFMS02/?match_card_id=20582
20583,2018/08/11,18:03,レベルファイブスタジアム,"9,012  人",曇,32.8,58%,アビスパ福岡,井原　正巳,GK,圍　謙太朗,DF,實藤　友紀,DF,岩下　敬輔,DF,輪湖　直樹,DF,古賀　太陽,MF,ウォン　ドゥジェ,MF,鈴木　惇,MF,石津　大介,FW,森本　貴幸,FW,松田　力,FW,ドゥドゥ,水戸ホーリーホック,長谷部　茂利,GK,松井　謙弥,DF,田向　泰輝,DF,伊藤　槙人,DF,細川　淳矢,DF,福井　諒司,MF,茂木　駿佑,MF,前　寛之,MF,小島　幹敏,MF,木村　祐志,MF,伊藤　涼太郎,FW,宮本　拓弥,https://data.j-league.or.jp/SFMS02/?match_card_id=20583
20584,2018/08/11,19:03,デンカビッグスワンスタジアム,"15,103  人",晴,25.7,57%,アルビレックス新潟,片渕　浩一郎,GK,大谷　幸輝,DF,安田　理大,DF,広瀬　健太,DF,ソン　ジュフン,DF,渡邊　泰基,MF,原　輝綺,MF,小川　佳純,MF,戸嶋　祥郎,MF,河田　篤秀,FW,ターレス,FW,田中　達也,栃木ＳＣ,横山　雄次,GK,竹重　安希彦,DF,パウロン,DF,服部　康平,DF,福岡　将太,MF,川田　拳登,MF,ヘニキ,MF,岡﨑　建哉,MF,夛田　凌輔,FW,浜下　瑛,FW,大黒　将志,FW,西谷　和希,https://data.j-league.or.jp/SFMS02/?match_card_id=20584
20585,2018/08/11,19:03,石川県西部緑地公園陸上競技場,"4,598  人",晴,26.6,75%,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,毛利　駿也,DF,庄司　朋乃也,DF,廣井　友信,DF,沼田　圭悟,MF,宮崎　幾笑,MF,藤村　慶太,MF,梅鉢　貴秀,MF,加藤　大樹,FW,清原　翔平,FW,垣田　裕暉,ヴァンフォーレ甲府,上野　展裕,GK,河田　晃兵,DF,湯澤　聖人,DF,小出　悠太,DF,エデル　リマ,DF,清水　航平,MF,佐藤　和弘,MF,山本　英臣,MF,窪田　良,FW,堀米　勇輝,FW,金園　英学,FW,曽根田　穣,https://data.j-league.or.jp/SFMS02/?match_card_id=20585
20586,2018/08/11,19:03,えがお健康スタジアム,"5,423  人",晴,30.7,53%,ロアッソ熊本,渋谷　洋樹,GK,畑　実,DF,多々良　敦斗,DF,村上　巧,DF,青木　剛,MF,田中　達也,MF,上里　一将,MF,横山　知伸,MF,上村　周平,MF,高瀬　優孝,FW,安　柄俊,FW,皆川　佑介,横浜ＦＣ,タヴァレス,GK,南　雄太,DF,ペ　スンジン,DF,田代　真一,DF,カルフィン　ヨン　ア　ピン,MF,北爪　健吾,MF,渡邊　一仁,MF,佐藤　謙介,MF,野村　直輝,MF,田所　諒,MF,レアンドロ　ドミンゲス,FW,イバ,https://data.j-league.or.jp/SFMS02/?match_card_id=20586
20587,2018/08/11,19:03,大分銀行ドーム,"11,064  人",曇時々雨,28.4,75%,大分トリニータ,片野坂　知宏,GK,高木　駿,DF,岩田　智輝,DF,鈴木　義宜,DF,福森　直也,MF,那須川　将大,MF,松本　怜,MF,丸谷　拓也,MF,前田　凌佑,FW,小手川　宏基,FW,伊佐　耕平,FW,三平　和司,ファジアーノ岡山,長澤　徹,GK,金山　隼樹,DF,後藤　圭太,DF,増田　繁人,DF,喜山　康平,MF,澤口　雅彦,MF,関戸　健二,MF,上田　康太,MF,椋原　健太,FW,赤嶺　真吾,FW,ジョン　チュングン,FW,伊藤　大介,https://data.j-league.or.jp/SFMS02/?match_card_id=20587
20588,2018/08/12,19:04,維新みらいふスタジアム,"7,354  人",晴,29.5,75%,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,廣木　雄磨,DF,渡辺　広大,DF,ヘナン,MF,鳥養　祐矢,MF,三幸　秀稔,MF,高井　和馬,MF,前　貴之,MF,丸岡　満,FW,岸田　和人,FW,オナイウ　阿道,徳島ヴォルティス,リカルド　ロドリゲス,GK,梶川　裕嗣,DF,藤原　広太朗,DF,石井　秀典,DF,井筒　陸也,MF,広瀬　陸斗,MF,シシーニョ,MF,内田　裕斗,MF,小西　雄大,MF,岩尾　憲,FW,島屋　八徳,FW,バラル,https://data.j-league.or.jp/SFMS02/?match_card_id=20588
20589,2018/08/12,19:03,町田市立陸上競技場,"5,075  人",晴,28.4,79%,ＦＣ町田ゼルビア,相馬　直樹,GK,福井　光輝,DF,奥山　政幸,DF,大谷　尚輝,DF,深津　康太,DF,藤井　航大,MF,平戸　太貴,MF,井上　裕大,MF,森村　昂太,MF,土居　柊太,FW,鈴木　孝司,FW,中島　裕希,ジェフユナイテッド千葉,フアン　エスナイデル,GK,佐藤　優也,DF,溝渕　雄志,DF,鳥海　晃司,DF,近藤　直也,DF,下平　匠,MF,茶島　雄介,MF,熊谷　アンドリュー,MF,工藤　浩平,FW,船山　貴之,FW,ラリベイ,FW,為田　大貴,https://data.j-league.or.jp/SFMS02/?match_card_id=20589
20590,2018/08/12,19:33,ニンジニアスタジアム,"3,597  人",晴,27.3,83%,愛媛ＦＣ,川井　健太,GK,岡本　昌弘,DF,安藤　淳,DF,西岡　大輝,DF,前野　貴徳,DF,玉林　睦実,MF,小池　純輝,MF,田中　裕人,MF,野澤　英之,MF,神谷　優太,FW,藤本　佳希,FW,近藤　貴司,大宮アルディージャ,石井　正忠,GK,笠原　昂史,DF,酒井　宣福,DF,山越　康平,DF,畑尾　大翔,DF,河面　旺成,MF,茨田　陽生,MF,大山　啓輔,MF,三門　雄大,MF,マテウス,FW,富山　貴光,FW,大前　元紀,https://data.j-league.or.jp/SFMS02/?match_card_id=20590
20591,2018/08/18,18:03,ケーズデンキスタジアム水戸,"6,122  人",晴,21.5,59%,水戸ホーリーホック,長谷部　茂利,GK,松井　謙弥,DF,田向　泰輝,DF,伊藤　槙人,DF,細川　淳矢,DF,ジエゴ,MF,田中　恵太,MF,前　寛之,MF,小島　幹敏,MF,木村　祐志,FW,ジェフェルソン　バイアーノ,FW,岸本　武流,ジェフユナイテッド千葉,フアン　エスナイデル,GK,佐藤　優也,DF,溝渕　雄志,DF,鳥海　晃司,DF,近藤　直也,DF,下平　匠,MF,茶島　雄介,MF,熊谷　アンドリュー,MF,矢田　旭,FW,船山　貴之,FW,指宿　洋史,FW,為田　大貴,https://data.j-league.or.jp/SFMS02/?match_card_id=20591
20592,2018/08/18,18:03,味の素スタジアム,"9,214  人",晴,24.8,54%,東京ヴェルディ,ロティーナ,GK,上福元　直人,DF,田村　直也,DF,井林　章,DF,平　智広,DF,奈良輪　雄太,MF,内田　達也,MF,佐藤　優平,MF,梶川　諒太,FW,藤本　寛也,FW,泉澤　仁,FW,ドウグラス　ヴィエイラ,大分トリニータ,片野坂　知宏,GK,高木　駿,DF,鈴木　義宜,DF,福森　直也,DF,岩田　智輝,MF,那須川　将大,MF,松本　怜,MF,小手川　宏基,MF,前田　凌佑,MF,丸谷　拓也,FW,伊佐　耕平,FW,馬場　賢治,https://data.j-league.or.jp/SFMS02/?match_card_id=20592
20593,2018/08/18,18:03,ニッパツ三ツ沢球技場,"5,002  人",晴,23.8,57%,横浜ＦＣ,タヴァレス,GK,南　雄太,DF,ペ　スンジン,DF,田代　真一,DF,カルフィン　ヨン　ア　ピン,MF,北爪　健吾,MF,渡邊　一仁,MF,佐藤　謙介,MF,野村　直輝,MF,田所　諒,MF,レアンドロ　ドミンゲス,FW,イバ,カマタマーレ讃岐,北野　誠,GK,清水　健太,DF,市村　篤司,DF,中島　大貴,DF,永田　亮太,DF,麻田　将吾,MF,渡邉　大剛,MF,田中　英雄,MF,重松　健太郎,MF,高木　和正,MF,佐々木　匠,FW,原　一樹,https://data.j-league.or.jp/SFMS02/?match_card_id=20593
20594,2018/08/18,18:03,山梨中銀スタジアム,"7,087  人",晴,24.7,45%,ヴァンフォーレ甲府,上野　展裕,GK,河田　晃兵,DF,湯澤　聖人,DF,小出　悠太,DF,エデル　リマ,DF,清水　航平,MF,佐藤　和弘,MF,山本　英臣,MF,窪田　良,FW,堀米　勇輝,FW,金園　英学,FW,曽根田　穣,愛媛ＦＣ,川井　健太,GK,岡本　昌弘,DF,小池　純輝,DF,山﨑　浩介,DF,安藤　淳,DF,前野　貴徳,MF,河原　和寿,MF,田中　裕人,MF,野澤　英之,MF,小暮　大器,FW,近藤　貴司,FW,藤本　佳希,https://data.j-league.or.jp/SFMS02/?match_card_id=20594
20595,2018/08/18,19:03,栃木県グリーンスタジアム,"5,048  人",晴,21.5,58%,栃木ＳＣ,横山　雄次,GK,竹重　安希彦,DF,パウロン,DF,服部　康平,DF,福岡　将太,MF,川田　拳登,MF,ヘニキ,MF,岡﨑　建哉,MF,夛田　凌輔,FW,浜下　瑛,FW,大黒　将志,FW,西谷　和希,アビスパ福岡,井原　正巳,GK,圍　謙太朗,DF,實藤　友紀,DF,古賀　太陽,DF,篠原　弘次郎,MF,駒野　友一,MF,ウォン　ドゥジェ,MF,鈴木　惇,MF,石津　大介,MF,松田　力,FW,森本　貴幸,FW,ドゥドゥ,https://data.j-league.or.jp/SFMS02/?match_card_id=20595
20596,2018/08/18,19:04,ＮＡＣＫ５スタジアム大宮,"11,260  人",晴,23.8,47%,大宮アルディージャ,石井　正忠,GK,笠原　昂史,DF,酒井　宣福,DF,河本　裕之,DF,畑尾　大翔,DF,河面　旺成,MF,茨田　陽生,MF,大山　啓輔,MF,三門　雄大,MF,マテウス,FW,富山　貴光,FW,大前　元紀,アルビレックス新潟,片渕　浩一郎,GK,大谷　幸輝,DF,広瀬　健太,DF,富澤　清太郎,DF,ソン　ジュフン,DF,渡邊　泰基,MF,戸嶋　祥郎,MF,梶山　陽平,MF,矢野　貴章,MF,高木　善朗,FW,河田　篤秀,FW,渡邉　新太,https://data.j-league.or.jp/SFMS02/?match_card_id=20596
20597,2018/08/18,19:04,松本平広域公園総合球技場,"15,841  人",晴,21.0,48%,松本山雅ＦＣ,反町　康治,GK,守田　達弥,DF,飯田　真輝,DF,橋内　優也,DF,浦田　延尚,MF,岩間　雄大,MF,藤田　息吹,MF,岩上　祐三,MF,石原　崇兆,MF,中美　慶哉,MF,セルジーニョ,FW,高崎　寛之,ＦＣ町田ゼルビア,相馬　直樹,GK,福井　光輝,DF,奥山　政幸,DF,大谷　尚輝,DF,深津　康太,DF,酒井　隆介,MF,平戸　太貴,MF,井上　裕大,MF,森村　昂太,MF,土居　柊太,FW,鈴木　孝司,FW,中島　裕希,https://data.j-league.or.jp/SFMS02/?match_card_id=20597
20598,2018/08/18,19:03,石川県西部緑地公園陸上競技場,"3,573  人",晴,26.5,50%,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,石田　崚真,DF,庄司　朋乃也,DF,作田　裕次,DF,毛利　駿也,MF,金子　昌広,MF,大橋　尚志,MF,藤村　慶太,MF,加藤　大樹,FW,清原　翔平,FW,垣田　裕暉,ファジアーノ岡山,長澤　徹,GK,金山　隼樹,DF,下口　稚葉,DF,増田　繁人,DF,喜山　康平,MF,椋原　健太,MF,末吉　隼也,MF,関戸　健二,MF,上田　康太,MF,高橋　壮也,FW,齊藤　和樹,FW,仲間　隼斗,https://data.j-league.or.jp/SFMS02/?match_card_id=20598
20599,2018/08/18,19:03,維新みらいふスタジアム,"6,060  人",晴,25.3,59%,レノファ山口ＦＣ,霜田　正浩,GK,吉満　大介,DF,渡辺　広大,DF,ヘナン,DF,廣木　雄磨,MF,前　貴之,MF,三幸　秀稔,MF,ワシントン,MF,ジュリーニョ,MF,丸岡　満,FW,オナイウ　阿道,FW,高井　和馬,京都サンガF.C.,ジュロヴスキー,GK,若原　智哉,DF,田中　マルクス闘莉王,DF,本多　勇喜,DF,染谷　悠太,DF,増川　隆洋,DF,石櫃　洋祐,MF,仙頭　啓矢,MF,ジュニーニョ,MF,金久保　順,MF,庄司　悦大,FW,レンゾ　ロペス,https://data.j-league.or.jp/SFMS02/?match_card_id=20599
20600,2018/08/18,19:03,鳴門・大塚スポーツパーク ポカリスエットスタジアム,"4,673  人",晴,26.4,64%,徳島ヴォルティス,リカルド　ロドリゲス,GK,梶川　裕嗣,DF,藤原　広太朗,DF,石井　秀典,DF,井筒　陸也,MF,広瀬　陸斗,MF,シシーニョ,MF,杉本　竜士,MF,小西　雄大,MF,前川　大河,FW,佐藤　晃大,FW,バラル,モンテディオ山形,木山　隆之,GK,櫛引　政敏,DF,西村　竜馬,DF,熊本　雄太,DF,坂井　達弥,MF,三鬼　海,MF,安西　海斗,MF,本田　拓也,MF,内田　健太,FW,楠神　順平,FW,フェリペ　アウベス,FW,小林　成豪,https://data.j-league.or.jp/SFMS02/?match_card_id=20600
20601,2018/08/19,18:03,岐阜メモリアルセンター長良川競技場,"5,093  人",晴,26.7,51%,ＦＣ岐阜,大木　武,GK,ビクトル,DF,阿部　正紀,DF,田森　大己,DF,イヨハ　理　ヘンリー,DF,福村　貴幸,MF,三島　頌平,MF,宮本　航汰,MF,中島　賢星,FW,山岸　祐也,FW,風間　宏矢,FW,薮内　健人,ロアッソ熊本,渋谷　洋樹,GK,畑　実,DF,多々良　敦斗,DF,村上　巧,DF,園田　拓也,MF,黒木　晃平,MF,中山　雄登,MF,上村　周平,MF,上里　一将,MF,田中　達也,FW,安　柄俊,FW,皆川　佑介,https://data.j-league.or.jp/SFMS02/?match_card_id=20601
20602,2018/08/25,18:03,フクダ電子アリーナ,"11,287  人",晴,29.6,74%,ジェフユナイテッド千葉,フアン　エスナイデル,GK,佐藤　優也,DF,溝渕　雄志,DF,鳥海　晃司,DF,近藤　直也,DF,下平　匠,MF,佐藤　勇人,MF,熊谷　アンドリュー,FW,船山　貴之,FW,指宿　洋史,FW,為田　大貴,FW,ラリベイ,東京ヴェルディ,ロティーナ,GK,上福元　直人,DF,田村　直也,DF,井林　章,DF,平　智広,DF,奈良輪　雄太,MF,内田　達也,MF,佐藤　優平,MF,梶川　諒太,FW,藤本　寛也,FW,泉澤　仁,FW,ドウグラス　ヴィエイラ,https://data.j-league.or.jp/SFMS02/?match_card_id=20602
20603,2018/08/25,18:03,松本平広域公園総合球技場,"13,905  人",晴,27.3,62%,松本山雅ＦＣ,反町　康治,GK,守田　達弥,DF,飯田　真輝,DF,橋内　優也,DF,浦田　延尚,MF,岩間　雄大,MF,藤田　息吹,MF,岩上　祐三,MF,石原　崇兆,MF,中美　慶哉,MF,セルジーニョ,FW,高崎　寛之,横浜ＦＣ,タヴァレス,GK,南　雄太,DF,ペ　スンジン,DF,田代　真一,DF,カルフィン　ヨン　ア　ピン,MF,北爪　健吾,MF,渡邊　一仁,MF,佐藤　謙介,MF,野村　直輝,MF,田所　諒,MF,レアンドロ　ドミンゲス,FW,イバ,https://data.j-league.or.jp/SFMS02/?match_card_id=20603
20604,2018/08/25,18:03,京都市西京極総合運動公園陸上競技場兼球技場,"5,483  人",晴,30.9,56%,京都サンガF.C.,ジュロヴスキー,GK,若原　智哉,DF,田中　マルクス闘莉王,DF,本多　勇喜,DF,染谷　悠太,DF,増川　隆洋,DF,石櫃　洋祐,MF,仙頭　啓矢,MF,ジュニーニョ,MF,金久保　順,MF,庄司　悦大,FW,レンゾ　ロペス,ヴァンフォーレ甲府,上野　展裕,GK,岡　大生,DF,湯澤　聖人,DF,今津　佑太,DF,小出　悠太,DF,エデル　リマ,DF,清水　航平,MF,佐藤　和弘,MF,フェフージン,FW,堀米　勇輝,FW,曽根田　穣,FW,金園　英学,https://data.j-league.or.jp/SFMS02/?match_card_id=20604
20605,2018/08/25,18:03,Ｐｉｋａｒａスタジアム,"2,349  人",晴,31.3,56%,カマタマーレ讃岐,北野　誠,GK,清水　健太,DF,市村　篤司,DF,パク　チャニョン,DF,竹内　彬,DF,アレックス,MF,佐々木　匠,MF,永田　亮太,MF,高木　和正,MF,渡邉　大剛,FW,重松　健太郎,FW,原　一樹,ツエーゲン金沢,柳下　正明,GK,白井　裕人,DF,石田　崚真,DF,庄司　朋乃也,DF,廣井　友信,DF,沼田　圭悟,MF,金子　昌広,MF,藤村　慶太,MF,梅鉢　貴秀,MF,加藤　大樹,MF,清原　翔平,FW,垣田　裕暉,https://data.j-league.or.jp/SFMS02/?match_card_id=20605
