,年月日,節,スタジアム,H_勝点,H_試合,H_勝,H_分,H_敗,H_得点,H_失点,H_得失点差,H_rest_days,A_勝点,A_試合,A_勝,A_分,A_敗,A_得点,A_失点,A_得失点差,A_rest_days,H_監督,A_監督,y_H_goal,y_A_goal,y_goal_deff,y_even_flg,y_H_result,J1_flg,J2_flg,J3_flg,H_DF,H_MF,H_FW,A_DF,A_MF,A_FW,H_順位,A_順位,H_Team,A_Team,train_test
1770,20170305.0,2.0,17.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,170.0,47.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,1.0,6.0,40.0,8.0,train
1771,20170305.0,2.0,81.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,-2.0,8.0,172.0,28.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,17.0,6.0,18.0,train
1772,20170305.0,2.0,20.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,7.0,163.0,59.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,6.0,16.0,38.0,31.0,train
1773,20170305.0,2.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,7.0,53.0,143.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,13.0,16.0,52.0,28.0,train
1774,20170305.0,2.0,82.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,7.0,39.0,48.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,1.0,4.0,3.0,3.0,11.0,13.0,37.0,17.0,train
1775,20170305.0,2.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,7.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,7.0,36.0,139.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,3.0,6.0,1.0,16.0,3.0,27.0,19.0,train
1776,20170304.0,2.0,85.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,96.0,37.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,4.0,5.0,1.0,13.0,6.0,35.0,16.0,train
1777,20170304.0,2.0,101.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,-4.0,6.0,100.0,123.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,3.0,4.0,3.0,6.0,22.0,9.0,24.0,train
1778,20170304.0,2.0,48.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,-1.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,92.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,13.0,11.0,3.0,13.0,train
1779,20170304.0,2.0,37.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,7.0,61.0,145.0,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,7.0,14.0,30.0,2.0,train
1780,20170304.0,2.0,104.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,6.0,150.0,119.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,1.0,4.0,4.0,2.0,16.0,16.0,22.0,33.0,train
1781,20170304.0,2.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,64.0,136.0,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,0.0,2.0,7.0,1.0,4.0,4.0,2.0,11.0,4.0,34.0,1.0,train
1782,20170304.0,2.0,25.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,6.0,20.0,108.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,6.0,1.0,6.0,3.0,26.0,21.0,train
1783,20170304.0,2.0,103.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,7.0,119.0,90.0,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,0.0,3.0,6.0,1.0,4.0,5.0,1.0,7.0,14.0,15.0,10.0,train
1784,20170304.0,2.0,21.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,16.0,40.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,7.0,14.0,32.0,train
1785,20170304.0,2.0,18.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,7.0,2.0,70.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,5.0,2.0,3.0,14.0,7.0,0.0,train
1786,20170304.0,2.0,45.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-2.0,7.0,144.0,135.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,18.0,5.0,25.0,train
1787,20170304.0,2.0,86.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,6.0,169.0,75.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,11.0,11.0,50.0,train
1788,20170226.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,44.0,59.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,5.0,1.0,0.0,0.0,8.0,31.0,train
1789,20170226.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,128.0,57.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,54.0,52.0,train
1790,20170226.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,45.0,139.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,17.0,19.0,train
1791,20170226.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,169.0,166.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,11.0,36.0,train
1792,20170226.0,1.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,150.0,104.0,0.0,1.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,1.0,3.0,4.0,3.0,0.0,0.0,22.0,9.0,train
1793,20170226.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,34.0,39.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,2.0,3.0,4.0,3.0,0.0,0.0,16.0,27.0,train
1794,20170226.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,161.0,64.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,12.0,30.0,train
1795,20170226.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,170.0,123.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,5.0,2.0,3.0,4.0,3.0,0.0,0.0,40.0,24.0,train
1796,20170226.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,163.0,119.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,0.0,0.0,38.0,33.0,train
1797,20170226.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,96.0,108.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,3.0,3.0,6.0,1.0,0.0,0.0,35.0,21.0,train
1798,20170226.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,137.0,23.0,0.0,1.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,28.0,26.0,train
1799,20170226.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,72.0,43.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,4.0,5.0,1.0,0.0,0.0,50.0,37.0,train
1800,20170225.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,139.0,150.0,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,5.0,1.0,0.0,0.0,2.0,5.0,train
1801,20170225.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,129.0,178.0,0.0,2.0,-2.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,25.0,6.0,train
1802,20170225.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,25.0,44.0,1.0,3.0,-2.0,0.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,18.0,4.0,train
1803,20170225.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,27.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,6.0,1.0,0.0,0.0,7.0,3.0,train
1804,20170225.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,88.0,18.0,0.0,1.0,-1.0,0.0,2.0,1.0,0.0,0.0,4.0,5.0,1.0,4.0,4.0,2.0,0.0,0.0,10.0,14.0,train
1805,20170225.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,130.0,70.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,train
1806,20170225.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,119.0,40.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,0.0,0.0,15.0,32.0,train
1807,20170225.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,90.0,67.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,2.0,7.0,1.0,0.0,0.0,13.0,34.0,train
1808,20161120.0,30.0,100.0,47.0,29.0,13.0,8.0,8.0,35.0,26.0,9.0,7.0,44.0,29.0,12.0,8.0,9.0,46.0,44.0,2.0,7.0,163.0,162.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,5.0,1.0,6.0,7.0,20.0,41.0,train
1809,20161120.0,42.0,91.0,40.0,41.0,11.0,7.0,23.0,43.0,69.0,-26.0,8.0,43.0,41.0,10.0,13.0,18.0,41.0,57.0,-16.0,8.0,59.0,53.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,20.0,18.0,50.0,27.0,train
1810,20161120.0,42.0,17.0,47.0,41.0,10.0,17.0,14.0,39.0,49.0,-10.0,8.0,66.0,41.0,17.0,15.0,9.0,48.0,37.0,11.0,8.0,170.0,144.0,0.0,2.0,-2.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,1.0,5.0,2.0,3.0,14.0,5.0,40.0,35.0,train
1811,20161120.0,42.0,58.0,84.0,41.0,25.0,9.0,7.0,65.0,33.0,32.0,8.0,38.0,41.0,8.0,14.0,19.0,36.0,60.0,-24.0,8.0,67.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,2.0,4.0,4.0,2.0,1.0,22.0,0.0,33.0,train
1812,20161120.0,30.0,49.0,33.0,29.0,8.0,9.0,12.0,30.0,31.0,-1.0,7.0,32.0,29.0,8.0,8.0,13.0,38.0,45.0,-7.0,7.0,42.0,79.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,11.0,12.0,59.0,58.0,train
1813,20161120.0,42.0,102.0,64.0,41.0,17.0,13.0,11.0,55.0,41.0,14.0,8.0,44.0,41.0,11.0,11.0,19.0,49.0,63.0,-14.0,8.0,160.0,106.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,3.0,5.0,2.0,6.0,17.0,36.0,24.0,train
1814,20161120.0,30.0,53.0,48.0,29.0,13.0,9.0,7.0,36.0,28.0,8.0,7.0,34.0,29.0,9.0,7.0,13.0,28.0,45.0,-17.0,7.0,38.0,82.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,3.0,5.0,2.0,5.0,10.0,47.0,29.0,train
1815,20161120.0,30.0,2.0,29.0,29.0,6.0,11.0,12.0,41.0,45.0,-4.0,7.0,58.0,29.0,17.0,7.0,5.0,36.0,18.0,18.0,7.0,142.0,128.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,15.0,2.0,43.0,23.0,train
1816,20161120.0,42.0,61.0,81.0,41.0,23.0,12.0,6.0,59.0,30.0,29.0,8.0,59.0,41.0,16.0,11.0,14.0,48.0,48.0,0.0,8.0,56.0,47.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,1.0,3.0,6.0,1.0,3.0,8.0,31.0,8.0,train
1817,20161120.0,42.0,106.0,44.0,41.0,10.0,14.0,17.0,40.0,49.0,-9.0,8.0,38.0,41.0,8.0,14.0,19.0,43.0,61.0,-18.0,8.0,141.0,118.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,4.0,2.0,16.0,21.0,21.0,39.0,train
1818,20161120.0,30.0,34.0,17.0,29.0,4.0,5.0,20.0,13.0,51.0,-38.0,7.0,38.0,29.0,10.0,8.0,11.0,42.0,39.0,3.0,7.0,121.0,86.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,16.0,9.0,45.0,60.0,train
1819,20161120.0,42.0,87.0,75.0,41.0,22.0,9.0,10.0,61.0,46.0,15.0,8.0,46.0,41.0,12.0,10.0,19.0,38.0,52.0,-14.0,8.0,75.0,134.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,15.0,13.0,54.0,train
1820,20161120.0,30.0,43.0,49.0,29.0,14.0,7.0,8.0,32.0,22.0,10.0,7.0,50.0,29.0,15.0,5.0,9.0,39.0,28.0,11.0,7.0,37.0,132.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,4.0,3.0,46.0,56.0,train
1821,20161120.0,42.0,98.0,57.0,41.0,16.0,9.0,16.0,45.0,40.0,5.0,8.0,81.0,41.0,24.0,9.0,8.0,83.0,36.0,47.0,8.0,159.0,90.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,3.0,5.0,2.0,4.0,5.0,1.0,9.0,2.0,16.0,10.0,train
1822,20161120.0,42.0,24.0,42.0,41.0,10.0,12.0,19.0,42.0,61.0,-19.0,8.0,52.0,41.0,13.0,13.0,15.0,51.0,52.0,-1.0,8.0,53.0,168.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,19.0,11.0,52.0,26.0,train
1823,20161120.0,42.0,104.0,48.0,41.0,10.0,18.0,13.0,45.0,47.0,-2.0,8.0,50.0,41.0,13.0,11.0,17.0,53.0,63.0,-10.0,8.0,150.0,43.0,0.0,2.0,-2.0,0.0,2.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,5.0,1.0,13.0,12.0,22.0,37.0,train
1824,20161120.0,30.0,6.0,30.0,29.0,8.0,6.0,15.0,28.0,43.0,-15.0,7.0,58.0,29.0,18.0,4.0,7.0,46.0,22.0,24.0,7.0,111.0,139.0,2.0,4.0,-2.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,2.0,4.0,4.0,2.0,14.0,1.0,51.0,19.0,train
1825,20161120.0,30.0,84.0,42.0,29.0,13.0,3.0,13.0,46.0,42.0,4.0,7.0,30.0,29.0,7.0,9.0,13.0,35.0,42.0,-7.0,7.0,77.0,121.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,1.0,4.0,3.0,3.0,8.0,13.0,48.0,44.0,train
1826,20161120.0,42.0,20.0,56.0,41.0,12.0,20.0,9.0,41.0,39.0,2.0,8.0,62.0,41.0,17.0,11.0,13.0,52.0,44.0,8.0,8.0,103.0,143.0,0.0,1.0,-1.0,0.0,2.0,0.0,1.0,0.0,3.0,5.0,2.0,4.0,4.0,2.0,10.0,7.0,38.0,28.0,train
1827,20161113.0,29.0,44.0,37.0,28.0,10.0,7.0,11.0,40.0,37.0,3.0,7.0,46.0,28.0,13.0,7.0,8.0,33.0,24.0,9.0,7.0,84.0,169.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,9.0,4.0,60.0,20.0,train
1828,20161113.0,29.0,51.0,55.0,28.0,17.0,4.0,7.0,43.0,22.0,21.0,7.0,17.0,28.0,4.0,5.0,19.0,13.0,48.0,-35.0,7.0,133.0,126.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,16.0,19.0,45.0,train
1829,20161113.0,29.0,13.0,31.0,28.0,8.0,7.0,13.0,25.0,44.0,-19.0,7.0,42.0,28.0,13.0,3.0,12.0,45.0,39.0,6.0,7.0,80.0,80.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,5.0,2.0,4.0,5.0,1.0,11.0,8.0,29.0,48.0,train
1830,20161113.0,29.0,63.0,58.0,28.0,17.0,7.0,4.0,36.0,17.0,19.0,8.0,46.0,28.0,13.0,7.0,8.0,31.0,22.0,9.0,8.0,122.0,40.0,0.0,1.0,-1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,5.0,23.0,46.0,train
1831,20161113.0,29.0,5.0,30.0,28.0,7.0,9.0,12.0,35.0,40.0,-5.0,8.0,30.0,28.0,7.0,9.0,12.0,28.0,31.0,-3.0,8.0,116.0,46.0,0.0,2.0,-2.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,13.0,12.0,44.0,59.0,train
1832,20161113.0,29.0,87.0,32.0,28.0,8.0,8.0,12.0,36.0,42.0,-6.0,7.0,45.0,28.0,12.0,9.0,7.0,33.0,26.0,7.0,7.0,76.0,41.0,2.0,3.0,-1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,10.0,6.0,58.0,47.0,train
1833,20161113.0,29.0,67.0,43.0,28.0,12.0,7.0,9.0,45.0,43.0,2.0,7.0,29.0,28.0,8.0,5.0,15.0,27.0,42.0,-15.0,8.0,155.0,117.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,5.0,3.0,2.0,7.0,14.0,41.0,51.0,train
1834,20161113.0,29.0,99.0,49.0,28.0,15.0,4.0,9.0,37.0,26.0,11.0,7.0,28.0,28.0,6.0,10.0,12.0,39.0,43.0,-4.0,8.0,126.0,148.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,3.0,15.0,56.0,43.0,train
1835,20161112.0,41.0,72.0,59.0,40.0,16.0,11.0,13.0,50.0,43.0,7.0,6.0,81.0,40.0,23.0,12.0,5.0,58.0,28.0,30.0,6.0,137.0,59.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,3.0,2.0,7.0,2.0,28.0,31.0,train
1836,20161112.0,41.0,18.0,58.0,40.0,16.0,10.0,14.0,48.0,48.0,0.0,6.0,37.0,40.0,8.0,13.0,19.0,36.0,60.0,-24.0,6.0,44.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,8.0,22.0,8.0,33.0,train
1837,20161112.0,41.0,25.0,52.0,40.0,13.0,13.0,14.0,50.0,50.0,0.0,6.0,81.0,40.0,24.0,9.0,7.0,63.0,32.0,31.0,6.0,162.0,70.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,5.0,2.0,11.0,1.0,26.0,0.0,train
1838,20161112.0,41.0,64.0,44.0,40.0,11.0,11.0,18.0,49.0,60.0,-11.0,6.0,54.0,40.0,15.0,9.0,16.0,42.0,40.0,2.0,6.0,102.0,165.0,0.0,3.0,-3.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,5.0,1.0,15.0,9.0,24.0,16.0,train
1839,20161112.0,41.0,57.0,37.0,40.0,8.0,13.0,19.0,41.0,59.0,-18.0,6.0,47.0,40.0,10.0,17.0,13.0,43.0,45.0,-2.0,6.0,112.0,156.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,5.0,2.0,21.0,13.0,39.0,22.0,train
1840,20161112.0,41.0,85.0,66.0,40.0,17.0,15.0,8.0,48.0,36.0,12.0,6.0,53.0,40.0,11.0,20.0,9.0,40.0,39.0,1.0,6.0,138.0,108.0,0.0,1.0,-1.0,0.0,2.0,0.0,1.0,0.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,10.0,35.0,38.0,train
1841,20161112.0,41.0,82.0,49.0,40.0,13.0,10.0,17.0,51.0,61.0,-10.0,6.0,43.0,40.0,10.0,13.0,17.0,38.0,47.0,-9.0,6.0,39.0,147.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,3.0,6.0,1.0,12.0,16.0,37.0,21.0,train
1842,20161112.0,41.0,8.0,78.0,40.0,23.0,9.0,8.0,81.0,35.0,46.0,6.0,64.0,40.0,17.0,13.0,10.0,54.0,39.0,15.0,6.0,88.0,166.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,6.0,10.0,36.0,train
1843,20161112.0,41.0,3.0,43.0,40.0,11.0,10.0,19.0,37.0,52.0,-15.0,6.0,40.0,40.0,11.0,7.0,22.0,43.0,68.0,-25.0,6.0,128.0,62.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,3.0,2.0,18.0,19.0,54.0,50.0,train
1844,20161112.0,41.0,45.0,43.0,40.0,10.0,13.0,17.0,40.0,55.0,-15.0,6.0,72.0,40.0,21.0,9.0,10.0,59.0,45.0,14.0,6.0,49.0,78.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,3.0,5.0,2.0,17.0,4.0,27.0,13.0,train
1845,20161112.0,41.0,17.0,47.0,40.0,10.0,17.0,13.0,38.0,47.0,-9.0,6.0,39.0,40.0,9.0,12.0,19.0,40.0,60.0,-20.0,6.0,170.0,57.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,2.0,7.0,1.0,4.0,4.0,2.0,14.0,20.0,40.0,52.0,train
1846,20161106.0,40.0,91.0,37.0,39.0,10.0,7.0,22.0,41.0,68.0,-27.0,3.0,58.0,39.0,16.0,10.0,13.0,48.0,46.0,2.0,3.0,59.0,47.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,22.0,7.0,50.0,8.0,train
1847,20161106.0,40.0,61.0,78.0,39.0,22.0,12.0,5.0,56.0,28.0,28.0,3.0,43.0,39.0,10.0,13.0,16.0,40.0,53.0,-13.0,3.0,56.0,53.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,15.0,31.0,27.0,train
1848,20161106.0,40.0,3.0,43.0,39.0,11.0,10.0,18.0,36.0,50.0,-14.0,3.0,63.0,39.0,16.0,15.0,8.0,46.0,35.0,11.0,3.0,128.0,144.0,1.0,2.0,-1.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,3.0,5.0,3.0,2.0,16.0,6.0,54.0,35.0,train
1849,20161106.0,40.0,106.0,40.0,39.0,9.0,13.0,17.0,37.0,47.0,-10.0,3.0,47.0,39.0,10.0,17.0,12.0,38.0,46.0,-8.0,3.0,141.0,175.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,3.0,6.0,1.0,18.0,13.0,21.0,40.0,train
