ポジション1,選手1,チーム1,監督1,ポジション2,選手2,チーム2,監督2,日付,試合情報
MF,保坂　一成,ヴァンフォーレ甲府,城福　浩,MF,保坂　一成,大宮アルディージャ,渋谷　洋樹,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,新井　涼平,ヴァンフォーレ甲府,城福　浩,MF,新井　涼平,大宮アルディージャ,渋谷　洋樹,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,阿部　翔平,ヴァンフォーレ甲府,城福　浩,MF,阿部　翔平,大宮アルディージャ,渋谷　洋樹,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
FW,河本　明人,ヴァンフォーレ甲府,城福　浩,FW,河本　明人,大宮アルディージャ,渋谷　洋樹,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,田中　亜土夢,アルビレックス新潟,柳下　正明,MF,田中　亜土夢,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
FW,ラファエル　シルバ,アルビレックス新潟,柳下　正明,FW,ラファエル　シルバ,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
FW,指宿　洋史,アルビレックス新潟,柳下　正明,FW,指宿　洋史,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
GK,佐藤　健,ＳＣ相模原,木村　哲昌,GK,佐藤　健,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
DF,寺田　洋介,ＳＣ相模原,木村　哲昌,DF,寺田　洋介,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
DF,フェアー　モービー,ＳＣ相模原,木村　哲昌,DF,フェアー　モービー,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
DF,工藤　祐生,ＳＣ相模原,木村　哲昌,DF,工藤　祐生,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
DF,桝田　雄太郎,ＳＣ相模原,木村　哲昌,DF,桝田　雄太郎,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
MF,菅野　哲也,ＳＣ相模原,木村　哲昌,MF,菅野　哲也,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
MF,北原　毅之,ＳＣ相模原,木村　哲昌,MF,北原　毅之,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
GK,桐畑　和繁,柏レイソル,ネルシーニョ,GK,桐畑　和繁,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
DF,藤田　優人,柏レイソル,ネルシーニョ,DF,藤田　優人,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
DF,鈴木　大輔,柏レイソル,ネルシーニョ,DF,鈴木　大輔,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
DF,増嶋　竜也,柏レイソル,ネルシーニョ,DF,増嶋　竜也,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
DF,橋本　和,柏レイソル,ネルシーニョ,DF,橋本　和,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,小林　祐介,柏レイソル,ネルシーニョ,MF,小林　祐介,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,エドゥアルド,柏レイソル,ネルシーニョ,MF,エドゥアルド,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,大谷　秀和,柏レイソル,ネルシーニョ,MF,大谷　秀和,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,高山　薫,柏レイソル,ネルシーニョ,MF,高山　薫,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
FW,レアンドロ,柏レイソル,ネルシーニョ,FW,レアンドロ,サンフレッチェ広島,森保　一,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,佐野　裕哉,ＳＣ相模原,木村　哲昌,MF,佐野　裕哉,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
MF,三幸　秀稔,ＳＣ相模原,木村　哲昌,MF,三幸　秀稔,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
MF,曽我部　慶太,ＳＣ相模原,木村　哲昌,MF,曽我部　慶太,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
FW,服部　康平,ＳＣ相模原,木村　哲昌,FW,服部　康平,ＦＣ琉球,薩川　了洋,2014/10/05,"２０１４　明治安田生命　Ｊ３リーグ
								 第２７節第２日"
DF,大野　和成,アルビレックス新潟,柳下　正明,DF,大野　和成,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
DF,小泉　慶,アルビレックス新潟,柳下　正明,DF,小泉　慶,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,レオ　シルバ,アルビレックス新潟,柳下　正明,MF,レオ　シルバ,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,小林　裕紀,アルビレックス新潟,柳下　正明,MF,小林　裕紀,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,山本　康裕,アルビレックス新潟,柳下　正明,MF,山本　康裕,川崎フロンターレ,風間　八宏,2014/10/05,"２０１４Ｊリーグ　ディビジョン１
								 第２７節第１日"
MF,渡邉　大剛,大宮アルディージャ,小倉　勉,MF,渡邉　大剛,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,曺　永哲,大宮アルディージャ,小倉　勉,MF,曺　永哲,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,ズラタン,大宮アルディージャ,小倉　勉,FW,ズラタン,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,ノヴァコヴィッチ,大宮アルディージャ,小倉　勉,FW,ノヴァコヴィッチ,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,池田　圭,サガン鳥栖,尹　晶煥,FW,池田　圭,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,豊田　陽平,サガン鳥栖,尹　晶煥,FW,豊田　陽平,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
GK,清水　圭介,大分トリニータ,田坂　和昭,GK,清水　圭介,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,阪田　章裕,大分トリニータ,田坂　和昭,DF,阪田　章裕,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,高木　和道,大分トリニータ,田坂　和昭,DF,高木　和道,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,児玉　新,大分トリニータ,田坂　和昭,DF,児玉　新,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,為田　大貴,大分トリニータ,田坂　和昭,MF,為田　大貴,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,宮沢　正史,大分トリニータ,田坂　和昭,MF,宮沢　正史,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,木村　祐志,大分トリニータ,田坂　和昭,MF,木村　祐志,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,チェ　ジョンハン,大分トリニータ,田坂　和昭,MF,チェ　ジョンハン,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,渡邉　千真,ＦＣ東京,ランコ　ポポヴィッチ,FW,渡邉　千真,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
GK,林　彰洋,サガン鳥栖,尹　晶煥,GK,林　彰洋,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,丹羽　竜平,サガン鳥栖,尹　晶煥,DF,丹羽　竜平,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,菊地　直哉,サガン鳥栖,尹　晶煥,DF,菊地　直哉,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,坂井　達弥,サガン鳥栖,尹　晶煥,DF,坂井　達弥,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,磯崎　敬太,サガン鳥栖,尹　晶煥,DF,磯崎　敬太,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,早坂　良太,サガン鳥栖,尹　晶煥,MF,早坂　良太,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,高橋　義希,サガン鳥栖,尹　晶煥,MF,高橋　義希,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,藤田　直之,サガン鳥栖,尹　晶煥,MF,藤田　直之,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,金　民友,サガン鳥栖,尹　晶煥,MF,金　民友,ジュビロ磐田,関塚　隆,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,松本　昌也,大分トリニータ,田坂　和昭,FW,松本　昌也,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,高松　大樹,大分トリニータ,田坂　和昭,FW,高松　大樹,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
FW,西　弘則,大分トリニータ,田坂　和昭,FW,西　弘則,アルビレックス新潟,柳下　正明,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
GK,北野　貴之,大宮アルディージャ,小倉　勉,GK,北野　貴之,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,村上　和弘,大宮アルディージャ,小倉　勉,DF,村上　和弘,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,菊地　光将,大宮アルディージャ,小倉　勉,DF,菊地　光将,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,片岡　洋介,大宮アルディージャ,小倉　勉,DF,片岡　洋介,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,下平　匠,大宮アルディージャ,小倉　勉,DF,下平　匠,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,金澤　慎,大宮アルディージャ,小倉　勉,MF,金澤　慎,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,上田　康太,大宮アルディージャ,小倉　勉,MF,上田　康太,ヴァンフォーレ甲府,城福　浩,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
GK,権田　修一,ＦＣ東京,ランコ　ポポヴィッチ,GK,権田　修一,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,徳永　悠平,ＦＣ東京,ランコ　ポポヴィッチ,DF,徳永　悠平,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,森重　真人,ＦＣ東京,ランコ　ポポヴィッチ,DF,森重　真人,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,加賀　健一,ＦＣ東京,ランコ　ポポヴィッチ,DF,加賀　健一,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
DF,太田　宏介,ＦＣ東京,ランコ　ポポヴィッチ,DF,太田　宏介,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
MF,米本　拓司,ＦＣ東京,ランコ　ポポヴィッチ,MF,米本　拓司,セレッソ大阪,レヴィー　クルピ,2013/11/10,"２０１３Ｊリーグ　ディビジョン１
								 第３１節第１日"
