ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
FW,岸本　武流,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
GK,清水　圭介,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,染谷　悠太,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,増川　隆洋,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,下畠　翔吾,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,石櫃　洋祐,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,斧澤　隼輝,大熊　裕司,2016/05/01,25.8,40%,笠原　寛貴,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
FW,丸岡　満,大熊　裕司,2016/05/01,25.8,40%,笠原　寛貴,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
FW,米澤　令衣,大熊　裕司,2016/05/01,25.8,40%,笠原　寛貴,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
GK,圍　謙太朗,安間　貴義,2016/05/01,28.0,37%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ東京Ｕ－２３
DF,柳　貴博,安間　貴義,2016/05/01,28.0,37%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ東京Ｕ－２３
DF,吉本　一謙,安間　貴義,2016/05/01,28.0,37%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ東京Ｕ－２３
DF,岡崎　慎,安間　貴義,2016/05/01,28.0,37%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ東京Ｕ－２３
DF,野澤　英之,安間　貴義,2016/05/01,28.0,37%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ東京Ｕ－２３
MF,平岡　翼,安間　貴義,2016/05/01,28.0,37%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ東京Ｕ－２３
MF,奈良輪　雄太,ロティーナ,2018/05/06,25.0,35%,高山　啓義,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",東京ヴェルディ
FW,林　陵平,ロティーナ,2018/05/06,25.0,35%,高山　啓義,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",東京ヴェルディ
FW,渡辺　皓太,ロティーナ,2018/05/06,25.0,35%,高山　啓義,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",東京ヴェルディ
FW,ドウグラス　ヴィエイラ,ロティーナ,2018/05/06,25.0,35%,高山　啓義,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",東京ヴェルディ
GK,本間　幸司,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
DF,浜崎　拓磨,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
DF,細川　淳矢,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
DF,福井　諒司,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
DF,ジエゴ,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
MF,黒川　淳史,長谷部　茂利,2018/05/06,26.6,30%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",水戸ホーリーホック
DF,山﨑　浩介,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
DF,前野　貴徳,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
MF,神谷　優太,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
MF,田中　裕人,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
FW,丹羽　詩温,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
FW,西田　剛,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
FW,神田　夢実,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
GK,笠原　昂史,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
DF,酒井　宣福,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
DF,菊地　光将,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
DF,河本　裕之,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
DF,河面　旺成,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
MF,嶋田　慎太郎,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
MF,大山　啓輔,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
MF,三門　雄大,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
MF,奥抜　侃志,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
FW,ロビン　シモヴィッチ,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
FW,大前　元紀,石井　正忠,2018/05/06,26.4,25%,鶴岡　将樹,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",大宮アルディージャ
MF,重廣　卓也,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,エスクデロ　競飛王,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,仙頭　啓矢,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,小屋松　知哉,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
FW,田中　マルクス闘莉王,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
FW,レンゾ　ロペス,ジュロヴスキー,2018/05/06,23.2,51%,笠原　寛貴,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
GK,岡本　昌弘,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
DF,玉林　睦実,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
DF,林堂　眞,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
DF,安藤　淳,間瀬　秀一,2018/05/06,21.2,61%,川俣　秀,"２０１８明治安田生命Ｊ２リーグ
								 第１３節第１日",愛媛ＦＣ
FW,南　秀仁,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
GK,ユ　ヒョン,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
DF,菅　和範,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
DF,森下　怜哉,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
DF,田代　雅也,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
MF,浜下　瑛,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
MF,枝村　匠馬,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
MF,寺田　紳一,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
MF,久富　良輔,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
FW,大島　康樹,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
FW,クリスティアーノ,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
FW,オルンガ,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
FW,瀬川　祐輔,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
GK,ビクトル,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
DF,藤谷　匠,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
DF,阿部　正紀,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
DF,甲斐　健太郎,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
MF,柳澤　亘,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
MF,三島　頌平,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
MF,市丸　瑞希,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
MF,山根　永遠,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
MF,斧澤　隼輝,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
MF,西本　雅崇,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
FW,澤上　竜二,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
FW,安藤　瑞季,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
FW,イ　レジュン,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
FW,西谷　和希,田坂　和昭,2019/05/26,32.3,35%,三上　正一郎,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",栃木ＳＣ
GK,中村　航輔,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
DF,染谷　悠太,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
DF,上島　拓巳,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
DF,古賀　太陽,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
MF,小池　龍太,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
MF,ヒシャルジソン,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
MF,小林　祐介,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
MF,菊池　大介,ネルシーニョ,2019/05/26,31.8,26%,木村　博之,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",柏レイソル
GK,櫛引　政敏,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
DF,熊本　雄太,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
DF,栗山　直樹,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
DF,松本　怜大,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
MF,山田　拓巳,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
MF,本田　拓也,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
MF,中村　駿,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
MF,ホドルフォ,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
FW,坂元　達裕,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
FW,ジェフェルソン　バイアーノ,木山　隆之,2019/05/26,31.1,28%,井上　知大,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",モンテディオ山形
MF,永島　悠史,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
MF,粟飯原　尚平,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
FW,山岸　祐也,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
FW,ライアン　デ　フリース,大木　武,2019/05/26,27.4,42%,吉田　哲朗,"２０１９明治安田生命Ｊ２リーグ
								 第１５節第２日",ＦＣ岐阜
GK,丹野　研太,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
DF,秋山　大地,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
DF,野村　天真,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
DF,西尾　隆矢,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
DF,下川　太陽,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
MF,中島　元彦,大熊　裕司,2019/05/30,23.0,46%,松本　大,"２０１９明治安田生命Ｊ３リーグ
								 第１０節第１日",セレッソ大阪Ｕ－２３
FW,土井　良太,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
FW,佐藤　悠希,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
GK,六反　勇治,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
DF,多々良　敦斗,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
DF,鎌田　次郎,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
DF,渡部　博文,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
DF,石川　直樹,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
MF,茂木　駿佑,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
MF,富田　晋伍,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
MF,梁　勇基,渡邉　晋,2015/04/29,20.1,52%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第８節第１日",ベガルタ仙台
GK,髙原　寿康,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
DF,星野　悟,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
DF,深津　康太,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
DF,増田　繁人,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
DF,松本　怜大,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
MF,李　漢宰,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
MF,大竹　隆人,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
MF,鈴木　崇文,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
MF,遠藤　敬佑,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
FW,久木野　聡,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
FW,鈴木　孝司,相馬　直樹,2015/04/26,23.4,50%,藤田　和也,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＦＣ町田ゼルビア
GK,田中　謙吾,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
DF,内野　貴志,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
DF,大島　嵩弘,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
DF,松原　優吉,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
DF,都並　優太,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
MF,金久保　彩,美濃部　直彦,2015/04/26,23.9,21%,山本　慎吾,"２０１５明治安田生命Ｊ３リーグ
								 第７節第１日",ＡＣ長野パルセイロ
