ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
MF,石川　俊輝,高木　琢也,2019/07/20,27.6,76%,上田　益也,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",大宮アルディージャ
MF,大山　啓輔,高木　琢也,2019/07/20,27.6,76%,上田　益也,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",大宮アルディージャ
MF,奥抜　侃志,高木　琢也,2019/07/20,27.6,76%,上田　益也,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",大宮アルディージャ
GK,大谷　幸輝,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
DF,新井　直人,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
DF,岡本　將成,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
DF,大武　峻,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
DF,渡邊　泰基,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
MF,戸嶋　祥郎,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
MF,カウエ,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
MF,フランシス,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
MF,高木　善朗,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
MF,渡邉　新太,吉永　一明,2019/07/20,25.6,90%,池内　明彦,"２０１９明治安田生命Ｊ２リーグ
								 第２３節第１日",アルビレックス新潟
MF,加藤　潤也,布　啓一郎,2019/07/20,36.2,31%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第１７節第２日",ザスパクサツ群馬
MF,坂井　大将,布　啓一郎,2019/07/20,36.2,31%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第１７節第２日",ザスパクサツ群馬
FW,青木　翔大,布　啓一郎,2019/07/20,36.2,31%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第１７節第２日",ザスパクサツ群馬
FW,髙澤　優也,布　啓一郎,2019/07/20,36.2,31%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第１７節第２日",ザスパクサツ群馬
FW,レアンドロ,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
GK,河田　晃兵,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
DF,土屋　征夫,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
DF,山本　英臣,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
DF,津田　琢磨,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
MF,橋爪　勇樹,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
MF,マルキーニョス　パラナ,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
MF,下田　北斗,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
MF,阿部　翔平,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
FW,稲垣　祥,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
GK,山本　海人,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
DF,高橋　峻希,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
DF,岩波　拓也,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
DF,増川　隆洋,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
FW,阿部　拓馬,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
FW,バレー,佐久間　悟,2015/07/19,28.6,70%,榎本　一慶,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴァンフォーレ甲府
GK,新井　章太,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
DF,エウシーニョ,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
DF,谷口　彰悟,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
DF,車屋　紳太郎,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
DF,小宮山　尊信,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
MF,大島　僚太,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
MF,森谷　賢太郎,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
MF,中村　憲剛,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
MF,田坂　祐介,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
FW,杉本　健勇,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
FW,大久保　嘉人,風間　八宏,2015/07/19,28.4,82%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",川崎フロンターレ
GK,林　卓人,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
DF,佐々木　翔,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
DF,千葉　和彦,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
DF,水本　裕貴,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
MF,ミキッチ,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
MF,森﨑　和幸,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
MF,青山　敏弘,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
MF,柏　好文,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
MF,ドウグラス,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
MF,柴﨑　晃誠,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
FW,佐藤　寿人,森保　一,2015/07/19,29.1,80%,吉田　寿光,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",サンフレッチェ広島
DF,高橋　祥平,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
DF,相馬　崇人,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
MF,マルキーニョス,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
MF,三原　雅俊,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
MF,チョン　ウヨン,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
MF,森岡　亮太,ネルシーニョ,2015/07/19,27.2,61%,東城　穣,"２０１５明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第３節第１日",ヴィッセル神戸
MF,齋藤　学,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
FW,カイケ,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
GK,河田　晃兵,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
DF,土屋　征夫,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
DF,新井　涼平,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
DF,松橋　優,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
MF,橋爪　勇樹,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
MF,保坂　一成,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
MF,マルキーニョス　パラナ,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
MF,田中　佑昌,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
MF,小林　成豪,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
MF,石津　大介,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
FW,渡邉　千真,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
FW,レアンドロ,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
MF,上田　康太,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
MF,高橋　壮也,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
FW,齊藤　和樹,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
FW,仲間　隼斗,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
MF,金久保　順,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
MF,庄司　悦大,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
FW,レンゾ　ロペス,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
GK,金山　隼樹,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
DF,下口　稚葉,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
DF,増田　繁人,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
DF,喜山　康平,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
MF,椋原　健太,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
MF,末吉　隼也,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
MF,関戸　健二,長澤　徹,2018/08/18,26.5,50%,三上　正一郎,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",ファジアーノ岡山
GK,村山　智彦,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
DF,岡本　拓也,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
DF,アンドレ　バイア,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
DF,三竿　雄斗,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
MF,高山　薫,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
MF,石川　俊輝,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
MF,神谷　優太,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
MF,菊池　大介,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
FW,大槻　周平,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
FW,端戸　仁,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
FW,長谷川　アーリアジャスール,曺　貴裁,2016/08/06,30.6,65%,村上　伸次,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",湘南ベルマーレ
GK,榎本　哲也,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
DF,小林　祐三,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
DF,中澤　佑二,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
DF,ファビオ,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
DF,金井　貢史,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
MF,喜田　拓也,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
MF,中町　公祐,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
MF,マルティノス,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
MF,天野　純,エリク　モンバエルツ,2016/08/06,30.3,65%,福島　孝一郎,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",横浜Ｆ・マリノス
FW,稲垣　祥,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
FW,河本　明人,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
FW,ドゥドゥ,佐久間　悟,2016/08/06,27.6,82%,木村　博之,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴァンフォーレ甲府
GK,キム　スンギュ,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
DF,高橋　峻希,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
DF,北本　久仁衛,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
DF,伊野波　雅彦,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
DF,橋本　和,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
MF,三原　雅俊,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
MF,田中　英雄,ネルシーニョ,2016/08/06,25.4,90%,扇谷　健司,"２０１６明治安田生命Ｊ１リーグ　２ｎｄステージ
								 第７節第１日",ヴィッセル神戸
GK,櫛引　政敏,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
DF,西村　竜馬,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
DF,熊本　雄太,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
DF,坂井　達弥,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
MF,三鬼　海,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
MF,安西　海斗,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
MF,本田　拓也,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
MF,内田　健太,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
FW,楠神　順平,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
FW,フェリペ　アウベス,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
FW,森本　貴幸,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
FW,ドゥドゥ,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
GK,若原　智哉,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
DF,田中　マルクス闘莉王,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
DF,本多　勇喜,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
DF,染谷　悠太,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
DF,増川　隆洋,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
DF,石櫃　洋祐,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
MF,仙頭　啓矢,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
MF,ジュニーニョ,ジュロヴスキー,2018/08/18,25.3,59%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",京都サンガF.C.
FW,小林　成豪,木山　隆之,2018/08/18,26.4,64%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",モンテディオ山形
GK,圍　謙太朗,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
DF,實藤　友紀,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
DF,古賀　太陽,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
DF,篠原　弘次郎,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
MF,駒野　友一,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
MF,ウォン　ドゥジェ,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
MF,鈴木　惇,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
MF,石津　大介,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
MF,松田　力,井原　正巳,2018/08/18,21.5,58%,小屋　幸栄,"２０１８明治安田生命Ｊ２リーグ
								 第２９節第１日",アビスパ福岡
GK,シュミット　ダニエル,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
DF,古林　将太,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
DF,大岩　一貴,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
DF,平岡　康裕,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
DF,椎橋　慧也,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
MF,富田　晋伍,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
MF,三田　啓貴,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
MF,奥埜　博亮,渡邉　晋,2017/08/05,26.0,90%,飯田　淳平,"２０１７明治安田生命Ｊ１リーグ
								 第２０節第１日",ベガルタ仙台
