ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
MF,田辺　圭佑,金　鍾成,2017/07/23,25.1,89%,田中　玲匡,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",ＦＣ琉球
FW,渡　大生,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
GK,大西　勝俉,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
DF,尾崎　瑛一郎,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
DF,菅井　拓也,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
DF,徳武　正之,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
DF,松藤　正伸,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
DF,藤原　拓也,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
MF,太田　一輝,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
MF,沓掛　勇太,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
MF,染矢　一樹,吉田　謙,2017/07/23,26.9,61%,川俣　秀,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",アスルクラロ沼津
MF,田森　大己,吉田　恵,2016/07/25,26.5,62%,清水　修平,"２０１６明治安田生命Ｊ２リーグ
								 第２５節第２日",ＦＣ岐阜
MF,田中　恵太,金　鍾成,2017/07/23,25.1,89%,田中　玲匡,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",ＦＣ琉球
MF,朴　利基,金　鍾成,2017/07/23,25.1,89%,田中　玲匡,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",ＦＣ琉球
MF,富樫　佑太,金　鍾成,2017/07/23,25.1,89%,田中　玲匡,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",ＦＣ琉球
MF,富所　悠,金　鍾成,2017/07/23,25.1,89%,田中　玲匡,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",ＦＣ琉球
GK,キローラン　菜入,三浦　泰年,2017/07/23,28.5,72%,笠原　寛貴,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",鹿児島ユナイテッドＦＣ
DF,水本　勝成,三浦　泰年,2017/07/23,28.5,72%,笠原　寛貴,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",鹿児島ユナイテッドＦＣ
DF,田中　秀人,三浦　泰年,2017/07/23,28.5,72%,笠原　寛貴,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",鹿児島ユナイテッドＦＣ
DF,上本　大海,三浦　泰年,2017/07/23,28.5,72%,笠原　寛貴,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",鹿児島ユナイテッドＦＣ
DF,関　光博,三浦　泰年,2017/07/23,28.5,72%,笠原　寛貴,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",鹿児島ユナイテッドＦＣ
MF,赤尾　公,三浦　泰年,2017/07/23,28.5,72%,笠原　寛貴,"２０１７明治安田生命Ｊ３リーグ
								 第１８節第２日",鹿児島ユナイテッドＦＣ
GK,長谷川　徹,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
DF,大﨑　玲央,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
DF,ヴァシリェヴィッチ,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
DF,井筒　陸也,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
MF,島屋　八徳,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
MF,前川　大河,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
MF,岩尾　憲,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
MF,杉本　太郎,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
MF,馬渡　和彰,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
FW,山﨑　凌吾,リカルド　ロドリゲス,2017/07/23,32.0,67%,佐藤　隆治,"２０１７明治安田生命Ｊ２リーグ
								 第２４節第２日",徳島ヴォルティス
GK,ダニー　カルバハル,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
DF,上原　牧人,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
DF,李　栄直,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
DF,知念　哲矢,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
DF,沼田　圭悟,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
MF,風間　宏希,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
MF,上里　一将,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
MF,風間　宏矢,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
MF,河合　秀人,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
MF,小泉　佳穂,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
MF,平尾　壮,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
FW,林　陵平,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
FW,進　昂平,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
GK,吉満　大介,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
DF,眞鍋　旭輝,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
DF,ヘニキ,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
DF,ヘナン,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
MF,田中　陸,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
MF,高　宇洋,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
MF,池上　丈二,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
MF,田中　パウロ淳一,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
FW,浮田　健誠,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
FW,イウリ,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
FW,高井　和馬,霜田　正浩,2020/10/10,25.6,72%,上田　益也,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",レノファ山口ＦＣ
FW,矢野　貴章,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
FW,森　俊貴,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
GK,清水　慶記,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
DF,小島　雅也,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
DF,岡村　大八,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
DF,川上　優樹,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
DF,高瀬　優孝,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
MF,田中　稔也,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
MF,宮阪　政樹,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
MF,岩上　祐三,奥野　僚右,2020/10/10,22.5,62%,村上　伸次,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ザスパクサツ群馬
FW,阿部　拓馬,樋口　靖洋,2020/10/10,18.7,76%,川俣　秀,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",ＦＣ琉球
GK,オビ　パウエル　オビンナ,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
DF,柳　育崇,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
DF,田代　雅也,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
DF,瀬川　和樹,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
MF,山本　廉,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
MF,岩間　雄大,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
MF,西谷　優希,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
MF,溝渕　雄志,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
FW,エスクデロ　競飛王,田坂　和昭,2020/10/10,16.8,90%,鶴岡　将樹,"２０２０明治安田生命Ｊ２リーグ
								 第２５節第１日",栃木ＳＣ
DF,武田　英二郎,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
MF,田代　真一,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
MF,佐藤　謙介,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
MF,レアンドロ　ドミンゲス,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
FW,中山　克広,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
FW,斉藤　光毅,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
FW,イバ,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
GK,アン　ジュンス,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
DF,赤尾　公,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
DF,堤　俊輔,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
DF,水本　勝成,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
DF,砂森　和也,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
MF,八反田　康平,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
MF,中原　秀人,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
MF,五領　淳樹,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
MF,酒本　憲幸,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
MF,枝本　雄一郎,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
FW,韓　勇太,金　鍾成,2019/07/13,24.4,81%,西村　雄一,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",鹿児島ユナイテッドＦＣ
GK,杉本　拓也,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
MF,久保田　和音,有馬　賢二,2019/07/13,29.8,67%,清水　勇人,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",ファジアーノ岡山
MF,関戸　健二,有馬　賢二,2019/07/13,29.8,67%,清水　勇人,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",ファジアーノ岡山
MF,喜山　康平,有馬　賢二,2019/07/13,29.8,67%,清水　勇人,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",ファジアーノ岡山
MF,仲間　隼斗,有馬　賢二,2019/07/13,29.8,67%,清水　勇人,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",ファジアーノ岡山
FW,イ　ヨンジェ,有馬　賢二,2019/07/13,29.8,67%,清水　勇人,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",ファジアーノ岡山
FW,赤嶺　真吾,有馬　賢二,2019/07/13,29.8,67%,清水　勇人,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",ファジアーノ岡山
GK,南　雄太,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
DF,北爪　健吾,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
DF,川﨑　裕大,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
DF,カルフィン　ヨン　ア　ピン,下平　隆宏,2019/07/13,24.1,64%,笠原　寛貴,"２０１９明治安田生命Ｊ２リーグ
								 第２２節第１日",横浜ＦＣ
DF,中村　拓海,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
DF,丹羽　大輝,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
DF,木村　誠二,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
DF,岡　哲平,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
MF,品田　愛斗,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
MF,常盤　亨太,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
MF,ユ　インス,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
MF,宮崎　幾笑,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
FW,原　大智,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
FW,久保　征一郎,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
DF,秋山　貴嗣,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
DF,秋本　倫孝,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
DF,川島　將,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
MF,松岡　亮輔,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
MF,水野　泰輔,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
MF,大迫　希,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
MF,大竹　隆人,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
MF,安藤　由翔,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
FW,森島　康仁,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
GK,波多野　豪,長澤　徹,2019/07/13,22.7,88%,國吉　真吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",
DF,鈴木　準弥,石﨑　信弘,2019/07/13,26.3,40%,先立　圭吾,"２０１９明治安田生命Ｊ３リーグ
								 第１６節第１日",藤枝ＭＹＦＣ
FW,大石　治寿,大石　篤人,2015/07/12,31.2,50%,長谷　拓,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",藤枝ＭＹＦＣ
GK,杉本　拓也,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
DF,秋山　貴嗣,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
DF,川鍋　良祐,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
DF,稲森　克尚,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
MF,柿木　亮介,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
MF,宮本　龍,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
MF,石輪　聖人,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
MF,高柳　昌賢,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
MF,廣田　隆治,松波　正信,2015/07/12,26.6,80%,大坪　博和,"２０１５明治安田生命Ｊ３リーグ
								 第２０節第１日",ガイナーレ鳥取
GK,シュミット　ダニエル,渡邉　晋,2018/08/11,28.9,77%,荒木　友輔,"２０１８明治安田生命Ｊ１リーグ
								 第２１節第２日",ベガルタ仙台
DF,平岡　康裕,渡邉　晋,2018/08/11,28.9,77%,荒木　友輔,"２０１８明治安田生命Ｊ１リーグ
								 第２１節第２日",ベガルタ仙台
DF,大岩　一貴,渡邉　晋,2018/08/11,28.9,77%,荒木　友輔,"２０１８明治安田生命Ｊ１リーグ
								 第２１節第２日",ベガルタ仙台
DF,板倉　滉,渡邉　晋,2018/08/11,28.9,77%,荒木　友輔,"２０１８明治安田生命Ｊ１リーグ
								 第２１節第２日",ベガルタ仙台
