ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
GK,野澤　洋輔,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
DF,多々良　敦斗,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
DF,伊藤　竜司,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
DF,飯尾　和也,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
DF,鐡戸　裕史,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
MF,ユン　ソンヨル,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
MF,喜山　康平,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
MF,玉林　睦実,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
MF,弦巻　健人,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
FW,塩沢　勝吾,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
FW,船山　貴之,反町　康治,2012/08/12,28.8,77%,森川　浩次,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",松本山雅ＦＣ
GK,佐藤　優也,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
DF,川鍋　良祐,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
DF,金　鐘必,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
DF,キローラン　木鈴,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
DF,多田　高行,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
MF,新井　涼平,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
MF,木村　祐志,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
MF,森村　昂太,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
MF,安田　晃大,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
FW,端戸　仁,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
FW,池元　友樹,三浦　泰年,2012/08/12,27.0,89%,吉田　哲朗,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ギラヴァンツ北九州
GK,修行　智仁,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
DF,三鬼　海,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
DF,田代　真一,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
DF,イ　ガンジン,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
DF,藤田　泰成,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
MF,太田　康介,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
MF,コリン　マーシャル,オズワルド　アルディレス,2012/08/12,27.3,71%,三上　正一郎,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ町田ゼルビア
GK,水谷　雄一,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
DF,安藤　淳,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
DF,染谷　悠太,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
DF,バヤリッツァ,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
DF,福村　貴幸,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
MF,秋本　倫孝,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
MF,中山　博貴,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
MF,工藤　浩平,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
MF,駒井　善成,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
MF,中村　充孝,大木　武,2012/08/12,27.2,80%,吉田　寿光,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",京都サンガF.C.
MF,中山　雄登,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
MF,齊藤　和樹,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
MF,藤本　主税,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
FW,澤田　崇,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
GK,八田　直樹,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
DF,駒野　友一,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
DF,藤田　義明,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
DF,菅沼　駿哉,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
DF,宮崎　智彦,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
MF,岡田　隆,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
MF,小林　祐希,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
MF,松井　大輔,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
MF,山田　大記,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
FW,山崎　亮平,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
FW,岩上　祐三,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
FW,船山　貴之,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
GK,椎名　一馬,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
DF,久木田　紳吾,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
DF,後藤　圭太,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
DF,田所　諒,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
MF,田中　奏一,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
MF,千明　聖典,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
MF,上田　康太,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
MF,三村　真,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
FW,前田　遼一,シャムスカ,2014/06/28,23.2,69%,今村　義朗,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ジュビロ磐田
GK,村山　智彦,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
DF,岩沼　俊介,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
DF,飯田　真輝,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
DF,犬飼　智也,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
DF,大久保　裕樹,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
MF,喜山　康平,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
MF,田中　隼磨,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
MF,岩間　雄大,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
FW,サビア,反町　康治,2014/06/28,22.8,89%,松尾　一,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",松本山雅ＦＣ
FW,石原　崇兆,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
FW,片山　瑛一,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
FW,清水　慎太郎,影山　雅永,2014/06/28,24.4,79%,村上　伸次,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ファジアーノ岡山
GK,畑　実,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
DF,園田　拓也,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
DF,篠原　弘次郎,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
DF,矢野　大輔,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
DF,藏川　洋平,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
MF,橋本　拳人,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
MF,養父　雄仁,小野　剛,2014/06/28,23.6,81%,岡　宏道,"２０１４Ｊリーグ　ディビジョン２
								 第２０節第１日",ロアッソ熊本
GK,アレックス　サンターナ,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
DF,鎌田　翔雅,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
DF,遠藤　航,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
DF,大野　和成,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
MF,古林　将太,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
MF,梶川　諒太,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
MF,ハン　グギョン,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
MF,高山　薫,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
FW,菊池　大介,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
FW,ウェリントン,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
FW,大槻　周平,曺　貴裁,2013/08/10,29.3,85%,村上　伸次,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",湘南ベルマーレ
GK,東口　順昭,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
DF,川口　尚紀,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
DF,大井　健太郎,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
DF,金　根煥,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
DF,藤田　征也,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
MF,三門　雄大,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
MF,本間　勲,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
MF,成岡　翔,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
MF,田中　亜土夢,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
FW,田中　達也,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
FW,川又　堅碁,柳下　正明,2013/08/10,32.2,59%,廣瀬　格,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",アルビレックス新潟
GK,キム　ジンヒョン,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
DF,藤本　康太,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
DF,丸橋　祐介,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
DF,酒本　憲幸,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
DF,山下　達也,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
MF,扇原　貴宏,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
MF,山口　螢,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
MF,南野　拓実,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
MF,シンプリシオ,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
FW,柿谷　曜一朗,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
FW,エジノ,レヴィー　クルピ,2013/08/10,34.2,64%,扇谷　健司,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",セレッソ大阪
GK,曽ヶ端　準,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
DF,西　大伍,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
DF,青木　剛,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
DF,山村　和也,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
DF,中田　浩二,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
MF,柴崎　岳,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
MF,小笠原　満男,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
MF,遠藤　康,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
MF,中村　充孝,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
MF,野沢　拓也,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
FW,大迫　勇也,トニーニョ　セレーゾ,2013/08/10,28.8,73%,東城　穣,"２０１３Ｊリーグ　ディビジョン１
								 第２０節第１日",鹿島アントラーズ
FW,川又　堅碁,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
GK,シュナイダー　潤之介,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
DF,杉山　新,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
DF,ペ　スンジン,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
DF,堀之内　聖,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
DF,中島　崇典,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
MF,髙地　系治,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
MF,佐藤　謙介,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
MF,武岡　優斗,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
MF,寺田　紳一,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
FW,田原　豊,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
FW,大久保　哲哉,山口　素弘,2012/08/12,26.9,77%,高山　啓義,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",横浜ＦＣ
GK,時久　省吾,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
DF,田中　秀人,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
DF,新井　辰也,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
DF,関田　寛士,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
DF,野垣内　俊,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
MF,李　漢宰,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
MF,服部　年宏,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
MF,井上　平,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
GK,中林　洋次,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
DF,後藤　圭太,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
DF,竹田　忠嗣,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
DF,植田　龍仁朗,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
MF,澤口　雅彦,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
MF,千明　聖典,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
MF,仙石　廉,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
MF,田所　諒,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
FW,金　民均,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
FW,石原　崇兆,影山　雅永,2012/08/12,26.5,84%,小川　直仁,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ファジアーノ岡山
MF,ダニロ,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
MF,染矢　一樹,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
FW,アブダ,行徳　浩二,2012/08/12,27.9,72%,塚田　智宏,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",ＦＣ岐阜
GK,オ　スンフン,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
DF,平島　崇,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
DF,橋内　優也,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
DF,斉藤　大介,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
DF,那須川　将大,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
MF,濱田　武,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
MF,上里　一将,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
MF,衛藤　裕,小林　伸二,2012/08/12,27.2,87%,池内　明彦,"２０１２Ｊリーグ　ディビジョン２
								 第２８節第１日",徳島ヴォルティス
