ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
MF,パク　カンイル,反町　康治,2013/06/01,20.6,60%,池内　明彦,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日",松本山雅ＦＣ
MF,飯尾　竜太朗,反町　康治,2013/06/01,20.6,60%,池内　明彦,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日",松本山雅ＦＣ
FW,船山　貴之,反町　康治,2013/06/01,20.6,60%,池内　明彦,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日",松本山雅ＦＣ
FW,ドウグラス,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
FW,津田　知宏,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
GK,水谷　雄一,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
DF,安藤　淳,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
DF,秋本　倫孝,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
DF,福村　貴幸,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
DF,黄　大城,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
MF,チョン　ウヨン,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
MF,中山　博貴,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
MF,工藤　浩平,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
FW,高橋　祐太郎,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
GK,オ　スンフン,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
DF,西嶋　弘之,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
DF,福元　洋平,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
DF,斉藤　大介,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
DF,那須川　将大,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
MF,花井　聖,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
MF,上里　一将,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
MF,宮崎　光平,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
MF,衛藤　裕,小林　伸二,2012/06/13,22.3,76%,野田　祐樹,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",徳島ヴォルティス
MF,ダニエル,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
MF,藤本　淳吾,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
FW,永井　謙佑,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
FW,ケネディ,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
FW,金崎　夢生,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
MF,中村　充孝,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
FW,宮吉　拓実,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
FW,久保　裕也,大木　武,2012/06/13,23.3,67%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",京都サンガF.C.
GK,杉山　哲,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
DF,日高　拓磨,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
DF,ジェイド　ノース,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
DF,岡山　一成,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
DF,高木　純平,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
MF,山本　真希,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
MF,河合　竜二,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
GK,南　雄太,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
DF,筑城　和人,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
DF,吉井　孝輔,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
DF,廣井　友信,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
MF,藏川　洋平,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
MF,養父　雄仁,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
MF,原田　拓,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
MF,片山　奨典,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
FW,西森　正明,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
FW,武富　孝介,高木　琢也,2012/06/13,19.4,70%,木村　博之,"２０１２Ｊリーグ　ディビジョン２
								 第１９節第１日",ロアッソ熊本
MF,砂川　誠,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
MF,近藤　祐介,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
MF,岡本　賢明,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
FW,大島　秀夫,石崎　信弘,2012/06/16,19.1,90%,福島　孝一郎,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",コンサドーレ札幌
GK,楢﨑　正剛,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
DF,田中　隼磨,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
DF,田中　マルクス闘莉王,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
DF,増川　隆洋,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
DF,阿部　翔平,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
MF,小川　佳純,ストイコビッチ,2012/06/16,21.3,92%,村上　伸次,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",名古屋グランパス
MF,森岡　亮太,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
FW,ペドロ　ジュニオール,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
FW,小川　慶治朗,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
FW,マルキーニョス,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
GK,内藤　友康,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
DF,小峯　拓也,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
DF,杉野　健斗,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
DF,大原　卓丈,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
DF,鴨志田　誉,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
MF,橋本　拓門,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
MF,安東　輝,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
MF,金　功青,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
FW,石堂　和人,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
FW,小林　康剛,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
MF,和田　倫季,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
FW,柏瀬　暁,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
GK,江角　浩司,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
DF,今井　智基,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
DF,菊地　光将,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
DF,高橋　祥平,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
DF,中村　北斗,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
MF,家長　昭博,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
MF,片岡　洋介,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
MF,横山　知伸,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
FW,久野　純弥,栗原　圭介,2014/05/04,24.8,68%,マイケル　アシハウ,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",福島ユナイテッドＦＣ
GK,田尻　健,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
DF,佐藤　祥,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
DF,酒井　高聖,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
DF,高橋　祐治,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
DF,宮原　和也,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
MF,磐瀬　剛,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
MF,大山　啓輔,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
MF,平　秀斗,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
MF,矢島　慎也,高畠　勉,2014/05/04,21.0,23%,日比野　真,"２０１４　明治安田生命　Ｊ３リーグ
								 第１０節第１日",
MF,増田　誓志,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
FW,富山　貴光,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
FW,ズラタン,大熊　清,2014/05/06,13.2,70%,扇谷　健司,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",大宮アルディージャ
GK,山本　海人,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
DF,茂木　弘人,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
DF,増川　隆洋,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
DF,岩波　拓也,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
DF,奥井　諒,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
MF,チョン　ウヨン,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
MF,橋本　英郎,安達　亮,2014/05/06,16.4,54%,池内　明彦,"２０１４Ｊリーグ　ディビジョン１
								 第１２節第１日",ヴィッセル神戸
FW,鈴木　達也,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
FW,キム　ジョンミン,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
FW,津田　知宏,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
GK,北　一真,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
DF,夛田　凌輔,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
DF,有薗　真吾,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
DF,乾　大知,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
DF,保﨑　淳,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
MF,永田　亮太,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
MF,黄　誠秀,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
MF,小林　竜樹,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
MF,加藤　弘堅,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
FW,青木　孝太,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
FW,平繁　龍一,秋葉　忠宏,2013/06/08,23.6,62%,窪田　陽輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",ザスパクサツ群馬
FW,城後　寿,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
GK,本間　幸司,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
DF,石神　幸征,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
DF,細川　淳矢,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
DF,冨田　大介,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
DF,輪湖　直樹,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
MF,西岡　謙太,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
MF,鈴木　雄斗,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
MF,橋本　晃司,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
MF,小澤　司,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
FW,山村　佑樹,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
FW,鈴木　隆行,柱谷　哲二,2013/06/08,25.1,47%,榎本　一慶,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",水戸ホーリーホック
GK,松井　謙弥,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
DF,藤原　広太朗,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
DF,福元　洋平,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
DF,千代反田　充,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
MF,濱田　武,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
MF,青山　隼,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
MF,柴崎　晃誠,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
MF,アレックス,小林　伸二,2013/06/08,23.1,60%,荒木　友輔,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",徳島ヴォルティス
GK,神山　竜一,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
DF,宮本　卓也,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
DF,古賀　正紘,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
DF,山口　和樹,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
DF,尾亦　弘友希,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
MF,岡田　隆,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
MF,パク　ゴン,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
MF,堤　俊輔,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
FW,金森　健志,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
FW,三島　勇太,マリヤン　プシュニク,2013/06/08,26.2,55%,野田　祐樹,"２０１３Ｊリーグ　ディビジョン２
								 第１８節第１日",アビスパ福岡
FW,工藤　壮人,ネルシーニョ,2012/06/16,20.7,96%,飯田　淳平,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",柏レイソル
GK,林　彰洋,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
DF,吉田　豊,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
DF,平岡　康裕,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
DF,カルフィン　ヨン　ア　ピン,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
DF,李　記帝,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
MF,村松　大輔,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
MF,杉山　浩太,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
MF,河井　陽介,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
FW,高木　俊幸,アフシン　ゴトビ,2012/06/16,22.7,64%,東城　穣,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",清水エスパルス
MF,谷澤　達也,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
MF,梶山　陽平,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
FW,ルーカス,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
FW,渡邉　千真,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
MF,柏木　陽介,ペトロヴィッチ,2012/06/16,24.3,93%,高山　啓義,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",浦和レッズ
MF,マルシオ　リシャルデス,ペトロヴィッチ,2012/06/16,24.3,93%,高山　啓義,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",浦和レッズ
FW,原口　元気,ペトロヴィッチ,2012/06/16,24.3,93%,高山　啓義,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",浦和レッズ
GK,権田　修一,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
DF,椋原　健太,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
DF,徳永　悠平,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
DF,森重　真人,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
DF,太田　宏介,ランコ　ポポヴィッチ,2012/06/16,21.9,84%,家本　政明,"２０１２Ｊリーグ　ディビジョン１
								 第１４節第１日",ＦＣ東京
