ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
MF,セルジ　サンペール,トルステン　フィンク,2019/12/07,10.9,42%,家本　政明,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",ヴィッセル神戸
FW,ルーカス　ポドルスキ,トルステン　フィンク,2019/12/07,10.9,42%,家本　政明,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",ヴィッセル神戸
FW,古橋　亨梧,トルステン　フィンク,2019/12/07,10.9,42%,家本　政明,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",ヴィッセル神戸
FW,ダビド　ビジャ,トルステン　フィンク,2019/12/07,10.9,42%,家本　政明,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",ヴィッセル神戸
GK,高木　駿,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
DF,三竿　雄斗,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
DF,鈴木　義宜,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
DF,岩田　智輝,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
MF,小林　裕紀,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
MF,松本　怜,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
MF,長谷川　雄志,片野坂　知宏,2019/12/07,11.6,50%,池内　明彦,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",大分トリニータ
MF,レオミネイロ,ラモス　瑠偉,2015/09/20,25.8,56%,扇谷　健司,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ＦＣ岐阜
FW,難波　宏明,ラモス　瑠偉,2015/09/20,25.8,56%,扇谷　健司,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ＦＣ岐阜
GK,佐藤　優也,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
DF,大木　暁,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
DF,田村　直也,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
DF,井林　章,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
DF,安在　和樹,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
MF,三竿　健斗,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
MF,中後　雅喜,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
MF,南　秀仁,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
FW,森島　康仁,石﨑　信弘,2020/11/18,17.6,83%,佐藤　誠和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",藤枝ＭＹＦＣ
GK,内山　圭,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
DF,黒木　晃平,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
DF,小笠原　佳祐,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
DF,菅田　真啓,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
DF,石川　啓人,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
MF,河原　創,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
MF,岡本　知剛,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
MF,伊東　俊,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
FW,中原　輝,大木　武,2020/11/18,21.1,58%,上原　直人,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ロアッソ熊本
FW,ガブリエル　シャビエル,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
GK,朴　一圭,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
DF,松原　健,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
DF,チアゴ　マルチンス,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
DF,畠中　槙之輔,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
DF,ティーラトン,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
MF,喜田　拓也,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
MF,和田　拓也,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
MF,マルコス　ジュニオール,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
FW,仲川　輝人,アンジェ　ポステコグルー,2019/12/07,7.1,57%,木村　博之,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",横浜Ｆ・マリノス
GK,佐藤　優也,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
DF,ゲリア,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
DF,鳥海　晃司,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
DF,増嶋　竜也,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
DF,下平　匠,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
MF,茶島　雄介,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
MF,小島　秀仁,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
MF,熊谷　アンドリュー,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
MF,矢田　旭,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
MF,町田　也真人,フアン　エスナイデル,2018/11/04,17.7,65%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ジェフユナイテッド千葉
FW,中村　仁郎,森下　仁志,2020/11/18,18.5,77%,花川　雄一,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ガンバ大阪Ｕ－２３
FW,坂本　一彩,森下　仁志,2020/11/18,18.5,77%,花川　雄一,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ガンバ大阪Ｕ－２３
FW,村上　景司,森下　仁志,2020/11/18,18.5,77%,花川　雄一,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ガンバ大阪Ｕ－２３
GK,服部　一輝,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
DF,キム　ホヨン,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
DF,竹内　彬,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
DF,松本　直也,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
MF,長谷川　隼,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
MF,薩川　淳貴,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
MF,神谷　椋士,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
MF,室屋　成,安間　貴義,2017/10/29,16.3,90%,高山　啓義,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",ＦＣ東京
MF,太田　宏介,安間　貴義,2017/10/29,16.3,90%,高山　啓義,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",ＦＣ東京
FW,永井　謙佑,安間　貴義,2017/10/29,16.3,90%,高山　啓義,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",ＦＣ東京
FW,ピーター　ウタカ,安間　貴義,2017/10/29,16.3,90%,高山　啓義,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",ＦＣ東京
FW,大久保　嘉人,安間　貴義,2017/10/29,16.3,90%,高山　啓義,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",ＦＣ東京
GK,ランゲラック,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
DF,宮原　和也,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
DF,中谷　進之介,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
DF,丸山　祐市,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
DF,太田　宏介,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
MF,米本　拓司,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
MF,ジョアン　シミッチ,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
MF,長谷川　アーリアジャスール,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
FW,前田　直輝,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
FW,ジョー,マッシモ　フィッカデンティ,2019/12/07,9.0,42%,松尾　一,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",名古屋グランパス
MF,澤井　直人,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
FW,高木　善朗,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
FW,杉本　竜士,冨樫　剛一,2015/09/20,26.1,42%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",東京ヴェルディ
GK,カミンスキー,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
DF,櫻内　渚,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
DF,藤田　義明,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
DF,森下　俊,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
DF,宮崎　智彦,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
MF,川辺　駿,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
MF,上田　康太,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
MF,太田　吉彰,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
MF,小林　祐希,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
MF,アダイウトン,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
FW,ジェイ,名波　浩,2015/09/20,24.9,65%,松尾　一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ジュビロ磐田
FW,森川　裕基,北野　誠,2018/11/04,18.3,50%,井上　知大,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",カマタマーレ讃岐
FW,重松　健太郎,北野　誠,2018/11/04,18.3,50%,井上　知大,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",カマタマーレ讃岐
GK,南　雄太,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
DF,川﨑　裕大,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
DF,田代　真一,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
DF,カルフィン　ヨン　ア　ピン,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
MF,北爪　健吾,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
MF,瀬沼　優司,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
MF,佐藤　謙介,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
MF,ブルーノ　メネゲウ,タヴァレス,2018/11/04,16.6,86%,今村　義朗,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",横浜ＦＣ
FW,リンス,吉田　達磨,2017/10/29,14.4,89%,福島　孝一郎,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",ヴァンフォーレ甲府
GK,ク　ソンユン,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
DF,菊地　直哉,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
DF,横山　知伸,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
DF,福森　晃斗,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
MF,早坂　良太,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
MF,宮澤　裕樹,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
MF,荒野　拓馬,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
MF,石川　直樹,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
MF,チャナティップ,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
MF,池谷　友喜,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
MF,森川　裕基,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
FW,ブラウン　ノア　賢信,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
FW,栗田　マークアジェイ,望月　一仁,2020/11/18,17.6,82%,矢野　浩平,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",カマタマーレ讃岐
GK,阿部　伸行,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
DF,星原　健太,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
DF,前田　和哉,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
DF,西嶋　弘之,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
DF,川島　大地,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
MF,風間　宏希,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
MF,加藤　弘堅,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
MF,小手川　宏基,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
MF,井上　翔太,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
FW,原　一樹,柱谷　幸一,2015/09/20,23.5,66%,村上　伸次,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",ギラヴァンツ北九州
FW,都倉　賢,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
FW,ジェイ,四方田　修平,2017/10/29,22.8,57%,松尾　一,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",北海道コンサドーレ札幌
GK,林　卓人,ヤン　ヨンソン,2017/10/29,23.4,73%,村上　伸次,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",サンフレッチェ広島
DF,丹羽　大輝,ヤン　ヨンソン,2017/10/29,23.4,73%,村上　伸次,"２０１７明治安田生命Ｊ１リーグ
								 第３１節第１日",サンフレッチェ広島
