ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
DF,橋内　優也,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
DF,飯田　真輝,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
DF,水本　裕貴,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
MF,田中　隼磨,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
MF,岩上　祐三,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
MF,藤田　息吹,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
MF,パウリーニョ,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
MF,高橋　諒,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
FW,町田　也真人,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
FW,永井　龍,反町　康治,2019/12/07,5.5,36%,飯田　淳平,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",松本山雅ＦＣ
GK,山田　賢二,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
DF,小牧　成亘,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
DF,河津　良一,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
DF,須藤　貴郁,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
MF,日髙　慶太,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
MF,差波　優人,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
MF,國分　将,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
MF,三田　尚希,大石　篤人,2019/12/08,4.2,39%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第３４節第１日",ヴァンラーレ八戸
GK,小澤　章人,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
DF,吉村　弦,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
DF,喜岡　佳太,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
DF,浦上　仁騎,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
DF,水谷　拓磨,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
MF,三田　尚希,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
MF,藤山　智史,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
MF,岩沼　俊介,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
MF,東　浩史,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
FW,佐相　壱明,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
GK,村山　智彦,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
DF,田中　隼磨,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
DF,橋内　優也,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
DF,飯田　真輝,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
DF,安川　有,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
DF,那須川　将大,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
MF,パウリーニョ,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
MF,岩間　雄大,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
MF,工藤　浩平,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
MF,石原　崇兆,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
FW,ジネイ,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
FW,山田　直輝,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
GK,村上　昌謙,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
DF,渡辺　広大,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
DF,星　雄次,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
DF,廣木　雄磨,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
DF,アベル　ルシアッティ,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
MF,佐藤　健太郎,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
MF,小野瀬　康介,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
MF,鳥養　祐矢,カルロス　マジョ―ル,2017/10/29,19.7,68%,今村　義朗,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",レノファ山口ＦＣ
MF,曽我部　慶太,辛島　啓珠,2015/09/20,27.8,29%,川俣　秀,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",ＳＣ相模原
MF,井上　平,辛島　啓珠,2015/09/20,27.8,29%,川俣　秀,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",ＳＣ相模原
FW,タレス,辛島　啓珠,2015/09/20,27.8,29%,川俣　秀,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",ＳＣ相模原
FW,服部　康平,辛島　啓珠,2015/09/20,27.8,29%,川俣　秀,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",ＳＣ相模原
GK,飯田　健巳,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
DF,内田　錬平,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
DF,吉井　直人,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
DF,平出　涼,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
DF,田中　寛己,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
MF,三上　陽輔,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
MF,森　泰次郎,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
MF,國吉　貴博,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
MF,北井　佑季,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
FW,朝日　大輔,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
FW,苔口　卓也,澤入　重雄,2015/09/20,22.5,66%,篠藤　巧,"２０１５明治安田生命Ｊ３リーグ
								 第２９節第２日",カターレ富山
GK,西川　周作,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
DF,岩波　拓也,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
DF,鈴木　大輔,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
DF,槙野　智章,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
MF,橋岡　大樹,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
MF,柴戸　海,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
MF,青木　拓矢,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
MF,山中　亮輔,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
FW,柏木　陽介,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
FW,マルティノス,大槻　毅,2019/12/07,10.3,42%,福島　孝一郎,"２０１９明治安田生命Ｊ１リーグ
								 第３４節第１日",浦和レッズ
GK,加藤　順大,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
DF,渡部　大輔,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
DF,菊地　光将,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
DF,横山　知伸,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
DF,和田　拓也,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
MF,カルリーニョス,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
MF,金澤　慎,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
MF,横谷　繁,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
MF,泉澤　仁,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
FW,家長　昭博,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
FW,ムルジャ,渋谷　洋樹,2015/09/20,24.8,56%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",大宮アルディージャ
GK,南　雄太,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
DF,市村　篤司,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
DF,野上　結貴,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
DF,森本　良,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
DF,中島　崇典,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
MF,佐藤　謙介,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
MF,寺田　紳一,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
MF,松下　年宏,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
MF,小池　純輝,中田　仁司,2015/09/20,23.2,40%,塚田　智宏,"２０１５明治安田生命Ｊ２リーグ
								 第３２節第１日",横浜ＦＣ
FW,高崎　寛之,反町　康治,2017/10/29,12.6,92%,小屋　幸栄,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",松本山雅ＦＣ
GK,秋元　陽太,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
DF,山根　視来,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
DF,アンドレ　バイア,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
DF,杉岡　大暉,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
MF,岡本　拓也,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
MF,石川　俊輝,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
MF,秋野　央樹,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
MF,高橋　諒,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
FW,菊地　俊介,曺　貴裁,2017/10/29,16.7,90%,木村　博之,"２０１７明治安田生命Ｊ２リーグ
								 第３９節第２日",湘南ベルマーレ
FW,吉田　伊吹,横山　雄次,2020/11/18,13.0,81%,御厨　貴文,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＡＣ長野パルセイロ
GK,パク　ソンス,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
DF,柳澤　亘,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
DF,甲斐　健太郎,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
DF,イヨハ　理　ヘンリー,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
DF,橋本　和,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
MF,大西　遼太郎,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
MF,中島　賢星,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
MF,レレウ,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
FW,石川　大地,仲田　建二,2020/11/18,17.1,72%,松澤　慶和,"２０２０明治安田生命Ｊ３リーグ
								 第２８節第１日",ＦＣ岐阜
FW,ライアン　デ　フリース,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
FW,山岸　祐也,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
GK,清水　圭介,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
DF,染谷　悠太,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
DF,牟田　雄祐,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
DF,石櫃　洋祐,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
DF,黒木　恭平,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
MF,仙頭　啓矢,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
MF,金久保　順,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
MF,庄司　悦大,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
GK,福井　光輝,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
DF,大谷　尚輝,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
DF,酒井　隆介,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
DF,深津　康太,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
DF,奥山　政幸,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
MF,吉濱　遼平,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
MF,井上　裕大,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
MF,平戸　太貴,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
MF,土居　柊太,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
FW,山内　寛史,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
FW,レンゾ　ロペス,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
FW,岩崎　悠人,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
FW,カイオ,ジュロヴスキー,2018/11/04,20.4,60%,清水　修平,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",京都サンガF.C.
FW,中島　裕希,相馬　直樹,2018/11/04,18.6,61%,廣瀬　格,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ町田ゼルビア
GK,ビクトル,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
DF,阿部　正紀,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
DF,竹田　忠嗣,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
DF,北谷　史孝,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
DF,青木　翼,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
MF,宮本　航汰,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
MF,風間　宏矢,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
MF,三島　頌平,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
FW,田中　パウロ淳一,大木　武,2018/11/04,16.0,90%,榎本　一慶,"２０１８明治安田生命Ｊ２リーグ
								 第４０節第２日",ＦＣ岐阜
GK,ジョニー　レオーニ,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
DF,天野　貴史,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
DF,大島　嵩弘,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
DF,阪田　章裕,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
DF,松原　優吉,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
MF,有永　一生,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
MF,橋本　英郎,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
MF,夛田　凌輔,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
FW,勝又　慶典,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
FW,佐藤　悠希,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
FW,東　浩史,三浦　文丈,2016/09/11,24.0,80%,吉田　哲朗,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＡＣ長野パルセイロ
GK,永井　堅梧,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
DF,三上　陽輔,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
DF,代　健司,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
DF,平出　涼,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
DF,國吉　貴博,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
MF,脇本　晃成,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
MF,西川　優大,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
MF,大島　康樹,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
MF,衛藤　裕,三浦　泰年,2016/09/11,26.7,68%,イ　サンギ,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",カターレ富山
MF,富所　悠,金　鍾成,2016/09/11,29.4,77%,扇谷　健司,"２０１６明治安田生命Ｊ３リーグ
								 第２１節第２日",ＦＣ琉球
