ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
FW,久保田　和音,有馬　賢二,2019/05/05,26.5,25%,榎本　一慶,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ファジアーノ岡山
GK,カルバハル,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
DF,増谷　幸祐,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
DF,岡﨑　亮平,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
DF,福井　諒司,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
DF,徳元　悠平,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
MF,上里　一将,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
MF,小松　駿太,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
MF,上門　知樹,樋口　靖洋,2019/05/05,22.3,35%,岡　宏道,"２０１９明治安田生命Ｊ２リーグ
								 第１２節第３日",ＦＣ琉球
MF,奥抜　侃志,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
FW,戸島　章,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
GK,秋元　陽太,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
DF,小田　逸稀,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
DF,深津　康太,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
DF,水本　裕貴,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
DF,奥山　政幸,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
MF,髙江　麗央,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
MF,佐野　海舟,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
MF,吉尾　海夏,ランコ　ポポヴィッチ,2020/08/22,25.0,90%,松尾　一,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ＦＣ町田ゼルビア
FW,大前　元紀,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
GK,フィリップ　クリャイッチ,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
DF,渡部　大輔,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
DF,西村　慧祐,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
DF,河本　裕之,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
DF,河面　旺成,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
MF,大山　啓輔,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
MF,小島　幹敏,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
MF,近藤　貴司,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
MF,黒川　淳史,高木　琢也,2020/08/22,28.4,70%,飯田　淳平,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",大宮アルディージャ
MF,ウィリアン　ポッピ,井原　正巳,2017/05/03,20.4,54%,榎本　一慶,"２０１７明治安田生命Ｊ２リーグ
								 第１１節第１日",アビスパ福岡
GK,清水　慶記,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
DF,小島　雅也,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
DF,岡村　大八,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
DF,舩津　徹也,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
DF,高瀬　優孝,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
MF,田中　稔也,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
MF,金城　ジャスティン俊樹,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
MF,内田　達也,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
FW,加藤　潤也,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
FW,青木　翔大,奥野　僚右,2020/08/22,30.1,55%,田中　玲匡,"２０２０明治安田生命Ｊ２リーグ
								 第１４節第１日",ザスパクサツ群馬
FW,川又　堅碁,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
GK,林　瑞輝,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
DF,米倉　恒貴,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
DF,三浦　弦太,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
DF,ファビオ,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
DF,藤春　廣輝,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
MF,今野　泰幸,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
MF,マテウス,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
MF,遠藤　保仁,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
FW,藤本　淳吾,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
MF,末吉　隼也,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
MF,城後　寿,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
FW,酒井　宣福,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
FW,中原　貴之,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
GK,中林　洋次,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
DF,久木田　紳吾,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
DF,岩政　大樹,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
DF,竹田　忠嗣,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
MF,加地　亮,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
MF,関戸　健二,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
MF,島田　譲,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
MF,三村　真,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
FW,片山　瑛一,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
FW,久保　裕一,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
GK,カミンスキー,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
DF,大井　健太郎,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
DF,新里　亮,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
DF,小川　大貴,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
DF,高橋　祥平,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
MF,田口　泰士,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
MF,松浦　拓弥,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
MF,宮崎　智彦,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
MF,山田　大記,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
MF,上原　力也,名波　浩,2018/05/05,25.1,31%,廣瀬　格,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ジュビロ磐田
MF,澤田　崇,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
MF,中村　慶太,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
FW,鈴木　武蔵,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
GK,西川　周作,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
DF,遠藤　航,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
DF,マウリシオ,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
DF,槙野　智章,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
MF,橋岡　大樹,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
MF,青木　拓矢,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
MF,宇賀神　友弥,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
FW,野村　直輝,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
FW,黒津　勝,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
GK,植草　裕樹,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
DF,李　栄直,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
DF,刀根　亮輔,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
DF,武内　大,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
MF,岸田　翔平,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
MF,井上　裕大,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
MF,黒木　聖仁,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
MF,古部　健太,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
FW,矢島　慎也,長澤　徹,2015/04/29,24.3,47%,塚田　健太,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ファジアーノ岡山
GK,南　雄太,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
DF,市村　篤司,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
DF,楠元　秀真,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
DF,パク　テホン,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
DF,永田　拓也,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
MF,中里　崇宏,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
MF,佐藤　謙介,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
MF,寺田　紳一,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
MF,小池　純輝,ミロシュ　ルス,2015/04/29,23.8,32%,上田　益也,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",横浜ＦＣ
MF,佐藤　洸一,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
MF,梶川　諒太,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
FW,イ　ヨンジェ,高木　琢也,2015/04/29,23.2,48%,窪田　陽輔,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",Ｖ・ファーレン長崎
GK,中村　航輔,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
DF,イ　グァンソン,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
DF,濱田　水輝,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
DF,堤　俊輔,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
MF,阿部　巧,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
MF,亀川　諒史,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
MF,鈴木　惇,井原　正巳,2015/04/29,20.2,65%,山本　雄大,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",アビスパ福岡
MF,長澤　和輝,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
MF,柏木　陽介,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
FW,興梠　慎三,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
FW,武藤　雄樹,オズワルド　オリヴェイラ,2018/05/05,22.5,38%,西村　雄一,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",浦和レッズ
FW,ファン　ウィジョ,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
FW,倉田　秋,レヴィー　クルピ,2018/05/05,11.8,48%,窪田　陽輔,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",ガンバ大阪
GK,徳重　健太,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
DF,徳永　悠平,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
DF,髙杉　亮太,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
DF,田上　大地,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
MF,新里　涼,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
MF,中原　彰吾,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
MF,飯尾　竜太朗,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
MF,翁長　聖,高木　琢也,2018/05/05,22.6,26%,家本　政明,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",Ｖ・ファーレン長崎
FW,原　一樹,柱谷　幸一,2016/05/15,22.5,54%,藤田　和也,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ギラヴァンツ北九州
FW,小松　塁,柱谷　幸一,2016/05/15,22.5,54%,藤田　和也,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ギラヴァンツ北九州
GK,菅野　孝憲,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,菅沼　駿哉,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,本多　勇喜,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,下畠　翔吾,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
DF,石櫃　洋祐,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,アンドレイ,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,堀米　勇輝,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,山瀬　功治,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
MF,佐藤　健太郎,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
FW,エスクデロ　競飛王,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
FW,イ　ヨンジェ,石丸　清隆,2016/05/15,25.0,72%,今村　義朗,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",京都サンガF.C.
GK,渋谷　飛翔,ミロシュ　ルス,2016/05/15,22.6,48%,清水　修平,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",横浜ＦＣ
DF,市村　篤司,ミロシュ　ルス,2016/05/15,22.6,48%,清水　修平,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",横浜ＦＣ
DF,西河　翔吾,ミロシュ　ルス,2016/05/15,22.6,48%,清水　修平,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",横浜ＦＣ
DF,大﨑　玲央,ミロシュ　ルス,2016/05/15,22.6,48%,清水　修平,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",横浜ＦＣ
DF,田所　諒,ミロシュ　ルス,2016/05/15,22.6,48%,清水　修平,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",横浜ＦＣ
