ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
DF,星原　健太,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
DF,前田　和哉,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
DF,寺岡　真弘,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
DF,川島　大地,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
MF,風間　宏希,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
MF,新井　純平,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
FW,遠藤　渓太,アンジェ　ポステコグルー,2018/05/05,20.8,35%,佐藤　隆治,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第１日",横浜Ｆ・マリノス
GK,六反　勇治,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
DF,飯田　貴敬,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
DF,ファン　ソッコ,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
DF,フレイレ,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
DF,松原　后,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
MF,竹内　涼,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
MF,河井　陽介,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
MF,金子　翔太,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
MF,石毛　秀樹,ヤン　ヨンソン,2018/05/06,17.3,88%,山岡　良介,"２０１８明治安田生命Ｊ１リーグ
								 第１３節第２日",清水エスパルス
FW,ムルジャ,渋谷　洋樹,2015/04/29,20.8,51%,高山　啓義,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",大宮アルディージャ
FW,清水　慎太郎,渋谷　洋樹,2015/04/29,20.8,51%,高山　啓義,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",大宮アルディージャ
GK,高木　駿,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
DF,金井　貢史,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
DF,キム　ヒョヌン,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
DF,大岩　一貴,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
DF,中村　太亮,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
MF,パウリーニョ,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
MF,佐藤　健太郎,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
MF,田中　佑昌,関塚　隆,2015/04/29,25.0,46%,西村　雄一,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ジェフユナイテッド千葉
GK,桜井　繁,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
DF,山形　辰徳,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
DF,坂田　良太,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
DF,フェリペ,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
DF,パク　ヒョンジン,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
MF,荒堀　謙次,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
MF,本間　勲,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
MF,小野寺　達也,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
MF,中美　慶哉,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
FW,阪野　豊史,阪倉　裕二,2015/04/29,23.3,47%,小屋　幸栄,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",栃木ＳＣ
MF,小手川　宏基,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
MF,井上　翔太,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
FW,原　一樹,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
FW,渡　大生,柱谷　幸一,2015/04/29,21.3,53%,上村　篤史,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",ギラヴァンツ北九州
GK,山田　元気,和田　昌裕,2015/04/29,20.9,56%,東城　穣,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",京都サンガF.C.
DF,菅沼　駿哉,和田　昌裕,2015/04/29,20.9,56%,東城　穣,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",京都サンガF.C.
DF,山口　智,和田　昌裕,2015/04/29,20.9,56%,東城　穣,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",京都サンガF.C.
DF,磐瀬　剛,和田　昌裕,2015/04/29,20.9,56%,東城　穣,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",京都サンガF.C.
DF,石櫃　洋祐,和田　昌裕,2015/04/29,20.9,56%,東城　穣,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",京都サンガF.C.
MF,金　南一,和田　昌裕,2015/04/29,20.9,56%,東城　穣,"２０１５明治安田生命Ｊ２リーグ
								 第１０節第１日",京都サンガF.C.
FW,島屋　八徳,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
GK,畑　実,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
DF,藏川　洋平,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
DF,園田　拓也,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
DF,植田　龍仁朗,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
DF,片山　奨典,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
MF,髙柳　一誠,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
MF,上村　周平,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
MF,清武　功暉,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
MF,岡本　賢明,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
FW,萱沼　優聖,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
FW,苔口　卓也,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
FW,中西　倫也,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
GK,土井　康平,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
DF,鈴木　達也,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
DF,畑本　時央,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
DF,久保　海都,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
DF,森　英次郎,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
MF,牛之濵　拓,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
MF,益子　義浩,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
GK,一森　純,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
DF,小池　龍太,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
DF,ユン　シンヨン,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
DF,北谷　史孝,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
DF,香川　勇気,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
MF,鳥養　祐矢,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
MF,庄司　悦大,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
MF,黒木　恭平,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
MF,福満　隆貴,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
MF,平林　輝良寛,上野　展裕,2016/05/15,27.1,52%,村上　伸次,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",レノファ山口ＦＣ
MF,齋藤　恭志,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
MF,守田　創,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
FW,梅内　和磨,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
FW,谷口　堅三,神川　明彦,2016/05/15,24.9,65%,宇田　賢史,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",グルージャ盛岡
FW,平繁　龍一,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
FW,巻　誠一郎,清川　浩行,2016/05/15,20.6,65%,東城　穣,"２０１６明治安田生命Ｊ２リーグ
								 第１３節第１日",ロアッソ熊本
GK,永井　堅梧,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
DF,代　健司,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
DF,平出　涼,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
MF,國吉　貴博,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
MF,北井　佑季,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
MF,窪田　良,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
MF,脇本　晃成,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
MF,衛藤　裕,三浦　泰年,2016/05/15,24.0,32%,眞鍋　久大,"２０１６明治安田生命Ｊ３リーグ
								 第９節第１日",カターレ富山
FW,岸本　武流,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
GK,カミンスキー,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
DF,大井　健太郎,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
DF,櫻内　渚,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
DF,森下　俊,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
DF,高橋　祥平,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
MF,ムサエフ,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
MF,中村　俊輔,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
MF,松浦　拓弥,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
MF,宮崎　智彦,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
MF,大久保　嘉人,篠田　善之,2017/05/07,21.5,28%,東城　穣,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ＦＣ東京
MF,東　慶悟,篠田　善之,2017/05/07,21.5,28%,東城　穣,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ＦＣ東京
FW,前田　遼一,篠田　善之,2017/05/07,21.5,28%,東城　穣,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ＦＣ東京
GK,飯倉　大樹,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
DF,松原　健,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
DF,中澤　佑二,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
DF,ミロシュ　デゲネク,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
DF,金井　貢史,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
MF,扇原　貴宏,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
MF,天野　純,エリク　モンバエルツ,2017/05/07,24.1,30%,荒木　友輔,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",横浜Ｆ・マリノス
GK,圍　謙太朗,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
DF,温井　駿斗,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
DF,椋原　健太,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
DF,森下　怜哉,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
DF,庄司　朋乃也,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
MF,酒本　憲幸,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
MF,大山　武蔵,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
MF,斧澤　隼輝,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
MF,西本　雅崇,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
FW,山内　寛史,大熊　裕司,2017/05/06,23.4,73%,西山　貴生,"２０１７明治安田生命Ｊ３リーグ
								 第７節第１日",セレッソ大阪Ｕ－２３
MF,川辺　駿,名波　浩,2017/05/07,27.2,20%,上田　益也,"２０１７明治安田生命Ｊ１リーグ
								 第１０節第４日",ジュビロ磐田
FW,中島　元彦,大熊　裕司,2019/05/05,26.6,20%,上原　直人,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",セレッソ大阪Ｕ－２３
FW,山田　寛人,大熊　裕司,2019/05/05,26.6,20%,上原　直人,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",セレッソ大阪Ｕ－２３
GK,牲川　歩見,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
DF,中島　拓真,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
DF,徳武　正之,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
DF,藤嵜　智貴,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,前澤　甲気,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,菅井　拓也,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,谷口　智紀,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,熱川　徳政,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,染矢　一樹,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,普光院　誠,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
FW,岡　佳樹,吉田　謙,2019/05/05,24.2,36%,須谷　雄三,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",アスルクラロ沼津
MF,馬渡　和彰,浮嶋　敏,2020/08/23,27.0,71%,岡部　拓人,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",湘南ベルマーレ
FW,岩崎　悠人,浮嶋　敏,2020/08/23,27.0,71%,岡部　拓人,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",湘南ベルマーレ
FW,石原　直樹,浮嶋　敏,2020/08/23,27.0,71%,岡部　拓人,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",湘南ベルマーレ
GK,ヤクブ　スウォビィク,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
DF,柳　貴博,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
DF,吉野　恭平,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
DF,平岡　康裕,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
DF,蜂須賀　孝治,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
MF,浜崎　拓磨,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
MF,椎橋　慧也,木山　隆之,2020/08/23,30.6,57%,山本　雄大,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ベガルタ仙台
FW,レアンドロ　ダミアン,鬼木　達,2020/08/23,27.6,76%,佐藤　隆治,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",川崎フロンターレ
GK,前川　黛也,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
DF,西　大伍,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
DF,ダンクレー,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
DF,菊池　流帆,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
DF,初瀬　亮,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
MF,セルジ　サンペール,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
MF,安井　拓也,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
MF,佐々木　大樹,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
FW,小川　慶治朗,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
GK,松本　拓也,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
DF,尾本　敬,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
DF,中島　大貴,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
DF,夛田　凌輔,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
DF,山田　尚幸,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
MF,江口　直生,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
MF,小谷　光毅,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
MF,和田　昌士,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
FW,古田　寛幸,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
FW,藤沼　拓夢,間瀬　秀一,2019/05/05,24.8,20%,藤田　優,"２０１９明治安田生命Ｊ３リーグ
								 第８節第２日",ブラウブリッツ秋田
FW,藤本　憲明,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
FW,古橋　亨梧,トルステン　フィンク,2020/08/23,27.6,65%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",ヴィッセル神戸
GK,谷　晃生,浮嶋　敏,2020/08/23,27.0,71%,岡部　拓人,"２０２０明治安田生命Ｊ１リーグ
								 第１２節第２日",湘南ベルマーレ
