ポジション,選手,監督,日付,気温,湿度,主審,試合情報,チーム名
MF,平川　忠亮,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
MF,青木　拓矢,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
MF,阿部　勇樹,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
MF,宇賀神　友弥,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
FW,中村　敬斗,森下　仁志,2019/03/17,12.0,43%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ガンバ大阪Ｕ－２３
FW,食野　亮太郎,森下　仁志,2019/03/17,12.0,43%,石丸　秀平,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ガンバ大阪Ｕ－２３
GK,高橋　拓也,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
DF,新井　博人,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
DF,寺岡　真弘,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
DF,岡村　和哉,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
MF,川島　大地,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
MF,川上　竜,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
MF,茂　平,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
MF,新垣　貴之,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
MF,石原　直樹,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
MF,武藤　雄樹,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
FW,興梠　慎三,ペトロヴィッチ,2015/03/07,7.9,66%,松尾　一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",浦和レッズ
GK,佐藤　昭大,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
DF,西　大伍,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
DF,植田　直通,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
DF,ファン　ソッコ,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
DF,山本　脩斗,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
MF,柴崎　岳,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
MF,梅鉢　貴秀,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
FW,大久保　嘉人,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
GK,菅野　孝憲,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
DF,キム　チャンス,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
DF,鈴木　大輔,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
DF,増嶋　竜也,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
DF,輪湖　直樹,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
MF,武富　孝介,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
MF,茨田　陽生,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
MF,大谷　秀和,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
MF,クリスティアーノ,吉田　達磨,2015/03/07,14.6,55%,西村　雄一,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",柏レイソル
GK,西部　洋平,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
DF,武岡　優斗,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
DF,角田　誠,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
DF,谷口　彰悟,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
DF,車屋　紳太郎,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
MF,大島　僚太,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
MF,中村　憲剛,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
MF,エウシーニョ,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
MF,レナト,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
FW,小林　悠,風間　八宏,2015/03/07,8.8,61%,中村　太,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第１日",川崎フロンターレ
GK,田中　雄大,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
DF,ミルトン,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
DF,丹羽　竜平,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
DF,梅井　大輝,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
MF,末吉　隼也,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
MF,梶山　幹太,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
MF,平石　直人,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
MF,阿部　巧,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
FW,川上　エドオジョン　智慧,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
FW,伊藤　大介,三浦　文丈,2019/03/17,13.2,24%,田中　玲匡,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ＳＣ相模原
MF,カイオ,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
MF,金崎　夢生,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
MF,土居　聖真,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
FW,高崎　寛之,トニーニョ　セレーゾ,2015/03/08,19.2,45%,佐藤　隆治,"２０１５明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第１節第２日",鹿島アントラーズ
MF,加藤　弘堅,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
FW,池元　友樹,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
FW,町野　修斗,小林　伸二,2019/03/17,7.8,68%,川俣　秀,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",ギラヴァンツ北九州
GK,堀田　大暉,松田　岳夫,2019/03/17,12.0,48%,辛島　宗烈,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",福島ユナイテッドＦＣ
DF,石渡　旭,松田　岳夫,2019/03/17,12.0,48%,辛島　宗烈,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",福島ユナイテッドＦＣ
DF,寺前　光太,松田　岳夫,2019/03/17,12.0,48%,辛島　宗烈,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",福島ユナイテッドＦＣ
DF,阪田　章裕,松田　岳夫,2019/03/17,12.0,48%,辛島　宗烈,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",福島ユナイテッドＦＣ
DF,岡田　亮太,松田　岳夫,2019/03/17,12.0,48%,辛島　宗烈,"２０１９明治安田生命Ｊ３リーグ
								 第２節第２日",福島ユナイテッドＦＣ
FW,林　誠道,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
GK,梶川　裕嗣,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
DF,松原　健,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
DF,チアゴ　マルチンス,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
DF,畠中　槙之輔,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
DF,ティーラトン,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
MF,扇原　貴宏,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
MF,喜田　拓也,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
MF,マルコス　ジュニオール,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
FW,仲川　輝人,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
GK,修行　智仁,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
DF,原田　亘,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
DF,園田　拓也,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
DF,チョン　ハンチョル,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
DF,上原　拓郎,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
MF,山田　貴文,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
MF,岡山　和輝,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
MF,楠美　圭史,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
MF,玉城　峻吾,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
FW,片井　巧,リュイス　プラナグマ,2020/07/15,23.9,72%,中井　敏博,"２０２０明治安田生命Ｊ３リーグ
								 第４節第１日",ＦＣ今治
FW,家長　昭博,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
FW,長谷川　竜也,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
FW,レアンドロ　ダミアン,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
GK,高丘　陽平,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
DF,森下　龍矢,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
DF,エドゥアルド,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
DF,内田　裕斗,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
MF,松岡　大起,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
MF,高橋　秀人,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
MF,原川　力,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
FW,エジガル　ジュニオ,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
FW,エリキ,アンジェ　ポステコグルー,2020/07/18,21.7,90%,西村　雄一,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",横浜Ｆ・マリノス
GK,チョン　ソンリョン,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
DF,山根　視来,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
DF,谷口　彰悟,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
DF,車屋　紳太郎,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
DF,登里　享平,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
MF,田中　碧,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
MF,大島　僚太,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
MF,脇坂　泰斗,鬼木　達,2020/07/18,23.0,90%,東城　穣,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",川崎フロンターレ
MF,安　庸佑,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
MF,梁　勇基,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
FW,小屋松　知哉,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
FW,豊田　陽平,金　明輝,2020/07/18,26.4,61%,今村　義朗,"２０２０明治安田生命Ｊ１リーグ
								 第５節第１日",サガン鳥栖
MF,五領　淳樹,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
FW,神谷　優太,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
GK,杉山　力裕,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
DF,篠原　弘次郎,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
DF,堤　俊輔,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
DF,岩下　敬輔,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
DF,輪湖　直樹,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
MF,鈴木　惇,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
MF,平尾　壮,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
MF,石津　大介,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
MF,城後　寿,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
GK,岡本　昌弘,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
DF,林堂　眞,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
DF,山﨑　浩介,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
DF,池田　樹雷人,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
MF,田中　裕人,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
MF,安藤　淳,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
MF,小池　純輝,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
MF,前野　貴徳,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
FW,小暮　大器,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
FW,有田　光希,間瀬　秀一,2018/03/21,6.7,57%,吉田　哲朗,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",愛媛ＦＣ
MF,工藤　浩平,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
FW,永井　龍,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
FW,高崎　寛之,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
GK,アン　ジュンス,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
DF,田中　奏一,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
DF,田中　秀人,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
DF,平出　涼,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
DF,藤澤　典隆,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
MF,吉井　孝輔,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
MF,西岡　謙太,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
MF,永畑　祐樹,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
FW,アレックス,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
FW,キリノ,三浦　泰年,2018/03/21,2.6,62%,植松　健太朗,"２０１８明治安田生命Ｊ３リーグ
								 第３節第１日",鹿児島ユナイテッドＦＣ
FW,ドゥドゥ,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
FW,森本　貴幸,井原　正巳,2018/03/21,4.0,80%,清水　勇人,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",アビスパ福岡
GK,守田　達弥,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
DF,橋内　優也,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
DF,飯田　真輝,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
DF,浦田　延尚,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
MF,岩上　祐三,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
MF,パウリーニョ,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
MF,岩間　雄大,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
MF,石原　崇兆,反町　康治,2018/03/21,2.6,90%,木村　博之,"２０１８明治安田生命Ｊ２リーグ
								 第５節第１日",松本山雅ＦＣ
FW,浅野　拓磨,森保　一,2016/03/20,16.5,32%,高山　啓義,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",サンフレッチェ広島
GK,西川　周作,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
DF,森脇　良太,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
DF,遠藤　航,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
DF,槙野　智章,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
MF,関根　貴大,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
MF,柏木　陽介,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
MF,阿部　勇樹,ペトロヴィッチ,2016/03/20,13.1,67%,飯田　淳平,"２０１６明治安田生命Ｊ１リーグ　１ｓｔステージ
								 第４節第２日",浦和レッズ
